Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1678.318    -1678.318        0.000     0.0
0.0010        -1678.405    -1679.636        1.231    29.4
0.0020        -1678.543    -1681.665        3.122    74.5
0.0030        -1678.447    -1681.961        3.513    83.9
0.0040        -1678.196    -1680.835        2.640    63.0
0.0050        -1678.121    -1680.819        2.698    64.4
0.0060        -1678.257    -1682.583        4.326   103.3
0.0070        -1678.306    -1683.766        5.460   130.4
0.0080        -1678.194    -1682.917        4.723   112.8
0.0090        -1677.919    -1681.317        3.398    81.1
0.0100        -1677.877    -1681.370        3.494    83.4
0.0110        -1678.040    -1683.053        5.013   119.7
0.0120        -1678.128    -1684.049        5.921   141.4
0.0130        -1678.002    -1683.494        5.492   131.1
0.0140        -1677.858    -1682.831        4.973   118.8
0.0150        -1677.924    -1683.518        5.593   133.6
0.0160        -1677.975    -1684.715        6.740   160.9
0.0170        -1677.942    -1684.652        6.710   160.2
0.0180        -1677.790    -1683.262        5.472   130.7
0.0190        -1677.698    -1682.201        4.503   107.5
0.0200        -1677.754    -1682.545        4.791   114.4
0.0210        -1677.827    -1683.289        5.461   130.4
0.0220        -1677.721    -1683.194        5.473   130.7
0.0230        -1677.583    -1682.684        5.101   121.8
0.0240        -1677.553    -1682.888        5.335   127.4
0.0250        -1677.662    -1683.843        6.181   147.6
0.0260        -1677.637    -1684.478        6.841   163.3
0.0270        -1677.608    -1684.053        6.445   153.9
0.0280        -1677.504    -1683.192        5.688   135.8
0.0290        -1677.513    -1682.929        5.416   129.3
0.0300        -1677.543    -1683.214        5.671   135.4
0.0310        -1677.522    -1683.252        5.730   136.8
0.0320        -1677.418    -1682.932        5.515   131.7
0.0330        -1677.406    -1682.827        5.421   129.4
0.0340        -1677.409    -1683.344        5.935   141.7
0.0350        -1677.453    -1684.026        6.574   157.0
0.0360        -1677.410    -1684.187        6.777   161.8
0.0370        -1677.306    -1683.819        6.513   155.5
0.0380        -1677.239    -1683.520        6.281   150.0
0.0390        -1677.238    -1683.482        6.244   149.1
0.0400        -1677.192    -1683.396        6.203   148.1
0.0410        -1677.146    -1683.120        5.974   142.6
0.0420        -1677.087    -1682.897        5.810   138.7
0.0430        -1677.031    -1683.055        6.024   143.8
0.0440        -1676.991    -1683.527        6.536   156.1
0.0450        -1677.004    -1683.926        6.921   165.3
0.0460        -1676.947    -1684.029        7.082   169.1
0.0470        -1676.844    -1683.976        7.132   170.3
0.0480        -1676.818    -1683.905        7.088   169.2
0.0490        -1676.795    -1683.805        7.010   167.4
0.0500        -1676.751    -1683.655        6.904   164.9
0.0510        -1676.690    -1683.446        6.756   161.3
0.0520        -1676.612    -1683.331        6.719   160.4
0.0530        -1676.629    -1683.462        6.832   163.1
0.0540        -1676.574    -1683.685        7.110   169.8
0.0550        -1676.604    -1683.883        7.279   173.8
0.0560        -1676.602    -1684.107        7.506   179.2
0.0570        -1676.616    -1684.260        7.644   182.5
0.0580        -1676.557    -1684.147        7.590   181.2
0.0590        -1676.519    -1683.752        7.233   172.7
0.0600        -1676.479    -1683.323        6.844   163.4
0.0610        -1676.420    -1683.104        6.684   159.6
0.0620        -1676.393    -1683.163        6.770   161.6
0.0630        -1676.374    -1683.256        6.881   164.3
0.0640        -1676.319    -1683.151        6.832   163.1
0.0650        -1676.288    -1683.143        6.855   163.7
0.0660        -1676.302    -1683.562        7.260   173.3
0.0670        -1676.328    -1684.039        7.711   184.1
0.0680        -1676.263    -1684.100        7.836   187.1
0.0690        -1676.244    -1683.785        7.542   180.1
0.0700        -1676.192    -1683.495        7.303   174.4
0.0710        -1676.200    -1683.526        7.326   174.9
0.0720        -1676.247    -1683.788        7.541   180.1
0.0730        -1676.281    -1683.932        7.652   182.7
0.0740        -1676.233    -1683.768        7.534   179.9
0.0750        -1676.278    -1683.690        7.412   177.0
0.0760        -1676.295    -1684.077        7.782   185.8
0.0770        -1676.324    -1684.558        8.234   196.6
0.0780        -1676.326    -1684.672        8.346   199.3
0.0790        -1676.304    -1684.450        8.146   194.5
0.0800        -1676.192    -1684.133        7.941   189.6
0.0810        -1676.175    -1684.089        7.914   189.0
0.0820        -1676.142    -1684.288        8.146   194.5
0.0830        -1676.118    -1684.360        8.242   196.8
0.0840        -1676.084    -1684.165        8.081   193.0
0.0850        -1676.111    -1683.952        7.841   187.2
0.0860        -1676.082    -1684.051        7.970   190.3
0.0870        -1676.081    -1684.334        8.253   197.1
0.0880        -1676.056    -1684.393        8.338   199.1
0.0890        -1676.064    -1684.169        8.105   193.5
0.0900        -1676.022    -1683.931        7.909   188.9
0.0910        -1675.996    -1683.880        7.884   188.3
0.0920        -1676.008    -1683.876        7.868   187.9
0.0930        -1676.002    -1683.846        7.844   187.3
0.0940        -1675.937    -1683.819        7.881   188.2
0.0950        -1675.950    -1683.782        7.831   187.0
0.0960        -1675.949    -1683.850        7.901   188.7
0.0970        -1675.969    -1684.116        8.147   194.5
0.0980        -1676.089    -1684.269        8.180   195.3
0.0990        -1676.076    -1684.259        8.183   195.4
0.1000        -1676.037    -1684.286        8.249   197.0
0.1010        -1676.136    -1684.386        8.250   197.0
0.1020        -1676.128    -1684.387        8.259   197.2
0.1030        -1676.109    -1684.243        8.133   194.2
0.1040        -1676.107    -1684.160        8.053   192.3
0.1050        -1676.152    -1684.254        8.102   193.4
0.1060        -1676.169    -1684.388        8.219   196.3
0.1070        -1676.120    -1684.333        8.213   196.1
0.1080        -1676.052    -1684.106        8.054   192.3
0.1090        -1676.034    -1684.129        8.096   193.3
0.1100        -1676.028    -1684.382        8.354   199.5
0.1110        -1675.991    -1684.451        8.460   202.0
0.1120        -1675.930    -1684.211        8.281   197.7
0.1130        -1675.870    -1683.942        8.072   192.7
0.1140        -1675.826    -1683.977        8.151   194.6
0.1150        -1675.809    -1684.277        8.469   202.2
0.1160        -1675.854    -1684.407        8.553   204.2
0.1170        -1675.823    -1684.210        8.387   200.3
0.1180        -1675.824    -1684.080        8.256   197.1
0.1190        -1675.908    -1684.278        8.369   199.8
0.1200        -1675.954    -1684.448        8.494   202.8
0.1210        -1675.863    -1684.359        8.496   202.9
0.1220        -1675.753    -1684.226        8.473   202.3
0.1230        -1675.788    -1684.240        8.452   201.8
0.1240        -1675.819    -1684.320        8.500   203.0
0.1250        -1675.834    -1684.385        8.550   204.2
0.1260        -1675.817    -1684.390        8.573   204.7
0.1270        -1675.845    -1684.369        8.525   203.5
0.1280        -1675.925    -1684.466        8.540   203.9
0.1290        -1675.961    -1684.575        8.613   205.7
0.1300        -1675.926    -1684.518        8.593   205.2
0.1310        -1675.887    -1684.478        8.591   205.1
0.1320        -1675.918    -1684.735        8.816   210.5
0.1330        -1675.944    -1685.099        9.155   218.6
0.1340        -1675.844    -1685.158        9.314   222.4
0.1350        -1675.868    -1684.987        9.119   217.7
0.1360        -1675.882    -1684.924        9.042   215.9
0.1370        -1675.883    -1685.065        9.182   219.3
0.1380        -1675.834    -1685.163        9.329   222.7
0.1390        -1675.799    -1685.019        9.220   220.2
0.1400        -1675.746    -1684.730        8.984   214.5
0.1410        -1675.751    -1684.605        8.854   211.4
0.1420        -1675.805    -1684.802        8.997   214.8
0.1430        -1675.839    -1685.028        9.188   219.4
0.1440        -1675.839    -1684.980        9.141   218.3
0.1450        -1675.808    -1684.806        8.999   214.9
0.1460        -1675.849    -1684.776        8.927   213.2
0.1470        -1675.861    -1684.829        8.968   214.1
0.1480        -1675.813    -1684.750        8.937   213.4
0.1490        -1675.738    -1684.565        8.827   210.8
0.1500        -1675.721    -1684.494        8.774   209.5
0.1510        -1675.712    -1684.611        8.900   212.5
0.1520        -1675.631    -1684.690        9.059   216.3
0.1530        -1675.623    -1684.579        8.956   213.8
0.1540        -1675.588    -1684.513        8.926   213.1
0.1550        -1675.627    -1684.682        9.055   216.2
0.1560        -1675.650    -1684.895        9.245   220.7
0.1570        -1675.582    -1684.832        9.250   220.9
0.1580        -1675.571    -1684.607        9.036   215.7
0.1590        -1675.563    -1684.510        8.947   213.6
0.1600        -1675.613    -1684.601        8.988   214.6
0.1610        -1675.678    -1684.799        9.121   217.8
0.1620        -1675.657    -1684.838        9.181   219.2
0.1630        -1675.598    -1684.654        9.056   216.2
0.1640        -1675.541    -1684.622        9.081   216.8
0.1650        -1675.614    -1684.845        9.231   220.4
0.1660        -1675.640    -1684.985        9.346   223.1
0.1670        -1675.590    -1684.885        9.295   221.9
0.1680        -1675.521    -1684.646        9.124   217.9
0.1690        -1675.518    -1684.508        8.989   214.6
0.1700        -1675.514    -1684.572        9.057   216.3
0.1710        -1675.473    -1684.663        9.190   219.4
0.1720        -1675.437    -1684.567        9.131   218.0
0.1730        -1675.508    -1684.462        8.954   213.8
0.1740        -1675.477    -1684.598        9.121   217.8
0.1750        -1675.488    -1684.799        9.311   222.3
0.1760        -1675.444    -1684.933        9.489   226.6
0.1770        -1675.477    -1684.936        9.459   225.9
0.1780        -1675.538    -1684.838        9.300   222.1
0.1790        -1675.616    -1684.836        9.220   220.2
0.1800        -1675.600    -1684.875        9.275   221.5
0.1810        -1675.630    -1684.719        9.089   217.0
0.1820        -1675.473    -1684.579        9.106   217.4
0.1830        -1675.399    -1684.670        9.272   221.4
0.1840        -1675.405    -1684.783        9.379   223.9
0.1850        -1675.376    -1684.742        9.367   223.6
0.1860        -1675.324    -1684.716        9.392   224.3
0.1870        -1675.245    -1684.872        9.626   229.9
0.1880        -1675.338    -1685.061        9.723   232.2
0.1890        -1675.279    -1685.065        9.786   233.7
0.1900        -1675.156    -1684.913        9.757   233.0
0.1910        -1675.121    -1684.838        9.717   232.0
0.1920        -1675.210    -1684.915        9.705   231.7
0.1930        -1675.144    -1684.980        9.836   234.9
0.1940        -1675.166    -1684.966        9.800   234.0
0.1950        -1675.222    -1685.015        9.794   233.8
0.1960        -1675.180    -1685.225       10.045   239.8
0.1970        -1675.149    -1685.498       10.349   247.1
0.1980        -1675.050    -1685.550       10.500   250.7
0.1990        -1675.017    -1685.394       10.377   247.8
0.2000        -1675.016    -1685.320       10.304   246.0
0.2010        -1674.988    -1685.366       10.377   247.8
0.2020        -1674.937    -1685.347       10.410   248.6
0.2030        -1674.947    -1685.182       10.235   244.4
0.2040        -1674.906    -1684.987       10.081   240.7
0.2050        -1674.950    -1684.923        9.973   238.1
0.2060        -1674.955    -1684.983       10.029   239.5
0.2070        -1674.921    -1685.049       10.128   241.8
0.2080        -1674.926    -1684.988       10.062   240.3
0.2090        -1674.907    -1684.854        9.946   237.5
0.2100        -1674.921    -1684.782        9.861   235.5
0.2110        -1674.878    -1684.692        9.815   234.3
0.2120        -1674.723    -1684.558        9.835   234.8
0.2130        -1674.706    -1684.541        9.835   234.8
0.2140        -1674.698    -1684.705       10.007   239.0
0.2150        -1674.786    -1684.864       10.078   240.6
0.2160        -1674.686    -1684.791       10.104   241.3
0.2170        -1674.708    -1684.682        9.975   238.2
0.2180        -1674.715    -1684.849       10.134   242.0
0.2190        -1674.707    -1685.055       10.348   247.1
0.2200        -1674.694    -1684.933       10.239   244.5
0.2210        -1674.635    -1684.658       10.023   239.3
0.2220        -1674.692    -1684.597        9.905   236.5
0.2230        -1674.683    -1684.799       10.116   241.6
0.2240        -1674.707    -1684.956       10.250   244.7
0.2250        -1674.719    -1684.755       10.037   239.7
0.2260        -1674.673    -1684.469        9.796   233.9
0.2270        -1674.618    -1684.580        9.963   237.9
0.2280        -1674.639    -1684.911       10.272   245.3
0.2290        -1674.607    -1684.892       10.285   245.6
0.2300        -1674.551    -1684.390        9.839   234.9
0.2310        -1674.482    -1684.038        9.556   228.2
0.2320        -1674.587    -1684.386        9.799   234.0
0.2330        -1674.646    -1684.899       10.253   244.8
0.2340        -1674.655    -1684.738       10.083   240.8
0.2350        -1674.557    -1684.056        9.499   226.8
0.2360        -1674.572    -1683.838        9.266   221.2
0.2370        -1674.579    -1684.322        9.742   232.6
0.2380        -1674.602    -1684.680       10.078   240.6
0.2390        -1674.508    -1684.356        9.848   235.1
0.2400        -1674.439    -1683.692        9.253   220.9
0.2410        -1674.343    -1683.547        9.203   219.8
0.2420        -1674.401    -1684.050        9.650   230.4
0.2430        -1674.479    -1684.403        9.925   237.0
0.2440        -1674.480    -1684.155        9.675   231.0
0.2450        -1674.502    -1683.780        9.278   221.5
0.2460        -1674.567    -1683.867        9.300   222.1
0.2470        -1674.585    -1684.271        9.685   231.3
0.2480        -1674.614    -1684.425        9.810   234.2
0.2490        -1674.567    -1684.112        9.545   227.9
0.2500        -1674.627    -1683.797        9.170   219.0
0.2510        -1674.636    -1684.001        9.365   223.6
0.2520        -1674.586    -1684.282        9.696   231.5
0.2530        -1674.473    -1684.209        9.736   232.5
0.2540        -1674.394    -1683.977        9.583   228.8
0.2550        -1674.367    -1683.874        9.507   227.0
0.2560        -1674.355    -1683.948        9.593   229.1
0.2570        -1674.336    -1684.030        9.693   231.5
0.2580        -1674.307    -1683.871        9.564   228.4
0.2590        -1674.295    -1683.611        9.315   222.4
0.2600        -1674.247    -1683.579        9.332   222.8
0.2610        -1674.194    -1683.650        9.455   225.8
0.2620        -1674.212    -1683.634        9.422   225.0
0.2630        -1674.202    -1683.655        9.454   225.7
0.2640        -1674.227    -1683.839        9.611   229.5
0.2650        -1674.186    -1684.050        9.864   235.5
0.2660        -1674.156    -1684.077        9.920   236.9
0.2670        -1674.102    -1684.016        9.914   236.7
0.2680        -1674.116    -1684.132       10.016   239.2
0.2690        -1674.054    -1684.415       10.361   247.4
0.2700        -1674.048    -1684.575       10.527   251.3
0.2710        -1674.020    -1684.437       10.417   248.7
0.2720        -1673.989    -1684.244       10.255   244.9
0.2730        -1673.974    -1684.306       10.332   246.7
0.2740        -1673.973    -1684.650       10.677   255.0
0.2750        -1673.987    -1684.795       10.808   258.1
0.2760        -1673.937    -1684.471       10.534   251.5
0.2770        -1673.841    -1684.223       10.382   247.9
0.2780        -1673.865    -1684.360       10.496   250.6
0.2790        -1673.748    -1684.385       10.636   254.0
0.2800        -1673.751    -1684.265       10.515   251.1
0.2810        -1673.736    -1684.118       10.382   247.9
0.2820        -1673.646    -1683.861       10.215   243.9
0.2830        -1673.695    -1683.821       10.126   241.8
0.2840        -1673.675    -1684.061       10.386   248.0
0.2850        -1673.619    -1684.122       10.504   250.8
0.2860        -1673.569    -1683.946       10.377   247.8
0.2870        -1673.541    -1683.883       10.341   246.9
0.2880        -1673.476    -1683.838       10.363   247.4
0.2890        -1673.390    -1683.915       10.525   251.3
0.2900        -1673.341    -1684.127       10.786   257.5
0.2910        -1673.447    -1684.122       10.675   254.9
0.2920        -1673.353    -1683.944       10.591   252.9
0.2930        -1673.333    -1683.867       10.533   251.5
0.2940        -1673.434    -1683.848       10.414   248.7
0.2950        -1673.507    -1683.856       10.349   247.1
0.2960        -1673.459    -1683.797       10.338   246.8
0.2970        -1673.438    -1683.577       10.139   242.1
0.2980        -1673.455    -1683.397        9.942   237.4
0.2990        -1673.479    -1683.362        9.883   236.0
0.3000        -1673.473    -1683.335        9.862   235.5
0.3010        -1673.438    -1683.270        9.832   234.8
0.3020        -1673.425    -1683.225        9.800   234.0
0.3030        -1673.416    -1683.304        9.888   236.1
0.3040        -1673.425    -1683.634       10.210   243.8
0.3050        -1673.461    -1683.833       10.372   247.7
0.3060        -1673.418    -1683.552       10.134   242.0
0.3070        -1673.444    -1683.371        9.928   237.1
0.3080        -1673.508    -1683.768       10.261   245.0
0.3090        -1673.523    -1684.235       10.712   255.8
0.3100        -1673.532    -1684.261       10.729   256.2
0.3110        -1673.510    -1683.896       10.386   248.0
0.3120        -1673.387    -1683.580       10.192   243.4
0.3130        -1673.382    -1683.813       10.432   249.1
0.3140        -1673.372    -1684.409       11.037   263.5
0.3150        -1673.379    -1684.443       11.064   264.2
0.3160        -1673.290    -1683.829       10.540   251.7
0.3170        -1673.189    -1683.380       10.191   243.3
0.3180        -1673.209    -1683.556       10.347   247.1
0.3190        -1673.241    -1683.955       10.714   255.8
0.3200        -1673.105    -1683.894       10.789   257.6
0.3210        -1673.064    -1683.267       10.203   243.6
0.3220        -1672.982    -1682.852        9.870   235.7
0.3230        -1673.041    -1683.154       10.113   241.5
0.3240        -1673.118    -1683.613       10.495   250.6
0.3250        -1673.039    -1683.631       10.592   252.9
0.3260        -1672.973    -1683.354       10.381   247.9
0.3270        -1672.921    -1683.177       10.256   244.9
0.3280        -1672.928    -1683.283       10.355   247.2
0.3290        -1672.974    -1683.558       10.584   252.7
0.3300        -1673.045    -1683.577       10.532   251.5
0.3310        -1672.982    -1683.229       10.247   244.7
0.3320        -1672.986    -1683.129       10.142   242.2
0.3330        -1673.051    -1683.399       10.348   247.1
0.3340        -1673.124    -1683.504       10.380   247.8
0.3350        -1673.132    -1683.292       10.160   242.6
0.3360        -1673.067    -1683.156       10.089   240.9
0.3370        -1673.071    -1683.306       10.235   244.4
0.3380        -1673.103    -1683.498       10.395   248.2
0.3390        -1673.177    -1683.392       10.216   243.9
0.3400        -1673.148    -1683.076        9.928   237.0
0.3410        -1673.112    -1682.913        9.802   234.0
0.3420        -1673.133    -1683.055        9.922   236.9
0.3430        -1673.172    -1683.344       10.172   242.9
0.3440        -1673.146    -1683.327       10.181   243.1
0.3450        -1673.057    -1683.044        9.988   238.5
0.3460        -1673.015    -1683.014        9.999   238.8
0.3470        -1673.018    -1683.339       10.320   246.4
0.3480        -1673.024    -1683.602       10.578   252.6
0.3490        -1673.038    -1683.554       10.517   251.1
0.3500        -1672.993    -1683.340       10.347   247.1
0.3510        -1672.940    -1683.302       10.362   247.4
0.3520        -1672.869    -1683.571       10.702   255.5
0.3530        -1672.851    -1683.725       10.875   259.7
0.3540        -1672.869    -1683.488       10.619   253.6
0.3550        -1672.891    -1683.254       10.364   247.5
0.3560        -1672.913    -1683.360       10.447   249.4
0.3570        -1672.941    -1683.610       10.669   254.8
0.3580        -1672.971    -1683.691       10.720   256.0
0.3590        -1672.888    -1683.497       10.609   253.3
0.3600        -1672.728    -1683.196       10.469   250.0
0.3610        -1672.740    -1683.300       10.561   252.2
0.3620        -1672.777    -1683.602       10.825   258.5
0.3630        -1672.782    -1683.527       10.745   256.6
0.3640        -1672.717    -1683.205       10.488   250.4
0.3650        -1672.767    -1683.188       10.420   248.8
0.3660        -1672.738    -1683.490       10.753   256.8
0.3670        -1672.724    -1683.703       10.979   262.2
0.3680        -1672.750    -1683.568       10.818   258.3
0.3690        -1672.733    -1683.106       10.373   247.7
0.3700        -1672.712    -1682.713       10.001   238.8
0.3710        -1672.664    -1682.833       10.169   242.8
0.3720        -1672.720    -1683.118       10.398   248.3
0.3730        -1672.655    -1682.978       10.323   246.5
0.3740        -1672.612    -1682.579        9.966   238.0
0.3750        -1672.519    -1682.512        9.993   238.6
0.3760        -1672.534    -1682.903       10.369   247.6
0.3770        -1672.529    -1683.265       10.736   256.4
0.3780        -1672.501    -1683.258       10.757   256.9
0.3790        -1672.528    -1683.076       10.547   251.8
0.3800        -1672.462    -1682.913       10.451   249.5
0.3810        -1672.403    -1682.911       10.508   250.9
0.3820        -1672.404    -1683.065       10.662   254.6
0.3830        -1672.353    -1683.048       10.695   255.4
0.3840        -1672.239    -1682.863       10.624   253.7
0.3850        -1672.286    -1682.940       10.654   254.4
0.3860        -1672.367    -1683.290       10.923   260.8
0.3870        -1672.318    -1683.468       11.150   266.2
0.3880        -1672.349    -1683.339       10.990   262.4
0.3890        -1672.327    -1683.132       10.805   258.0
0.3900        -1672.300    -1682.858       10.558   252.1
0.3910        -1672.262    -1682.751       10.490   250.5
0.3920        -1672.274    -1682.801       10.527   251.4
0.3930        -1672.305    -1682.745       10.440   249.3
0.3940        -1672.319    -1682.501       10.182   243.1
0.3950        -1672.270    -1682.364       10.094   241.0
0.3960        -1672.337    -1682.628       10.291   245.7
0.3970        -1672.310    -1682.991       10.681   255.0
0.3980        -1672.343    -1683.149       10.806   258.0
0.3990        -1672.373    -1683.128       10.755   256.8
0.4000        -1672.289    -1682.892       10.603   253.2
0.4010        -1672.215    -1682.695       10.480   250.2
0.4020        -1672.254    -1682.717       10.463   249.8
0.4030        -1672.204    -1682.824       10.620   253.6
0.4040        -1672.196    -1682.705       10.509   250.9
0.4050        -1672.133    -1682.580       10.446   249.4
0.4060        -1672.190    -1682.716       10.526   251.3
0.4070        -1672.191    -1683.042       10.851   259.1
0.4080        -1672.218    -1683.340       11.122   265.6
0.4090        -1672.225    -1683.313       11.089   264.8
0.4100        -1672.202    -1683.077       10.875   259.7
0.4110        -1672.216    -1683.035       10.820   258.4
0.4120        -1672.242    -1683.168       10.925   260.9
0.4130        -1672.246    -1683.287       11.041   263.6
0.4140        -1672.210    -1683.350       11.140   266.0
0.4150        -1672.229    -1683.275       11.046   263.8
0.4160        -1672.131    -1683.249       11.118   265.5
0.4170        -1672.121    -1683.573       11.452   273.4
0.4180        -1672.258    -1683.886       11.628   277.7
0.4190        -1672.275    -1683.941       11.666   278.6
0.4200        -1672.239    -1683.887       11.648   278.1
0.4210        -1672.200    -1683.754       11.554   275.9
0.4220        -1672.190    -1683.600       11.409   272.4
0.4230        -1672.193    -1683.527       11.333   270.6
0.4240        -1672.199    -1683.481       11.282   269.4
0.4250        -1672.185    -1683.540       11.355   271.1
0.4260        -1672.155    -1683.791       11.636   277.8
0.4270        -1672.185    -1684.030       11.845   282.8
0.4280        -1672.191    -1683.949       11.757   280.7
0.4290        -1672.182    -1683.871       11.689   279.1
0.4300        -1672.280    -1684.042       11.761   280.8
0.4310        -1672.410    -1684.137       11.728   280.0
0.4320        -1672.348    -1683.954       11.606   277.1
0.4330        -1672.284    -1683.602       11.318   270.3
0.4340        -1672.212    -1683.370       11.158   266.4
0.4350        -1672.194    -1683.513       11.319   270.3
0.4360        -1672.254    -1683.900       11.646   278.1
0.4370        -1672.261    -1684.030       11.770   281.0
0.4380        -1672.233    -1683.747       11.514   274.9
0.4390        -1672.150    -1683.501       11.351   271.0
0.4400        -1672.136    -1683.511       11.375   271.6
0.4410        -1672.201    -1683.572       11.371   271.5
0.4420        -1672.126    -1683.473       11.347   270.9
0.4430        -1672.128    -1683.230       11.102   265.1
0.4440        -1672.092    -1682.966       10.874   259.7
0.4450        -1672.060    -1682.980       10.920   260.7
0.4460        -1672.145    -1683.350       11.205   267.5
0.4470        -1672.158    -1683.660       11.501   274.6
0.4480        -1672.110    -1683.586       11.476   274.0
0.4490        -1672.096    -1683.312       11.216   267.8
0.4500        -1672.122    -1683.175       11.053   263.9
0.4510        -1672.207    -1683.268       11.060   264.1
0.4520        -1672.230    -1683.404       11.174   266.8
0.4530        -1672.190    -1683.378       11.188   267.1
0.4540        -1672.151    -1683.098       10.947   261.4
0.4550        -1672.180    -1683.029       10.848   259.0
0.4560        -1672.181    -1683.313       11.132   265.8
0.4570        -1672.149    -1683.560       11.411   272.5
0.4580        -1672.140    -1683.662       11.522   275.1
0.4590        -1672.165    -1683.653       11.488   274.3
0.4600        -1672.197    -1683.624       11.426   272.8
0.4610        -1672.092    -1683.621       11.530   275.3
0.4620        -1672.179    -1683.595       11.416   272.6
0.4630        -1672.201    -1683.412       11.211   267.7
0.4640        -1672.257    -1683.251       10.994   262.5
0.4650        -1672.268    -1683.502       11.234   268.2
0.4660        -1672.302    -1683.700       11.398   272.1
0.4670        -1672.266    -1683.443       11.177   266.9
0.4680        -1672.253    -1683.149       10.896   260.2
0.4690        -1672.297    -1683.288       10.991   262.4
0.4700        -1672.301    -1683.721       11.420   272.7
0.4710        -1672.288    -1683.871       11.582   276.6
0.4720        -1672.220    -1683.581       11.361   271.3
0.4730        -1672.120    -1683.265       11.145   266.1
0.4740        -1672.116    -1683.500       11.384   271.8
0.4750        -1672.224    -1684.118       11.894   284.0
0.4760        -1672.177    -1684.194       12.017   286.9
0.4770        -1672.066    -1683.718       11.652   278.2
0.4780        -1672.058    -1683.402       11.344   270.9
0.4790        -1672.010    -1683.729       11.719   279.8
0.4800        -1672.066    -1684.246       12.179   290.8
0.4810        -1672.069    -1684.188       12.119   289.4
0.4820        -1672.014    -1683.594       11.580   276.5
0.4830        -1672.021    -1683.314       11.293   269.6
0.4840        -1672.011    -1683.718       11.708   279.5
0.4850        -1672.067    -1684.154       12.087   288.6
0.4860        -1671.986    -1683.945       11.959   285.5
0.4870        -1671.869    -1683.436       11.567   276.2
0.4880        -1671.888    -1683.405       11.517   275.0
0.4890        -1671.899    -1683.906       12.007   286.7
0.4900        -1671.943    -1684.120       12.177   290.7
0.4910        -1671.939    -1683.585       11.646   278.1
0.4920        -1671.871    -1682.922       11.050   263.9
0.4930        -1671.869    -1682.975       11.105   265.2
0.4940        -1671.969    -1683.674       11.705   279.5
0.4950        -1671.933    -1683.891       11.958   285.5
0.4960        -1671.788    -1683.279       11.491   274.4
0.4970        -1671.703    -1682.863       11.160   266.5
0.4980        -1671.689    -1683.234       11.545   275.7
0.4990        -1671.648    -1683.743       12.095   288.8
0.5000        -1671.685    -1683.769       12.083   288.5
0.5010        -1671.655    -1683.243       11.588   276.7
0.5020        -1671.623    -1682.796       11.173   266.8
0.5030        -1671.595    -1683.074       11.479   274.1
0.5040        -1671.600    -1683.717       12.117   289.3
0.5050        -1671.661    -1683.752       12.091   288.7
0.5060        -1671.646    -1683.399       11.753   280.6
0.5070        -1671.604    -1683.480       11.876   283.6
0.5080        -1671.625    -1683.885       12.261   292.8
0.5090        -1671.613    -1684.105       12.492   298.3
0.5100        -1671.617    -1683.904       12.287   293.4
0.5110        -1671.585    -1683.561       11.976   286.0
0.5120        -1671.587    -1683.492       11.905   284.3
0.5130        -1671.701    -1683.630       11.929   284.8
0.5140        -1671.669    -1683.578       11.908   284.3
0.5150        -1671.689    -1683.350       11.660   278.4
0.5160        -1671.736    -1683.404       11.668   278.6
0.5170        -1671.713    -1683.649       11.936   285.0
0.5180        -1671.722    -1683.643       11.921   284.6
0.5190        -1671.700    -1683.417       11.717   279.8
0.5200        -1671.705    -1683.275       11.569   276.2
0.5210        -1671.783    -1683.406       11.622   277.5
0.5220        -1671.834    -1683.555       11.721   279.9
0.5230        -1671.900    -1683.512       11.611   277.3
0.5240        -1671.888    -1683.216       11.328   270.5
0.5250        -1671.876    -1683.030       11.155   266.3
0.5260        -1671.912    -1683.223       11.311   270.1
0.5270        -1671.924    -1683.380       11.455   273.5
0.5280        -1671.929    -1683.212       11.283   269.4
0.5290        -1671.953    -1683.002       11.049   263.8
0.5300        -1671.967    -1683.017       11.050   263.8
0.5310        -1671.958    -1683.131       11.174   266.8
0.5320        -1671.998    -1683.214       11.216   267.8
0.5330        -1671.919    -1683.300       11.381   271.8
0.5340        -1671.862    -1683.380       11.518   275.0
0.5350        -1671.833    -1683.594       11.761   280.8
0.5360        -1671.902    -1683.796       11.894   284.0
0.5370        -1671.805    -1683.719       11.914   284.5
0.5380        -1671.768    -1683.630       11.862   283.2
0.5390        -1671.769    -1683.644       11.876   283.6
0.5400        -1671.799    -1683.661       11.862   283.2
0.5410        -1671.744    -1683.640       11.896   284.0
0.5420        -1671.770    -1683.738       11.969   285.8
0.5430        -1671.735    -1683.850       12.115   289.3
0.5440        -1671.739    -1683.898       12.158   290.3
0.5450        -1671.773    -1683.853       12.080   288.4
0.5460        -1671.665    -1683.667       12.003   286.6
0.5470        -1671.780    -1683.615       11.835   282.6
0.5480        -1671.846    -1683.631       11.785   281.4
0.5490        -1671.937    -1683.504       11.568   276.2
0.5500        -1671.980    -1683.233       11.253   268.7
0.5510        -1671.894    -1683.027       11.133   265.8
0.5520        -1671.961    -1683.103       11.141   266.0
0.5530        -1671.966    -1683.436       11.470   273.9
0.5540        -1671.974    -1683.750       11.776   281.2
0.5550        -1671.970    -1683.690       11.720   279.8
0.5560        -1671.938    -1683.477       11.539   275.5
0.5570        -1671.857    -1683.665       11.808   282.0
