epoch,step,test0_epoch/forces_mae,test0_epoch/forces_maxabserr,test0_epoch/forces_rmse,test0_epoch/per_atom_energy_mae,test0_epoch/per_atom_energy_maxabserr,test0_epoch/per_atom_energy_rmse,test0_epoch/total_energy_mae,test0_epoch/total_energy_maxabserr,test0_epoch/total_energy_rmse,test0_epoch/weighted_sum,tf32_enabled,train_loss_epoch/forces_mse,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/forces_mse,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,val0_epoch/forces_mae,val0_epoch/forces_maxabserr,val0_epoch/forces_rmse,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
0,9,,,,,,,,,,,,,,,86.70901052126128,17.61696389666687,52.162987208964076,,,,,,,,,,
0,19,,,,,,,,,,,,,,,76.98040086972676,15.928262102243561,46.454331485985165,,,,,,,,,,
0,29,,,,,,,,,,,,,,,58.33403164981235,14.495857570693648,36.414944610253,,,,,,,,,,
0,39,,,,,,,,,,,,,,,40.50269568397032,11.142783572904978,25.822739628437652,,,,,,,,,,
0,49,,,,,,,,,,,,,,,13.252988764662689,7.048797631712111,10.1508931981874,,,,,,,,,,
0,59,,,,,,,,,,,,,,,3.6693271053796566,2.704603067740404,3.18696508656003,,,,,,,,,,
0,69,,,,,,,,,,,,,,,4.753401328879707,0.07862698922218081,2.4160141590509436,,,,,,,,,,
0,79,,,,,,,,,,,,,,,2.292040338444082,0.09784990379467841,1.1949451211193802,,,,,,,,,,
0,89,,,,,,,,,,,,,,,2.054824186635107,0.06757225072305233,1.0611982186790796,,,,,,,,,,
0,99,,,,,,,,,,,,,,,1.4571891782871027,0.08813519639738125,0.772662187342242,,,,,,,,,,
0,109,,,,,,,,,,,,,,,1.299240016355674,0.03873045045874903,0.6689852334072116,,,,,,,,,,
0,119,,,,,,,,,,,,,,,1.1635626984733383,0.041608506117482555,0.6025856022954104,,,,,,,,,,
0,129,,,,,,,,,,,,,,,1.026603065217311,0.03241173725480002,0.5295074012360556,,,,,,,,,,
0,139,,,,,,,,,,,,,,,0.9163355204109497,0.03899362638604559,0.47766457339849766,,,,,,,,,,
0,149,,,,,,,,,,,,,,,0.8473150988259107,0.0013150575620552037,0.42431507819398295,,,,,,,,,,
0,159,,,,,,,,,,,,,,,0.7830965358535047,0.05641490096768901,0.41975571841059683,,,,,,,,,,
0,169,,,,,,,,,,,,,,,0.7241792689444927,0.0030232570411143954,0.36360126299280354,,,,,,,,,,
0,179,,,,,,,,,,,,,,,0.7434481652163563,0.06533035339731526,0.4043892593068358,,,,,,,,,,
0,189,,,,,,,,,,,,,,,0.6260794989549726,0.017088097434368975,0.3215837981946708,,,,,,,,,,
0,199,,,,,,,,,,,,,,,0.6293143432282502,0.015699767817241854,0.322507055522746,,,,,,,,,,
0,209,,,,,,,,,,,,,,,0.6219485647029067,0.033052709386023865,0.3275006370444653,,,,,,,,,,
0,219,,,,,,,,,,,,,,,0.5538709833816325,0.023390158638327916,0.28863057100998024,,,,,,,,,,
0,229,,,,,,,,,,,,,,,0.5748261791913799,0.04959429091840259,0.31221023505489126,,,,,,,,,,
0,239,,,,,,,,,,,,,,,0.5162767834056742,0.0006349211887898026,0.258455852297232,,,,,,,,,,
0,249,,,,,,,,,,,,,,,0.4762884738158445,0.000961542256503181,0.23862500803617384,,,,,,,,,,
0,259,,,,,,,,,,,,,,,0.45850434361850645,0.0023168012185482527,0.23041057241852736,,,,,,,,,,
0,269,,,,,,,,,,,,,,,0.4743968328230083,0.019400556431580267,0.2468986946272943,,,,,,,,,,
0,279,,,,,,,,,,,,,,,0.4609034586555307,0.015577754771125985,0.23824060671332833,,,,,,,,,,
0,289,,,,,,,,,,,,,,,0.4460075458749218,0.011961525085598081,0.22898453548025993,,,,,,,,,,
0,291,,,,,,,,,,,,,,,,,,0.5393788856335886,4.097195254517425,0.6924703756291524,0.09480359219341504,0.23494427202102486,0.12082573382055503,30.71636387066647,76.12194413481211,39.14753775785984,19.920004066744493
0,291,,,,,,,,,,,1.0,11.820857335459628,2.6617159349755606,7.241286635217595,,,,,,,,,,,,,
1,299,,,,,,,,,,,,,,,0.4161614143284337,0.006664398213580409,0.21141290627100703,,,,,,,,,,
1,309,,,,,,,,,,,,,,,0.3866153627801574,0.0061729302161488185,0.19639414649815312,,,,,,,,,,
1,319,,,,,,,,,,,,,,,0.410578742838956,0.014403725270790427,0.21249123405487322,,,,,,,,,,
1,329,,,,,,,,,,,,,,,0.40451264065377207,0.01029055321362791,0.2074015969337,,,,,,,,,,
1,339,,,,,,,,,,,,,,,0.3525031241582473,0.005557707553300614,0.17903041585577395,,,,,,,,,,
1,349,,,,,,,,,,,,,,,0.31640410199494995,0.0010539522398020384,0.158729027117376,,,,,,,,,,
1,359,,,,,,,,,,,,,,,0.3372705734825161,0.0032072350826894743,0.1702389042826028,,,,,,,,,,
1,369,,,,,,,,,,,,,,,0.3030589148913894,0.0007435107521746615,0.15190121282178204,,,,,,,,,,
1,379,,,,,,,,,,,,,,,0.32257776278767086,0.008740123524425625,0.16565894315604823,,,,,,,,,,
1,389,,,,,,,,,,,,,,,0.286729218806961,0.002734338925010721,0.14473177886598587,,,,,,,,,,
1,399,,,,,,,,,,,,,,,0.2487574815076668,1.0387462996064848e-05,0.12438393448533143,,,,,,,,,,
1,409,,,,,,,,,,,,,,,0.27243551959950313,0.006639706099873234,0.1395376128496882,,,,,,,,,,
1,419,,,,,,,,,,,,,,,0.22393120232451005,0.000524447300092033,0.11222782481230105,,,,,,,,,,
1,429,,,,,,,,,,,,,,,0.22141927191802274,0.002003414378093669,0.11171134314805821,,,,,,,,,,
1,439,,,,,,,,,,,,,,,0.2267446350456963,0.004504601641644708,0.11562461834367051,,,,,,,,,,
1,449,,,,,,,,,,,,,,,0.20737952957772893,0.0011884494962359571,0.10428398953698244,,,,,,,,,,
1,459,,,,,,,,,,,,,,,0.20014686845778004,0.0014233234243486346,0.10078509594106434,,,,,,,,,,
1,469,,,,,,,,,,,,,,,0.2147956858982131,0.0026675984797796815,0.10873164218899639,,,,,,,,,,
1,479,,,,,,,,,,,,,,,0.20886235553591026,0.002415082060087278,0.10563871879799877,,,,,,,,,,
1,489,,,,,,,,,,,,,,,0.19789452024721843,0.0013943394555344015,0.09964442985137642,,,,,,,,,,
1,499,,,,,,,,,,,,,,,0.19905703370998823,0.0020710445712900415,0.10056403914063913,,,,,,,,,,
1,509,,,,,,,,,,,,,,,0.170600359236433,0.0007971953616409709,0.08569877729903698,,,,,,,,,,
1,519,,,,,,,,,,,,,,,0.18705001984979625,0.0013799758570377752,0.09421499785341701,,,,,,,,,,
1,529,,,,,,,,,,,,,,,0.19235590318475113,0.0021002241784131965,0.09722806368158216,,,,,,,,,,
1,539,,,,,,,,,,,,,,,0.1569822026333189,0.0008427897712963068,0.07891249620230761,,,,,,,,,,
1,549,,,,,,,,,,,,,,,0.14541426780823055,0.0003124630902910979,0.07286336544926082,,,,,,,,,,
1,559,,,,,,,,,,,,,,,0.1857416921561879,0.0008424891844747027,0.09329209067033131,,,,,,,,,,
1,569,,,,,,,,,,,,,,,0.16448841879295467,0.0005581253400765531,0.08252327206651561,,,,,,,,,,
1,579,,,,,,,,,,,,,,,0.1469061770760472,0.0002996586990535776,0.07360291788755038,,,,,,,,,,
1,583,,,,,,,,,,,,,,,,,,0.3182078613339676,2.445862791310617,0.40829909479718873,0.018550480154904982,0.057014867266785174,0.02649386383005109,6.010355570189217,18.47281699443829,8.584011880936563,4.496155487866876
1,583,,,,,,,,,,,,0.2514754213764709,0.003615388435539978,0.12754540490600544,,,,,,,,,,,,,
2,589,,,,,,,,,,,,,,,0.13514614986677254,0.00010019083485026637,0.0676231703508114,,,,,,,,,,
2,599,,,,,,,,,,,,,,,0.14252172638826768,0.00036120125249165726,0.07144146382037966,,,,,,,,,,
2,609,,,,,,,,,,,,,,,0.13069987412077588,0.00020589315738419006,0.06545288363908004,,,,,,,,,,
2,619,,,,,,,,,,,,,,,0.1332075579420292,0.0001386696318597444,0.06667311378694447,,,,,,,,,,
2,629,,,,,,,,,,,,,,,0.14914448038761263,0.0004020359819701478,0.07477325818479139,,,,,,,,,,
2,639,,,,,,,,,,,,,,,0.11480137010579028,8.773849180159762e-05,0.05744455429879594,,,,,,,,,,
2,649,,,,,,,,,,,,,,,0.11921708804325254,3.724701129987632e-05,0.05962716752727621,,,,,,,,,,
2,659,,,,,,,,,,,,,,,0.12989209736037827,2.4433536730723846e-05,0.0649582654485545,,,,,,,,,,
2,669,,,,,,,,,,,,,,,0.12105632262040478,0.0003730420126376809,0.06071468231652123,,,,,,,,,,
2,679,,,,,,,,,,,,,,,0.10811409885495728,0.00013550514829524865,0.05412480200162626,,,,,,,,,,
2,689,,,,,,,,,,,,,,,0.10874344871159702,4.6822161876201205e-05,0.05439513543673661,,,,,,,,,,
2,699,,,,,,,,,,,,,,,0.08908120510158282,8.228535787064328e-05,0.04458174522972673,,,,,,,,,,
2,709,,,,,,,,,,,,,,,0.1083925772084694,0.00021004812691308186,0.05430131266769124,,,,,,,,,,
2,719,,,,,,,,,,,,,,,0.08736670197264565,9.787386268785891e-05,0.04373228791766676,,,,,,,,,,
2,729,,,,,,,,,,,,,,,0.10489798277399776,5.7694794550482815e-05,0.05247783878427412,,,,,,,,,,
2,739,,,,,,,,,,,,,,,0.104214333995353,0.00015627966032780247,0.0521853068278404,,,,,,,,,,
2,749,,,,,,,,,,,,,,,0.08975487106717725,0.00022970681609693058,0.04499228894163709,,,,,,,,,,
2,759,,,,,,,,,,,,,,,0.10457620324328201,0.00019152491773605178,0.05238386408050903,,,,,,,,,,
2,769,,,,,,,,,,,,,,,0.11709610139717679,4.6246891811407875e-05,0.058571174144494094,,,,,,,,,,
2,779,,,,,,,,,,,,,,,0.08868545805977655,0.00024127622793480006,0.044463367143855674,,,,,,,,,,
2,789,,,,,,,,,,,,,,,0.10418750514506159,0.0001741110938243584,0.05218080811944297,,,,,,,,,,
2,799,,,,,,,,,,,,,,,0.07069200959969106,0.00029127192086859,0.03549164076027982,,,,,,,,,,
2,809,,,,,,,,,,,,,,,0.08556518580014481,0.0002748469717429926,0.0429200163859439,,,,,,,,,,
2,819,,,,,,,,,,,,,,,0.08676175675889579,0.00024228999427382397,0.043502023376584806,,,,,,,,,,
2,829,,,,,,,,,,,,,,,0.08407155344081164,0.0003950384556338885,0.04223329594822277,,,,,,,,,,
2,839,,,,,,,,,,,,,,,0.09542029064712587,0.00038394351439520854,0.04790211708076054,,,,,,,,,,
