epoch,step,tf32_enabled,train_loss_epoch/forces_mse,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/forces_mse,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,val0_epoch/forces_mae,val0_epoch/forces_maxabserr,val0_epoch/forces_rmse,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
0,9,,,,,62.06277299627131,15.175649084969665,38.61921104062049,,,,,,,,,,
0,19,,,,,18.6645785068803,10.243839446869634,14.454208976874966,,,,,,,,,,
0,29,,,,,5.416624396511514,5.105543396283819,5.2610838963976665,,,,,,,,,,
0,39,,,,,1.55050178257134,1.3780367518479069,1.4642692672096236,,,,,,,,,,
0,49,,,,,0.967556163248417,0.08266987972095598,0.5251130214846865,,,,,,,,,,
0,59,,,,,1.210048121902988,0.004502860193135219,0.6072754910480616,,,,,,,,,,
0,69,,,,,0.8233501198078849,0.015351845940688875,0.41935098287428685,,,,,,,,,,
0,79,,,,,0.7844664819055943,0.015936079730698813,0.40020128081814654,,,,,,,,,,
0,89,,,,,0.5766761142966026,0.016823800752044427,0.29674995752432354,,,,,,,,,,
0,99,,,,,0.561997727473559,0.01503067641177609,0.2885142019426676,,,,,,,,,,
0,109,,,,,0.4637668921484456,0.01144145965536235,0.23760417590190397,,,,,,,,,,
0,119,,,,,0.4743725751096624,0.019490564162457896,0.24693156963606017,,,,,,,,,,
0,129,,,,,0.3910160868506178,0.010233356577932496,0.20062472171427514,,,,,,,,,,
0,139,,,,,0.3702910883800565,0.008275595945697892,0.18928334216287718,,,,,,,,,,
0,149,,,,,0.3421662257699779,0.009300110984245494,0.1757331683771117,,,,,,,,,,
0,159,,,,,0.27679067673789126,0.001780477328522012,0.13928557703320663,,,,,,,,,,
0,169,,,,,0.32099272869421036,0.01508926099852757,0.16804099484636897,,,,,,,,,,
0,179,,,,,0.24662942733356763,0.0012363614418903265,0.12393289438772898,,,,,,,,,,
0,189,,,,,0.272588349155511,0.007621621475807989,0.14010498531565949,,,,,,,,,,
0,199,,,,,0.2238883812558382,0.0004915726339101746,0.11218997694487419,,,,,,,,,,
0,209,,,,,0.2399115129511367,0.006660725294015431,0.12328611912257606,,,,,,,,,,
0,219,,,,,0.26088679338128923,0.01120548086047969,0.13604613712088445,,,,,,,,,,
0,229,,,,,0.3163686212342291,0.009497166106969027,0.16293289367059907,,,,,,,,,,
0,239,,,,,0.22576671477956436,0.005198414053405328,0.11548256441648484,,,,,,,,,,
0,249,,,,,0.21067191788340384,0.006089283785852813,0.10838060083462832,,,,,,,,,,
0,259,,,,,0.16457968472772352,0.00018128014947287543,0.0823804824385982,,,,,,,,,,
0,269,,,,,0.1685237499736785,9.496630695844389e-05,0.08430935814031847,,,,,,,,,,
0,279,,,,,0.20722083355411014,0.00378282880323199,0.10550183117867107,,,,,,,,,,
