Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1703.920    -1703.920        0.000     0.0
0.0010        -1704.013    -1705.287        1.274    30.4
0.0020        -1704.145    -1707.472        3.327    79.5
0.0030        -1704.085    -1707.783        3.697    88.3
0.0040        -1703.859    -1706.654        2.795    66.7
0.0050        -1703.795    -1707.047        3.252    77.7
0.0060        -1703.944    -1709.101        5.156   123.1
0.0070        -1703.875    -1709.839        5.964   142.4
0.0080        -1703.717    -1708.454        4.737   113.1
0.0090        -1703.525    -1707.196        3.670    87.6
0.0100        -1703.572    -1708.018        4.446   106.2
0.0110        -1703.699    -1709.704        6.005   143.4
0.0120        -1703.671    -1710.116        6.445   153.9
0.0130        -1703.542    -1709.319        5.777   137.9
0.0140        -1703.451    -1709.306        5.856   139.8
0.0150        -1703.590    -1710.470        6.880   164.3
0.0160        -1703.613    -1710.896        7.284   173.9
0.0170        -1703.477    -1709.748        6.271   149.7
0.0180        -1703.329    -1708.353        5.024   120.0
0.0190        -1703.295    -1708.093        4.798   114.6
0.0200        -1703.375    -1708.652        5.278   126.0
0.0210        -1703.352    -1708.908        5.556   132.7
0.0220        -1703.264    -1708.642        5.378   128.4
0.0230        -1703.230    -1708.734        5.504   131.4
0.0240        -1703.306    -1709.580        6.274   149.8
0.0250        -1703.316    -1710.252        6.937   165.6
0.0260        -1703.260    -1710.002        6.741   161.0
0.0270        -1703.226    -1709.326        6.100   145.6
0.0280        -1703.165    -1708.943        5.778   138.0
0.0290        -1703.182    -1708.988        5.806   138.6
0.0300        -1703.171    -1709.062        5.891   140.7
0.0310        -1703.175    -1709.013        5.838   139.4
0.0320        -1703.071    -1709.067        5.996   143.2
0.0330        -1703.012    -1709.524        6.512   155.5
0.0340        -1703.135    -1710.169        7.034   168.0
0.0350        -1703.082    -1710.483        7.401   176.7
0.0360        -1703.029    -1710.302        7.272   173.6
0.0370        -1703.009    -1709.886        6.877   164.2
0.0380        -1703.031    -1709.575        6.544   156.3
0.0390        -1703.048    -1709.508        6.460   154.3
0.0400        -1703.030    -1709.576        6.547   156.3
0.0410        -1703.024    -1709.652        6.628   158.3
0.0420        -1702.983    -1709.725        6.741   161.0
0.0430        -1702.977    -1710.074        7.098   169.5
0.0440        -1702.953    -1710.752        7.798   186.2
0.0450        -1702.881    -1711.133        8.252   197.0
0.0460        -1702.776    -1710.827        8.050   192.2
0.0470        -1702.678    -1710.319        7.641   182.4
0.0480        -1702.669    -1710.075        7.406   176.8
0.0490        -1702.645    -1709.963        7.319   174.7
0.0500        -1702.620    -1709.745        7.125   170.1
0.0510        -1702.556    -1709.482        6.926   165.4
0.0520        -1702.552    -1709.578        7.026   167.8
0.0530        -1702.601    -1710.064        7.463   178.2
0.0540        -1702.610    -1710.476        7.866   187.8
0.0550        -1702.540    -1710.469        7.929   189.3
0.0560        -1702.428    -1710.249        7.821   186.8
0.0570        -1702.471    -1710.148        7.677   183.3
0.0580        -1702.490    -1710.080        7.591   181.2
0.0590        -1702.455    -1709.853        7.398   176.7
0.0600        -1702.403    -1709.512        7.108   169.7
0.0610        -1702.369    -1709.472        7.103   169.6
0.0620        -1702.317    -1709.803        7.486   178.7
0.0630        -1702.280    -1710.204        7.924   189.2
0.0640        -1702.228    -1710.522        8.293   198.0
0.0650        -1702.200    -1710.656        8.456   201.9
0.0660        -1702.153    -1710.539        8.386   200.2
0.0670        -1702.156    -1710.390        8.234   196.6
0.0680        -1702.174    -1710.269        8.095   193.3
0.0690        -1702.150    -1710.064        7.914   189.0
0.0700        -1702.083    -1709.771        7.688   183.6
0.0710        -1701.991    -1709.544        7.553   180.4
0.0720        -1701.967    -1709.661        7.694   183.7
0.0730        -1701.958    -1710.045        8.087   193.1
0.0740        -1701.941    -1710.421        8.480   202.5
0.0750        -1701.889    -1710.545        8.656   206.7
0.0760        -1701.841    -1710.413        8.572   204.7
0.0770        -1701.788    -1710.419        8.631   206.1
0.0780        -1701.889    -1710.638        8.749   208.9
0.0790        -1701.883    -1710.577        8.694   207.6
0.0800        -1701.818    -1710.133        8.314   198.5
0.0810        -1701.742    -1709.937        8.195   195.7
0.0820        -1701.756    -1710.264        8.508   203.1
0.0830        -1701.838    -1710.703        8.865   211.7
0.0840        -1701.873    -1710.818        8.945   213.6
0.0850        -1701.862    -1710.598        8.736   208.6
0.0860        -1701.832    -1710.451        8.619   205.8
0.0870        -1701.879    -1710.598        8.719   208.2
0.0880        -1701.877    -1710.456        8.579   204.9
0.0890        -1701.865    -1709.875        8.009   191.2
0.0900        -1701.834    -1709.480        7.646   182.6
0.0910        -1701.760    -1709.581        7.821   186.8
0.0920        -1701.759    -1709.843        8.083   193.0
0.0930        -1701.724    -1709.960        8.236   196.7
0.0940        -1701.673    -1709.962        8.289   197.9
0.0950        -1701.696    -1710.155        8.460   202.0
0.0960        -1701.732    -1710.575        8.843   211.2
0.0970        -1701.752    -1710.745        8.993   214.7
0.0980        -1701.735    -1710.453        8.718   208.2
0.0990        -1701.702    -1710.247        8.545   204.0
0.1000        -1701.705    -1710.374        8.670   207.0
0.1010        -1701.676    -1710.504        8.829   210.8
0.1020        -1701.598    -1710.430        8.832   210.9
0.1030        -1701.621    -1710.334        8.713   208.0
0.1040        -1701.562    -1710.493        8.930   213.2
0.1050        -1701.609    -1710.685        9.077   216.7
0.1060        -1701.605    -1710.571        8.967   214.1
0.1070        -1701.542    -1710.233        8.691   207.5
0.1080        -1701.537    -1710.037        8.500   203.0
0.1090        -1701.508    -1710.034        8.526   203.6
0.1100        -1701.493    -1710.048        8.555   204.3
0.1110        -1701.413    -1710.031        8.618   205.8
0.1120        -1701.400    -1710.069        8.669   207.0
0.1130        -1701.405    -1710.180        8.775   209.5
0.1140        -1701.427    -1710.316        8.889   212.3
0.1150        -1701.475    -1710.405        8.930   213.2
0.1160        -1701.418    -1710.436        9.018   215.3
0.1170        -1701.459    -1710.514        9.055   216.2
0.1180        -1701.406    -1710.410        9.005   215.0
0.1190        -1701.307    -1710.097        8.790   209.9
0.1200        -1701.305    -1710.012        8.707   207.9
0.1210        -1701.372    -1710.292        8.920   213.0
0.1220        -1701.411    -1710.437        9.026   215.5
0.1230        -1701.339    -1710.207        8.867   211.7
0.1240        -1701.302    -1710.014        8.713   208.0
0.1250        -1701.331    -1710.104        8.773   209.5
0.1260        -1701.338    -1710.236        8.898   212.5
0.1270        -1701.376    -1710.115        8.739   208.7
0.1280        -1701.402    -1709.782        8.379   200.1
0.1290        -1701.360    -1709.726        8.367   199.8
0.1300        -1701.386    -1710.150        8.764   209.3
0.1310        -1701.353    -1710.374        9.021   215.4
0.1320        -1701.258    -1710.130        8.873   211.9
0.1330        -1701.155    -1710.015        8.860   211.6
0.1340        -1701.165    -1710.310        9.145   218.4
0.1350        -1701.146    -1710.499        9.353   223.3
0.1360        -1701.160    -1710.310        9.150   218.5
0.1370        -1701.051    -1710.043        8.993   214.7
0.1380        -1701.032    -1710.165        9.133   218.1
0.1390        -1701.052    -1710.490        9.438   225.4
0.1400        -1701.074    -1710.526        9.453   225.7
0.1410        -1701.002    -1710.254        9.252   220.9
0.1420        -1700.878    -1710.149        9.272   221.4
0.1430        -1700.931    -1710.286        9.354   223.4
0.1440        -1700.924    -1710.243        9.319   222.5
0.1450        -1700.901    -1709.944        9.043   215.9
0.1460        -1700.845    -1709.717        8.872   211.8
0.1470        -1700.858    -1709.727        8.870   211.8
0.1480        -1700.830    -1709.832        9.002   214.9
0.1490        -1700.842    -1709.915        9.073   216.6
0.1500        -1700.837    -1709.982        9.144   218.3
0.1510        -1700.810    -1710.170        9.360   223.5
0.1520        -1700.788    -1710.369        9.581   228.8
0.1530        -1700.705    -1710.305        9.599   229.2
0.1540        -1700.688    -1710.162        9.475   226.2
0.1550        -1700.637    -1710.201        9.564   228.4
0.1560        -1700.660    -1710.297        9.636   230.1
0.1570        -1700.666    -1710.219        9.553   228.1
0.1580        -1700.590    -1709.975        9.385   224.1
0.1590        -1700.576    -1709.894        9.318   222.5
0.1600        -1700.544    -1710.136        9.593   229.1
0.1610        -1700.605    -1710.304        9.699   231.6
0.1620        -1700.633    -1710.077        9.444   225.5
0.1630        -1700.480    -1709.750        9.270   221.4
0.1640        -1700.489    -1709.712        9.223   220.2
0.1650        -1700.449    -1709.852        9.403   224.5
0.1660        -1700.439    -1709.800        9.361   223.5
0.1670        -1700.390    -1709.540        9.150   218.5
0.1680        -1700.425    -1709.398        8.973   214.3
0.1690        -1700.459    -1709.590        9.131   218.0
0.1700        -1700.363    -1709.806        9.444   225.5
0.1710        -1700.299    -1709.860        9.561   228.3
0.1720        -1700.249    -1709.802        9.552   228.1
0.1730        -1700.315    -1709.682        9.367   223.7
0.1740        -1700.335    -1709.673        9.338   223.0
0.1750        -1700.306    -1709.635        9.329   222.7
0.1760        -1700.334    -1709.401        9.067   216.5
0.1770        -1700.265    -1709.168        8.903   212.6
0.1780        -1700.124    -1709.141        9.016   215.3
0.1790        -1700.116    -1709.231        9.115   217.6
0.1800        -1700.083    -1709.267        9.184   219.3
0.1810        -1699.974    -1709.201        9.227   220.3
0.1820        -1699.970    -1709.160        9.190   219.4
0.1830        -1699.969    -1709.241        9.273   221.4
0.1840        -1699.936    -1709.326        9.390   224.2
0.1850        -1699.942    -1709.232        9.290   221.8
0.1860        -1699.870    -1709.027        9.157   218.6
0.1870        -1699.919    -1708.955        9.036   215.8
0.1880        -1699.926    -1709.128        9.202   219.7
0.1890        -1699.913    -1709.258        9.345   223.1
0.1900        -1699.897    -1709.002        9.105   217.4
0.1910        -1699.869    -1708.754        8.885   212.1
0.1920        -1699.922    -1709.059        9.137   218.2
0.1930        -1699.899    -1709.520        9.621   229.7
0.1940        -1699.856    -1709.516        9.660   230.6
0.1950        -1699.756    -1709.050        9.294   221.9
0.1960        -1699.738    -1708.804        9.067   216.5
0.1970        -1699.763    -1709.146        9.383   224.0
0.1980        -1699.792    -1709.471        9.680   231.1
0.1990        -1699.689    -1709.101        9.412   224.7
0.2000        -1699.641    -1708.581        8.940   213.5
0.2010        -1699.625    -1708.730        9.105   217.4
0.2020        -1699.672    -1709.267        9.595   229.1
0.2030        -1699.553    -1709.513        9.959   237.8
0.2040        -1699.633    -1709.267        9.634   230.0
0.2050        -1699.585    -1708.984        9.399   224.4
0.2060        -1699.586    -1709.223        9.637   230.1
0.2070        -1699.691    -1709.612        9.921   236.9
0.2080        -1699.647    -1709.472        9.825   234.6
0.2090        -1699.540    -1708.992        9.452   225.7
0.2100        -1699.477    -1708.909        9.432   225.2
0.2110        -1699.472    -1709.278        9.806   234.2
0.2120        -1699.481    -1709.441        9.960   237.8
0.2130        -1699.475    -1709.137        9.663   230.7
0.2140        -1699.435    -1708.901        9.466   226.0
0.2150        -1699.410    -1709.126        9.717   232.0
0.2160        -1699.460    -1709.480       10.020   239.2
0.2170        -1699.443    -1709.386        9.943   237.4
0.2180        -1699.423    -1708.918        9.495   226.7
0.2190        -1699.462    -1708.793        9.332   222.8
0.2200        -1699.519    -1709.184        9.666   230.8
0.2210        -1699.565    -1709.464        9.899   236.4
0.2220        -1699.513    -1709.235        9.721   232.1
0.2230        -1699.505    -1709.002        9.497   226.8
0.2240        -1699.493    -1709.183        9.690   231.4
0.2250        -1699.526    -1709.448        9.923   236.9
0.2260        -1699.492    -1709.546       10.054   240.1
0.2270        -1699.387    -1709.267        9.881   235.9
0.2280        -1699.352    -1708.908        9.556   228.2
0.2290        -1699.393    -1708.957        9.564   228.4
0.2300        -1699.463    -1709.087        9.625   229.8
0.2310        -1699.372    -1708.915        9.543   227.9
0.2320        -1699.322    -1708.852        9.530   227.6
0.2330        -1699.463    -1709.087        9.624   229.8
0.2340        -1699.431    -1709.220        9.788   233.7
0.2350        -1699.462    -1709.323        9.861   235.4
0.2360        -1699.512    -1709.515       10.003   238.8
0.2370        -1699.581    -1709.557        9.976   238.2
0.2380        -1699.596    -1709.430        9.834   234.8
0.2390        -1699.600    -1709.265        9.665   230.8
0.2400        -1699.547    -1709.143        9.596   229.1
0.2410        -1699.550    -1709.226        9.677   231.1
0.2420        -1699.555    -1709.287        9.732   232.4
0.2430        -1699.482    -1709.126        9.645   230.3
0.2440        -1699.506    -1709.017        9.511   227.1
0.2450        -1699.486    -1709.142        9.656   230.6
0.2460        -1699.577    -1709.254        9.677   231.1
0.2470        -1699.550    -1709.163        9.612   229.5
0.2480        -1699.500    -1708.852        9.352   223.3
0.2490        -1699.525    -1708.585        9.060   216.3
0.2500        -1699.602    -1708.695        9.093   217.1
0.2510        -1699.661    -1708.858        9.197   219.6
0.2520        -1699.576    -1708.664        9.088   217.0
0.2530        -1699.527    -1708.526        8.999   214.9
0.2540        -1699.592    -1708.804        9.212   220.0
0.2550        -1699.590    -1709.256        9.666   230.8
0.2560        -1699.534    -1709.425        9.891   236.2
0.2570        -1699.457    -1709.205        9.748   232.8
0.2580        -1699.482    -1709.037        9.555   228.1
0.2590        -1699.491    -1709.190        9.699   231.6
0.2600        -1699.450    -1709.286        9.835   234.8
0.2610        -1699.328    -1708.936        9.609   229.4
0.2620        -1699.223    -1708.537        9.314   222.4
0.2630        -1699.228    -1708.675        9.447   225.6
0.2640        -1699.175    -1709.081        9.906   236.5
0.2650        -1699.165    -1709.121        9.956   237.7
0.2660        -1699.176    -1708.832        9.656   230.6
0.2670        -1699.099    -1708.652        9.553   228.1
0.2680        -1698.995    -1708.745        9.749   232.8
0.2690        -1698.934    -1708.798        9.864   235.5
0.2700        -1698.949    -1708.509        9.560   228.3
0.2710        -1698.872    -1708.089        9.217   220.1
0.2720        -1698.845    -1708.057        9.212   220.0
0.2730        -1698.907    -1708.409        9.502   226.9
0.2740        -1698.875    -1708.700        9.825   234.6
0.2750        -1698.861    -1708.712        9.852   235.2
0.2760        -1698.819    -1708.638        9.819   234.5
0.2770        -1698.829    -1708.774        9.945   237.5
0.2780        -1698.849    -1708.982       10.133   242.0
0.2790        -1698.795    -1708.975       10.180   243.1
0.2800        -1698.783    -1708.739        9.956   237.7
0.2810        -1698.697    -1708.486        9.789   233.7
0.2820        -1698.774    -1708.492        9.718   232.0
0.2830        -1698.728    -1708.708        9.979   238.3
0.2840        -1698.673    -1708.779       10.107   241.3
0.2850        -1698.727    -1708.638        9.911   236.7
0.2860        -1698.690    -1708.626        9.936   237.2
0.2870        -1698.722    -1708.747       10.025   239.4
0.2880        -1698.720    -1708.746       10.026   239.4
0.2890        -1698.656    -1708.618        9.961   237.9
0.2900        -1698.624    -1708.379        9.755   232.9
0.2910        -1698.561    -1708.236        9.675   231.0
0.2920        -1698.590    -1708.394        9.804   234.1
0.2930        -1698.565    -1708.443        9.878   235.9
0.2940        -1698.537    -1708.169        9.632   230.0
0.2950        -1698.587    -1708.139        9.552   228.1
0.2960        -1698.659    -1708.453        9.794   233.9
0.2970        -1698.704    -1708.683        9.979   238.3
0.2980        -1698.642    -1708.605        9.963   237.9
0.2990        -1698.650    -1708.337        9.687   231.3
0.3000        -1698.653    -1708.228        9.574   228.6
0.3010        -1698.736    -1708.537        9.800   234.0
0.3020        -1698.820    -1708.651        9.831   234.7
0.3030        -1698.729    -1708.192        9.463   225.9
0.3040        -1698.646    -1707.890        9.243   220.7
0.3050        -1698.686    -1708.127        9.441   225.4
0.3060        -1698.689    -1708.466        9.777   233.4
0.3070        -1698.616    -1708.544        9.928   237.1
0.3080        -1698.512    -1708.358        9.846   235.1
0.3090        -1698.463    -1708.248        9.785   233.6
0.3100        -1698.577    -1708.471        9.894   236.2
0.3110        -1698.587    -1708.627       10.040   239.7
0.3120        -1698.576    -1708.396        9.820   234.5
0.3130        -1698.553    -1708.204        9.651   230.4
0.3140        -1698.554    -1708.263        9.709   231.8
0.3150        -1698.595    -1708.308        9.713   231.9
0.3160        -1698.591    -1708.198        9.607   229.4
0.3170        -1698.567    -1708.082        9.515   227.2
0.3180        -1698.486    -1708.211        9.725   232.2
0.3190        -1698.544    -1708.590       10.047   239.9
0.3200        -1698.428    -1708.701       10.273   245.3
0.3210        -1698.300    -1708.412       10.112   241.4
0.3220        -1698.220    -1708.232       10.012   239.1
0.3230        -1698.339    -1708.315        9.976   238.2
0.3240        -1698.243    -1708.349       10.106   241.3
0.3250        -1698.204    -1708.083        9.879   235.9
0.3260        -1698.249    -1707.733        9.484   226.5
0.3270        -1698.216    -1707.759        9.543   227.9
0.3280        -1698.283    -1708.258        9.975   238.2
0.3290        -1698.278    -1708.603       10.324   246.5
0.3300        -1698.221    -1708.558       10.337   246.8
0.3310        -1698.203    -1708.465       10.261   245.0
0.3320        -1698.209    -1708.559       10.351   247.1
0.3330        -1698.236    -1708.724       10.488   250.4
0.3340        -1698.197    -1708.591       10.394   248.2
0.3350        -1698.071    -1708.195       10.124   241.7
0.3360        -1698.027    -1708.066       10.040   239.7
0.3370        -1698.063    -1708.325       10.262   245.0
0.3380        -1698.109    -1708.547       10.438   249.2
0.3390        -1698.099    -1708.573       10.474   250.1
0.3400        -1698.088    -1708.572       10.485   250.3
0.3410        -1698.122    -1708.674       10.552   252.0
0.3420        -1698.116    -1708.750       10.634   253.9
0.3430        -1698.065    -1708.615       10.549   251.9
0.3440        -1698.111    -1708.349       10.238   244.5
0.3450        -1698.127    -1708.310       10.183   243.2
0.3460        -1698.156    -1708.443       10.287   245.6
0.3470        -1698.176    -1708.433       10.257   244.9
0.3480        -1698.157    -1708.435       10.277   245.4
0.3490        -1698.129    -1708.674       10.546   251.8
0.3500        -1698.182    -1708.935       10.753   256.7
0.3510        -1698.132    -1709.063       10.932   261.0
0.3520        -1698.140    -1709.089       10.949   261.4
0.3530        -1698.234    -1709.021       10.787   257.6
0.3540        -1698.230    -1708.865       10.635   253.9
0.3550        -1698.163    -1708.795       10.632   253.9
0.3560        -1698.180    -1708.799       10.619   253.6
0.3570        -1698.078    -1708.721       10.643   254.1
0.3580        -1698.093    -1708.760       10.667   254.7
0.3590        -1698.145    -1709.034       10.889   260.0
0.3600        -1698.153    -1709.221       11.069   264.3
0.3610        -1698.117    -1709.213       11.096   264.9
0.3620        -1698.035    -1709.085       11.050   263.8
0.3630        -1698.047    -1708.884       10.837   258.8
0.3640        -1697.939    -1708.668       10.729   256.2
0.3650        -1697.909    -1708.482       10.573   252.4
0.3660        -1697.920    -1708.282       10.362   247.4
0.3670        -1697.809    -1708.114       10.305   246.1
0.3680        -1697.866    -1708.214       10.348   247.1
0.3690        -1697.929    -1708.534       10.605   253.2
0.3700        -1697.937    -1708.759       10.822   258.4
0.3710        -1697.964    -1708.826       10.862   259.4
0.3720        -1697.976    -1708.813       10.837   258.8
0.3730        -1698.006    -1708.768       10.762   257.0
0.3740        -1697.931    -1708.729       10.798   257.8
0.3750        -1697.961    -1708.704       10.744   256.5
0.3760        -1697.857    -1708.499       10.642   254.1
0.3770        -1697.853    -1708.398       10.546   251.8
0.3780        -1697.922    -1708.662       10.740   256.4
0.3790        -1697.875    -1708.936       11.061   264.1
0.3800        -1697.870    -1709.094       11.224   268.0
0.3810        -1697.854    -1709.116       11.262   268.9
0.3820        -1697.829    -1708.923       11.094   264.9
0.3830        -1697.782    -1708.686       10.904   260.4
0.3840        -1697.807    -1708.653       10.846   259.0
0.3850        -1697.772    -1708.543       10.771   257.2
0.3860        -1697.763    -1708.233       10.470   250.0
0.3870        -1697.901    -1708.093       10.192   243.4
0.3880        -1697.847    -1708.229       10.382   247.9
0.3890        -1697.794    -1708.475       10.680   255.0
0.3900        -1697.835    -1708.658       10.823   258.4
0.3910        -1697.905    -1708.687       10.782   257.4
0.3920        -1697.999    -1708.640       10.640   254.1
0.3930        -1698.036    -1708.761       10.725   256.1
0.3940        -1698.194    -1708.902       10.707   255.7
0.3950        -1698.215    -1708.798       10.584   252.7
0.3960        -1698.182    -1708.720       10.538   251.6
0.3970        -1698.122    -1708.818       10.695   255.4
0.3980        -1698.091    -1708.934       10.843   258.9
0.3990        -1698.100    -1709.038       10.937   261.2
0.4000        -1698.137    -1709.169       11.032   263.4
0.4010        -1698.093    -1709.104       11.011   262.9
0.4020        -1698.019    -1708.911       10.892   260.1
0.4030        -1698.057    -1708.669       10.613   253.4
0.4040        -1698.069    -1708.371       10.302   246.0
0.4050        -1698.112    -1708.141       10.029   239.5
0.4060        -1698.138    -1708.123        9.985   238.4
0.4070        -1698.252    -1708.159        9.906   236.5
0.4080        -1698.271    -1708.049        9.779   233.5
0.4090        -1698.202    -1708.068        9.867   235.6
0.4100        -1698.202    -1708.302       10.100   241.2
0.4110        -1698.249    -1708.542       10.293   245.8
0.4120        -1698.180    -1708.560       10.380   247.9
0.4130        -1698.196    -1708.335       10.139   242.1
0.4140        -1698.156    -1708.130        9.974   238.1
0.4150        -1698.228    -1708.222        9.994   238.6
0.4160        -1698.244    -1708.592       10.348   247.1
0.4170        -1698.297    -1708.616       10.319   246.4
0.4180        -1698.187    -1708.289       10.102   241.2
0.4190        -1698.235    -1708.351       10.116   241.6
0.4200        -1698.307    -1708.862       10.555   252.0
0.4210        -1698.326    -1709.122       10.796   257.8
0.4220        -1698.438    -1708.933       10.495   250.6
0.4230        -1698.408    -1708.757       10.349   247.1
0.4240        -1698.508    -1708.899       10.391   248.1
0.4250        -1698.579    -1709.124       10.546   251.8
0.4260        -1698.647    -1709.201       10.554   252.0
0.4270        -1698.672    -1709.134       10.462   249.8
0.4280        -1698.563    -1709.181       10.618   253.5
0.4290        -1698.541    -1709.371       10.830   258.6
0.4300        -1698.503    -1709.404       10.902   260.3
0.4310        -1698.478    -1709.209       10.731   256.2
0.4320        -1698.517    -1709.116       10.599   253.1
0.4330        -1698.542    -1709.158       10.616   253.5
0.4340        -1698.572    -1709.062       10.491   250.5
0.4350        -1698.519    -1708.929       10.410   248.6
0.4360        -1698.503    -1708.884       10.382   247.9
0.4370        -1698.493    -1708.921       10.427   249.0
0.4380        -1698.492    -1709.072       10.579   252.6
0.4390        -1698.560    -1709.144       10.584   252.7
0.4400        -1698.599    -1709.012       10.413   248.6
0.4410        -1698.507    -1709.062       10.555   252.0
0.4420        -1698.464    -1709.315       10.851   259.1
0.4430        -1698.458    -1709.320       10.862   259.4
0.4440        -1698.487    -1709.165       10.678   255.0
0.4450        -1698.421    -1709.188       10.767   257.1
0.4460        -1698.463    -1709.350       10.888   260.0
0.4470        -1698.347    -1709.434       11.088   264.7
0.4480        -1698.268    -1709.311       11.042   263.7
0.4490        -1698.224    -1709.065       10.841   258.9
0.4500        -1698.124    -1708.889       10.765   257.0
0.4510        -1698.205    -1708.890       10.684   255.1
0.4520        -1698.213    -1708.812       10.599   253.1
0.4530        -1698.217    -1708.548       10.331   246.7
0.4540        -1698.256    -1708.273       10.017   239.2
0.4550        -1698.234    -1708.177        9.943   237.4
0.4560        -1698.177    -1708.270       10.093   241.0
0.4570        -1698.219    -1708.327       10.108   241.3
0.4580        -1698.151    -1708.177       10.026   239.4
0.4590        -1698.195    -1708.138        9.943   237.4
0.4600        -1698.189    -1708.332       10.143   242.2
0.4610        -1698.257    -1708.537       10.280   245.5
0.4620        -1698.196    -1708.575       10.379   247.8
0.4630        -1698.115    -1708.559       10.444   249.4
0.4640        -1698.220    -1708.653       10.433   249.1
0.4650        -1698.186    -1708.802       10.616   253.5
0.4660        -1698.209    -1708.899       10.690   255.3
0.4670        -1698.135    -1708.857       10.722   256.0
0.4680        -1698.149    -1708.749       10.600   253.1
0.4690        -1698.177    -1708.773       10.595   253.0
0.4700        -1698.128    -1708.951       10.823   258.4
0.4710        -1698.178    -1708.976       10.798   257.8
0.4720        -1698.149    -1708.808       10.659   254.5
0.4730        -1698.090    -1708.817       10.727   256.1
0.4740        -1698.143    -1708.971       10.829   258.6
0.4750        -1698.153    -1708.902       10.749   256.7
0.4760        -1698.140    -1708.755       10.615   253.5
0.4770        -1698.155    -1708.735       10.580   252.6
0.4780        -1698.129    -1708.834       10.706   255.6
0.4790        -1698.101    -1708.857       10.756   256.8
0.4800        -1698.049    -1708.738       10.689   255.2
0.4810        -1698.017    -1708.576       10.559   252.1
0.4820        -1697.991    -1708.631       10.640   254.1
0.4830        -1698.076    -1708.787       10.711   255.7
0.4840        -1698.026    -1708.687       10.661   254.6
0.4850        -1697.947    -1708.435       10.487   250.4
0.4860        -1697.971    -1708.263       10.292   245.7
0.4870        -1698.034    -1708.370       10.337   246.8
0.4880        -1698.011    -1708.795       10.784   257.5
0.4890        -1697.963    -1708.930       10.967   261.9
0.4900        -1697.909    -1708.668       10.760   256.9
0.4910        -1697.883    -1708.534       10.652   254.3
0.4920        -1697.894    -1708.828       10.934   261.1
0.4930        -1697.870    -1709.150       11.280   269.3
0.4940        -1697.842    -1709.029       11.187   267.1
0.4950        -1697.848    -1708.561       10.714   255.8
0.4960        -1697.811    -1708.338       10.527   251.4
0.4970        -1697.843    -1708.606       10.763   257.0
0.4980        -1697.899    -1708.889       10.989   262.4
0.4990        -1697.788    -1708.778       10.990   262.4
0.5000        -1697.757    -1708.524       10.766   257.1
0.5010        -1697.849    -1708.584       10.735   256.3
0.5020        -1697.924    -1708.947       11.023   263.2
0.5030        -1697.963    -1709.166       11.203   267.5
0.5040        -1697.911    -1708.776       10.865   259.4
0.5050        -1697.878    -1708.271       10.393   248.2
0.5060        -1697.856    -1708.286       10.431   249.1
0.5070        -1697.811    -1708.418       10.607   253.3
0.5080        -1697.695    -1708.202       10.507   250.9
0.5090        -1697.681    -1707.940       10.259   245.0
0.5100        -1697.647    -1708.066       10.419   248.8
0.5110        -1697.676    -1708.265       10.589   252.8
0.5120        -1697.634    -1708.312       10.678   255.0
0.5130        -1697.675    -1708.199       10.524   251.3
0.5140        -1697.598    -1707.950       10.351   247.2
0.5150        -1697.544    -1707.950       10.406   248.5
0.5160        -1697.628    -1708.040       10.412   248.6
0.5170        -1697.594    -1707.839       10.245   244.6
0.5180        -1697.542    -1707.651       10.109   241.4
0.5190        -1697.556    -1707.942       10.387   248.0
0.5200        -1697.599    -1708.357       10.758   256.9
0.5210        -1697.582    -1708.409       10.827   258.5
0.5220        -1697.494    -1708.336       10.842   258.9
0.5230        -1697.595    -1708.537       10.943   261.3
0.5240        -1697.638    -1708.887       11.249   268.6
0.5250        -1697.652    -1708.959       11.307   270.0
0.5260        -1697.551    -1708.464       10.913   260.6
0.5270        -1697.543    -1707.872       10.329   246.6
0.5280        -1697.613    -1707.913       10.300   245.9
0.5290        -1697.622    -1708.309       10.687   255.2
0.5300        -1697.568    -1708.314       10.746   256.6
0.5310        -1697.493    -1707.957       10.464   249.8
0.5320        -1697.485    -1707.883       10.398   248.3
0.5330        -1697.550    -1708.157       10.607   253.3
0.5340        -1697.641    -1708.287       10.646   254.2
0.5350        -1697.584    -1707.981       10.398   248.3
0.5360        -1697.479    -1707.456        9.977   238.2
0.5370        -1697.369    -1707.297        9.928   237.1
0.5380        -1697.383    -1707.515       10.132   241.9
0.5390        -1697.331    -1707.608       10.277   245.4
0.5400        -1697.306    -1707.572       10.266   245.1
0.5410        -1697.354    -1707.804       10.450   249.5
0.5420        -1697.304    -1708.169       10.864   259.4
0.5430        -1697.260    -1708.342       11.082   264.6
0.5440        -1697.323    -1708.315       10.992   262.5
0.5450        -1697.364    -1708.061       10.696   255.4
0.5460        -1697.346    -1707.875       10.529   251.4
0.5470        -1697.409    -1707.918       10.509   250.9
0.5480        -1697.455    -1707.840       10.385   248.0
0.5490        -1697.440    -1707.643       10.202   243.6
0.5500        -1697.454    -1707.766       10.312   246.2
0.5510        -1697.447    -1708.162       10.715   255.9
0.5520        -1697.530    -1708.532       11.002   262.7
0.5530        -1697.563    -1708.711       11.148   266.2
0.5540        -1697.520    -1708.594       11.074   264.4
0.5550        -1697.500    -1708.360       10.860   259.3
0.5560        -1697.406    -1708.337       10.932   261.0
0.5570        -1697.397    -1708.411       11.013   263.0
