Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0700        -1686.609    -1693.821        7.212   172.2
0.0710        -1686.617    -1693.752        7.135   170.4
0.0720        -1686.628    -1693.618        6.990   166.9
0.0730        -1686.558    -1693.479        6.921   165.2
0.0740        -1686.517    -1693.667        7.150   170.7
0.0750        -1686.540    -1694.078        7.538   180.0
0.0760        -1686.523    -1694.285        7.762   185.3
0.0770        -1686.445    -1694.265        7.820   186.7
0.0780        -1686.438    -1694.192        7.754   185.2
0.0790        -1686.409    -1694.082        7.673   183.2
0.0800        -1686.463    -1694.068        7.605   181.6
0.0810        -1686.468    -1694.049        7.580   181.0
0.0820        -1686.494    -1693.843        7.349   175.5
0.0830        -1686.529    -1693.615        7.086   169.2
0.0840        -1686.573    -1693.681        7.108   169.7
0.0850        -1686.543    -1694.047        7.503   179.2
0.0860        -1686.541    -1694.355        7.814   186.6
0.0870        -1686.440    -1694.379        7.940   189.6
0.0880        -1686.438    -1694.189        7.752   185.1
0.0890        -1686.360    -1694.139        7.779   185.7
0.0900        -1686.377    -1694.307        7.930   189.4
0.0910        -1686.317    -1694.273        7.956   190.0
0.0920        -1686.260    -1693.931        7.672   183.2
0.0930        -1686.273    -1693.690        7.417   177.1
0.0940        -1686.296    -1693.742        7.446   177.8
0.0950        -1686.244    -1693.997        7.752   185.1
0.0960        -1686.227    -1694.163        7.936   189.5
0.0970        -1686.180    -1694.030        7.851   187.5
0.0980        -1686.150    -1693.860        7.709   184.1
0.0990        -1686.105    -1693.964        7.859   187.7
0.1000        -1686.108    -1694.047        7.939   189.6
0.1010        -1686.104    -1693.777        7.674   183.2
0.1020        -1686.096    -1693.380        7.284   173.9
0.1030        -1686.065    -1693.261        7.195   171.8
0.1040        -1686.088    -1693.406        7.317   174.7
0.1050        -1686.153    -1693.553        7.400   176.7
0.1060        -1686.093    -1693.584        7.490   178.9
0.1070        -1686.035    -1693.493        7.458   178.1
0.1080        -1686.026    -1693.590        7.564   180.6
0.1090        -1685.973    -1693.864        7.891   188.4
0.1100        -1685.917    -1693.912        7.995   190.9
0.1110        -1685.981    -1693.655        7.675   183.3
0.1120        -1685.911    -1693.477        7.566   180.7
0.1130        -1685.967    -1693.634        7.666   183.1
0.1140        -1685.957    -1693.944        7.987   190.7
0.1150        -1685.879    -1694.003        8.124   194.0
0.1160        -1685.882    -1693.847        7.965   190.2
0.1170        -1685.867    -1693.927        8.060   192.5
0.1180        -1685.883    -1694.217        8.334   199.0
0.1190        -1685.829    -1694.359        8.531   203.7
0.1200        -1685.803    -1694.181        8.379   200.1
0.1210        -1685.667    -1693.840        8.173   195.1
0.1220        -1685.614    -1693.602        7.988   190.7
0.1230        -1685.630    -1693.616        7.986   190.7
0.1240        -1685.655    -1693.729        8.074   192.8
0.1250        -1685.647    -1693.664        8.016   191.4
0.1260        -1685.631    -1693.459        7.828   186.9
0.1270        -1685.580    -1693.465        7.885   188.3
0.1280        -1685.568    -1693.793        8.224   196.4
0.1290        -1685.563    -1693.961        8.398   200.5
0.1300        -1685.532    -1693.757        8.225   196.4
0.1310        -1685.529    -1693.538        8.009   191.2
0.1320        -1685.518    -1693.482        7.964   190.2
0.1330        -1685.468    -1693.482        8.014   191.4
0.1340        -1685.421    -1693.421        8.000   191.0
0.1350        -1685.415    -1693.341        7.926   189.3
0.1360        -1685.419    -1693.294        7.876   188.1
0.1370        -1685.390    -1693.400        8.010   191.3
0.1380        -1685.390    -1693.642        8.252   197.0
0.1390        -1685.368    -1693.714        8.346   199.3
0.1400        -1685.378    -1693.558        8.180   195.3
0.1410        -1685.345    -1693.440        8.094   193.3
0.1420        -1685.324    -1693.455        8.131   194.2
0.1430        -1685.386    -1693.476        8.090   193.2
0.1440        -1685.287    -1693.394        8.106   193.6
0.1450        -1685.252    -1693.197        7.945   189.7
0.1460        -1685.209    -1693.094        7.885   188.3
0.1470        -1685.226    -1693.221        7.995   190.9
0.1480        -1685.252    -1693.331        8.078   192.9
0.1490        -1685.301    -1693.274        7.973   190.4
0.1500        -1685.261    -1693.237        7.976   190.5
0.1510        -1685.137    -1693.234        8.097   193.3
0.1520        -1685.162    -1693.258        8.096   193.3
0.1530        -1685.121    -1693.347        8.226   196.4
0.1540        -1685.143    -1693.328        8.185   195.4
0.1550        -1685.059    -1693.172        8.113   193.7
0.1560        -1685.086    -1693.150        8.064   192.5
0.1570        -1685.126    -1693.296        8.170   195.1
0.1580        -1685.145    -1693.407        8.263   197.3
0.1590        -1685.128    -1693.336        8.207   196.0
0.1600        -1685.098    -1693.236        8.138   194.3
0.1610        -1685.102    -1693.258        8.156   194.7
0.1620        -1685.057    -1693.318        8.261   197.2
0.1630        -1685.103    -1693.327        8.225   196.4
0.1640        -1685.130    -1693.278        8.147   194.5
0.1650        -1685.054    -1693.248        8.194   195.6
0.1660        -1685.040    -1693.289        8.248   196.9
0.1670        -1684.975    -1693.315        8.340   199.1
0.1680        -1684.971    -1693.287        8.316   198.6
0.1690        -1684.915    -1693.258        8.343   199.2
0.1700        -1684.917    -1693.331        8.414   200.9
0.1710        -1684.990    -1693.485        8.495   202.8
0.1720        -1685.052    -1693.420        8.368   199.8
0.1730        -1685.056    -1693.188        8.133   194.2
0.1740        -1685.034    -1693.231        8.197   195.7
0.1750        -1685.058    -1693.500        8.442   201.6
0.1760        -1685.084    -1693.614        8.530   203.7
0.1770        -1685.107    -1693.427        8.320   198.7
0.1780        -1685.091    -1693.273        8.182   195.4
0.1790        -1685.133    -1693.392        8.259   197.2
0.1800        -1685.122    -1693.658        8.536   203.8
0.1810        -1685.083    -1693.741        8.658   206.7
0.1820        -1685.058    -1693.449        8.392   200.4
0.1830        -1684.953    -1693.118        8.164   194.9
0.1840        -1684.882    -1693.253        8.371   199.9
0.1850        -1684.816    -1693.623        8.808   210.3
0.1860        -1684.820    -1693.637        8.817   210.5
0.1870        -1684.766    -1693.288        8.522   203.5
0.1880        -1684.705    -1693.062        8.356   199.5
0.1890        -1684.710    -1693.242        8.533   203.7
0.1900        -1684.692    -1693.543        8.851   211.4
0.1910        -1684.645    -1693.582        8.937   213.4
0.1920        -1684.556    -1693.286        8.730   208.4
0.1930        -1684.518    -1693.034        8.516   203.3
0.1940        -1684.528    -1693.186        8.658   206.7
0.1950        -1684.547    -1693.417        8.869   211.8
0.1960        -1684.525    -1693.254        8.729   208.4
0.1970        -1684.432    -1692.943        8.511   203.2
0.1980        -1684.380    -1692.986        8.606   205.5
0.1990        -1684.387    -1693.303        8.916   212.9
0.2000        -1684.383    -1693.445        9.062   216.4
0.2010        -1684.312    -1693.355        9.043   215.9
0.2020        -1684.271    -1693.266        8.996   214.8
0.2030        -1684.256    -1693.273        9.017   215.3
0.2040        -1684.267    -1693.356        9.089   217.0
0.2050        -1684.301    -1693.341        9.040   215.8
0.2060        -1684.210    -1693.142        8.932   213.3
0.2070        -1684.148    -1692.955        8.807   210.3
0.2080        -1684.156    -1692.997        8.842   211.1
0.2090        -1684.212    -1693.155        8.942   213.5
0.2100        -1684.156    -1693.218        9.062   216.4
0.2110        -1684.158    -1693.223        9.065   216.4
0.2120        -1684.170    -1693.250        9.080   216.8
0.2130        -1684.162    -1693.296        9.134   218.1
0.2140        -1684.071    -1693.348        9.277   221.5
0.2150        -1684.048    -1693.397        9.349   223.2
0.2160        -1684.033    -1693.368        9.335   222.9
0.2170        -1684.004    -1693.292        9.288   221.8
0.2180        -1683.984    -1693.351        9.367   223.7
0.2190        -1683.949    -1693.496        9.548   228.0
0.2200        -1683.868    -1693.520        9.652   230.5
0.2210        -1683.854    -1693.449        9.595   229.1
0.2220        -1683.895    -1693.411        9.516   227.2
0.2230        -1683.833    -1693.449        9.616   229.6
0.2240        -1683.760    -1693.417        9.657   230.6
0.2250        -1683.752    -1693.202        9.450   225.6
0.2260        -1683.774    -1692.962        9.188   219.4
0.2270        -1683.762    -1692.952        9.190   219.4
0.2280        -1683.849    -1693.124        9.275   221.5
0.2290        -1683.888    -1693.201        9.313   222.4
0.2300        -1683.874    -1693.076        9.201   219.7
0.2310        -1683.900    -1692.940        9.040   215.9
0.2320        -1683.943    -1692.995        9.052   216.1
0.2330        -1683.850    -1693.178        9.328   222.7
0.2340        -1683.829    -1693.266        9.438   225.4
0.2350        -1683.819    -1693.149        9.329   222.8
0.2360        -1683.773    -1692.972        9.199   219.7
0.2370        -1683.811    -1693.004        9.193   219.5
0.2380        -1683.930    -1693.198        9.268   221.3
0.2390        -1683.767    -1693.223        9.455   225.8
0.2400        -1683.745    -1692.992        9.247   220.8
0.2410        -1683.740    -1692.823        9.084   216.9
0.2420        -1683.688    -1692.910        9.222   220.2
0.2430        -1683.717    -1693.019        9.302   222.1
0.2440        -1683.698    -1692.880        9.182   219.2
0.2450        -1683.682    -1692.595        8.913   212.8
0.2460        -1683.691    -1692.547        8.856   211.5
0.2470        -1683.748    -1692.856        9.107   217.5
0.2480        -1683.702    -1693.053        9.351   223.3
0.2490        -1683.727    -1692.979        9.252   220.9
0.2500        -1683.744    -1693.018        9.274   221.4
0.2510        -1683.716    -1693.217        9.501   226.9
0.2520        -1683.768    -1693.471        9.703   231.7
0.2530        -1683.730    -1693.659        9.930   237.1
0.2540        -1683.773    -1693.624        9.851   235.2
0.2550        -1683.732    -1693.544        9.812   234.3
0.2560        -1683.722    -1693.658        9.936   237.2
0.2570        -1683.811    -1693.772        9.962   237.9
0.2580        -1683.773    -1693.561        9.788   233.7
0.2590        -1683.818    -1693.333        9.515   227.2
0.2600        -1683.907    -1693.417        9.510   227.1
0.2610        -1683.910    -1693.537        9.626   229.9
0.2620        -1683.871    -1693.533        9.662   230.7
0.2630        -1683.855    -1693.372        9.517   227.2
0.2640        -1683.809    -1693.224        9.416   224.8
0.2650        -1683.861    -1693.278        9.418   224.9
0.2660        -1683.786    -1693.347        9.562   228.3
0.2670        -1683.744    -1693.205        9.462   225.9
0.2680        -1683.749    -1692.960        9.211   219.9
0.2690        -1683.798    -1692.858        9.060   216.3
0.2700        -1683.772    -1692.940        9.168   218.9
0.2710        -1683.732    -1693.106        9.374   223.8
0.2720        -1683.750    -1693.275        9.525   227.4
0.2730        -1683.673    -1693.318        9.646   230.3
0.2740        -1683.712    -1693.430        9.718   232.0
0.2750        -1683.717    -1693.647        9.930   237.1
0.2760        -1683.667    -1693.665        9.998   238.7
0.2770        -1683.582    -1693.450        9.868   235.6
0.2780        -1683.670    -1693.241        9.571   228.5
0.2790        -1683.615    -1693.240        9.625   229.8
0.2800        -1683.594    -1693.291        9.697   231.5
0.2810        -1683.581    -1693.201        9.620   229.7
0.2820        -1683.578    -1693.000        9.422   225.0
0.2830        -1683.509    -1692.985        9.475   226.2
0.2840        -1683.450    -1693.301        9.851   235.2
0.2850        -1683.461    -1693.604       10.143   242.2
0.2860        -1683.502    -1693.497        9.995   238.7
0.2870        -1683.477    -1693.185        9.708   231.8
0.2880        -1683.496    -1693.061        9.566   228.4
0.2890        -1683.481    -1693.108        9.626   229.9
0.2900        -1683.474    -1693.043        9.569   228.5
0.2910        -1683.390    -1692.778        9.388   224.2
0.2920        -1683.289    -1692.624        9.335   222.9
0.2930        -1683.340    -1692.860        9.521   227.3
0.2940        -1683.400    -1693.284        9.884   236.0
0.2950        -1683.409    -1693.434       10.025   239.4
0.2960        -1683.367    -1693.203        9.836   234.9
0.2970        -1683.356    -1693.144        9.788   233.7
0.2980        -1683.455    -1693.491       10.036   239.6
0.2990        -1683.518    -1693.707       10.190   243.3
0.3000        -1683.435    -1693.479       10.044   239.8
0.3010        -1683.391    -1693.113        9.722   232.1
0.3020        -1683.338    -1693.125        9.786   233.7
0.3030        -1683.453    -1693.476       10.024   239.3
0.3040        -1683.502    -1693.768       10.266   245.1
0.3050        -1683.444    -1693.641       10.197   243.5
0.3060        -1683.394    -1693.351        9.957   237.7
0.3070        -1683.406    -1693.515       10.109   241.4
0.3080        -1683.452    -1693.784       10.332   246.7
0.3090        -1683.327    -1693.524       10.197   243.5
0.3100        -1683.312    -1692.978        9.666   230.8
0.3110        -1683.264    -1692.821        9.558   228.2
0.3120        -1683.237    -1693.141        9.904   236.5
0.3130        -1683.223    -1693.408       10.185   243.2
0.3140        -1683.253    -1693.301       10.049   239.9
0.3150        -1683.237    -1693.123        9.887   236.1
0.3160        -1683.249    -1693.293       10.043   239.8
0.3170        -1683.278    -1693.628       10.350   247.1
0.3180        -1683.293    -1693.630       10.337   246.8
0.3190        -1683.279    -1693.299       10.020   239.3
0.3200        -1683.289    -1693.054        9.765   233.2
0.3210        -1683.278    -1693.145        9.867   235.6
0.3220        -1683.259    -1693.373       10.114   241.5
0.3230        -1683.256    -1693.444       10.188   243.3
0.3240        -1683.225    -1693.374       10.149   242.3
0.3250        -1683.191    -1693.472       10.281   245.5
0.3260        -1683.275    -1693.801       10.526   251.3
0.3270        -1683.326    -1693.931       10.605   253.2
0.3280        -1683.232    -1693.741       10.510   251.0
0.3290        -1683.258    -1693.521       10.262   245.0
0.3300        -1683.163    -1693.393       10.229   244.3
0.3310        -1683.158    -1693.256       10.099   241.1
0.3320        -1683.125    -1693.080        9.955   237.7
0.3330        -1683.103    -1693.019        9.916   236.8
0.3340        -1683.127    -1693.129       10.002   238.8
0.3350        -1683.103    -1693.363       10.260   245.0
0.3360        -1683.174    -1693.494       10.321   246.4
0.3370        -1683.135    -1693.343       10.208   243.7
0.3380        -1683.109    -1693.133       10.024   239.3
0.3390        -1683.142    -1693.082        9.940   237.3
0.3400        -1683.139    -1693.178       10.038   239.7
0.3410        -1683.202    -1693.138        9.936   237.2
0.3420        -1683.102    -1692.925        9.823   234.6
0.3430        -1683.086    -1692.798        9.712   231.9
0.3440        -1683.016    -1692.928        9.912   236.7
0.3450        -1683.028    -1693.304       10.276   245.4
0.3460        -1683.031    -1693.531       10.500   250.7
0.3470        -1683.021    -1693.461       10.441   249.3
0.3480        -1682.983    -1693.365       10.382   247.9
0.3490        -1683.028    -1693.337       10.310   246.2
0.3500        -1683.070    -1693.362       10.292   245.8
0.3510        -1683.065    -1693.373       10.308   246.1
0.3520        -1683.004    -1693.223       10.219   244.0
0.3530        -1682.978    -1692.920        9.941   237.4
0.3540        -1682.889    -1692.774        9.885   236.0
0.3550        -1682.913    -1693.067       10.154   242.4
0.3560        -1682.961    -1693.423       10.462   249.8
0.3570        -1682.893    -1693.310       10.417   248.7
0.3580        -1682.917    -1692.845        9.928   237.1
0.3590        -1682.910    -1692.644        9.734   232.4
0.3600        -1682.935    -1692.846        9.912   236.7
0.3610        -1682.967    -1693.103       10.137   242.0
0.3620        -1682.859    -1693.124       10.265   245.1
0.3630        -1682.767    -1692.959       10.192   243.4
0.3640        -1682.775    -1693.044       10.268   245.2
0.3650        -1682.732    -1693.516       10.783   257.5
0.3660        -1682.672    -1693.844       11.172   266.8
0.3670        -1682.772    -1693.716       10.945   261.3
0.3680        -1682.761    -1693.537       10.776   257.3
0.3690        -1682.717    -1693.547       10.830   258.6
0.3700        -1682.753    -1693.621       10.868   259.5
0.3710        -1682.740    -1693.624       10.885   259.9
0.3720        -1682.690    -1693.448       10.758   256.9
0.3730        -1682.684    -1693.395       10.712   255.8
0.3740        -1682.751    -1693.587       10.836   258.7
0.3750        -1682.807    -1693.696       10.890   260.0
0.3760        -1682.746    -1693.577       10.832   258.6
0.3770        -1682.742    -1693.470       10.728   256.2
0.3780        -1682.696    -1693.473       10.776   257.3
0.3790        -1682.666    -1693.324       10.659   254.5
0.3800        -1682.597    -1693.045       10.448   249.5
0.3810        -1682.580    -1692.835       10.255   244.9
0.3820        -1682.591    -1692.882       10.291   245.7
0.3830        -1682.587    -1693.200       10.613   253.4
0.3840        -1682.651    -1693.417       10.767   257.1
0.3850        -1682.627    -1693.343       10.716   255.9
0.3860        -1682.573    -1693.261       10.688   255.2
0.3870        -1682.636    -1693.399       10.762   257.0
0.3880        -1682.719    -1693.423       10.704   255.6
0.3890        -1682.624    -1693.119       10.494   250.6
0.3900        -1682.673    -1692.761       10.089   240.9
0.3910        -1682.658    -1692.714       10.056   240.1
0.3920        -1682.660    -1693.004       10.345   247.0
0.3930        -1682.738    -1693.262       10.524   251.3
0.3940        -1682.636    -1693.210       10.574   252.5
0.3950        -1682.601    -1693.108       10.507   250.9
0.3960        -1682.555    -1693.335       10.780   257.4
0.3970        -1682.579    -1693.526       10.948   261.4
0.3980        -1682.474    -1693.222       10.748   256.6
0.3990        -1682.469    -1692.742       10.273   245.3
0.4000        -1682.480    -1692.604       10.123   241.7
0.4010        -1682.490    -1692.796       10.306   246.1
0.4020        -1682.546    -1692.956       10.411   248.6
0.4030        -1682.547    -1692.904       10.357   247.3
0.4040        -1682.505    -1692.834       10.329   246.6
0.4050        -1682.518    -1693.167       10.650   254.3
0.4060        -1682.543    -1693.537       10.994   262.5
0.4070        -1682.476    -1693.401       10.926   260.9
0.4080        -1682.439    -1692.937       10.498   250.7
0.4090        -1682.348    -1692.736       10.388   248.0
0.4100        -1682.375    -1692.871       10.496   250.6
0.4110        -1682.339    -1692.972       10.633   253.9
0.4120        -1682.245    -1692.878       10.633   253.9
0.4130        -1682.266    -1692.728       10.462   249.8
0.4140        -1682.132    -1692.956       10.824   258.4
0.4150        -1682.211    -1693.544       11.333   270.6
0.4160        -1682.204    -1693.647       11.443   273.2
0.4170        -1682.175    -1693.083       10.908   260.4
0.4180        -1682.123    -1692.710       10.587   252.8
0.4190        -1682.138    -1692.768       10.630   253.8
0.4200        -1682.228    -1692.898       10.669   254.8
0.4210        -1682.228    -1692.742       10.514   251.1
0.4220        -1682.127    -1692.423       10.297   245.9
0.4230        -1682.070    -1692.369       10.299   245.9
0.4240        -1682.122    -1692.763       10.641   254.1
0.4250        -1682.106    -1693.177       11.071   264.4
0.4260        -1682.044    -1693.020       10.977   262.1
0.4270        -1681.921    -1692.526       10.605   253.2
0.4280        -1681.994    -1692.236       10.242   244.5
0.4290        -1681.968    -1692.234       10.266   245.1
0.4300        -1681.997    -1692.265       10.268   245.2
0.4310        -1681.960    -1692.219       10.259   245.0
0.4320        -1681.890    -1692.201       10.310   246.2
0.4330        -1681.834    -1692.354       10.520   251.2
0.4340        -1681.836    -1692.757       10.921   260.8
0.4350        -1681.915    -1693.116       11.201   267.5
0.4360        -1681.926    -1693.087       11.161   266.5
0.4370        -1681.923    -1692.891       10.968   261.9
0.4380        -1681.908    -1692.847       10.939   261.2
0.4390        -1681.942    -1692.823       10.881   259.8
0.4400        -1681.962    -1692.679       10.718   255.9
0.4410        -1681.928    -1692.606       10.678   255.0
0.4420        -1681.964    -1692.675       10.712   255.8
0.4430        -1682.041    -1692.647       10.606   253.2
0.4440        -1682.164    -1692.629       10.465   249.9
0.4450        -1682.129    -1692.740       10.610   253.4
0.4460        -1682.058    -1692.708       10.650   254.3
0.4470        -1682.047    -1692.477       10.430   249.0
0.4480        -1682.054    -1692.176       10.122   241.7
0.4490        -1682.055    -1691.970        9.914   236.7
0.4500        -1682.021    -1691.952        9.932   237.1
0.4510        -1682.001    -1692.148       10.148   242.3
0.4520        -1682.023    -1692.298       10.275   245.3
0.4530        -1681.922    -1692.224       10.302   246.0
0.4540        -1681.840    -1692.329       10.489   250.5
0.4550        -1681.819    -1692.848       11.029   263.4
0.4560        -1681.883    -1693.298       11.415   272.6
0.4570        -1681.842    -1693.226       11.384   271.8
0.4580        -1681.848    -1692.899       11.051   263.9
0.4590        -1681.728    -1692.717       10.989   262.4
0.4600        -1681.716    -1692.728       11.012   263.0
0.4610        -1681.722    -1692.921       11.199   267.4
0.4620        -1681.711    -1692.937       11.226   268.1
0.4630        -1681.714    -1692.629       10.915   260.6
0.4640        -1681.588    -1692.485       10.897   260.2
0.4650        -1681.654    -1692.778       11.124   265.6
0.4660        -1681.733    -1693.004       11.271   269.1
0.4670        -1681.689    -1692.783       11.094   264.9
0.4680        -1681.560    -1692.395       10.836   258.7
0.4690        -1681.533    -1692.234       10.701   255.5
0.4700        -1681.557    -1692.391       10.833   258.7
0.4710        -1681.536    -1692.498       10.962   261.7
0.4720        -1681.566    -1692.252       10.685   255.1
0.4730        -1681.506    -1692.033       10.527   251.3
0.4740        -1681.518    -1692.262       10.744   256.5
0.4750        -1681.553    -1692.677       11.124   265.6
0.4760        -1681.588    -1692.811       11.223   268.0
0.4770        -1681.510    -1692.604       11.094   264.9
0.4780        -1681.444    -1692.452       11.008   262.8
0.4790        -1681.449    -1692.508       11.060   264.1
0.4800        -1681.365    -1692.591       11.226   268.0
0.4810        -1681.339    -1692.446       11.107   265.2
0.4820        -1681.288    -1692.236       10.947   261.4
0.4830        -1681.274    -1692.280       11.005   262.8
0.4840        -1681.289    -1692.465       11.177   266.9
0.4850        -1681.259    -1692.524       11.265   269.0
0.4860        -1681.238    -1692.422       11.184   267.0
0.4870        -1681.230    -1692.390       11.160   266.5
0.4880        -1681.205    -1692.382       11.176   266.9
0.4890        -1681.266    -1692.281       11.015   263.0
0.4900        -1681.222    -1692.138       10.916   260.6
0.4910        -1681.158    -1692.005       10.847   259.0
0.4920        -1681.140    -1692.007       10.867   259.5
0.4930        -1681.189    -1692.237       11.047   263.8
0.4940        -1681.133    -1692.428       11.296   269.7
0.4950        -1681.143    -1692.438       11.295   269.7
0.4960        -1681.138    -1692.505       11.367   271.4
0.4970        -1681.142    -1692.689       11.547   275.7
0.4980        -1681.229    -1692.774       11.545   275.7
0.4990        -1681.254    -1692.709       11.454   273.5
0.5000        -1681.195    -1692.497       11.302   269.9
0.5010        -1681.189    -1692.306       11.118   265.5
0.5020        -1681.197    -1692.481       11.284   269.4
0.5030        -1681.279    -1692.821       11.543   275.6
0.5040        -1681.332    -1692.782       11.450   273.4
0.5050        -1681.258    -1692.488       11.230   268.2
0.5060        -1681.211    -1692.588       11.377   271.7
0.5070        -1681.336    -1692.965       11.630   277.7
0.5080        -1681.419    -1693.068       11.649   278.1
0.5090        -1681.374    -1692.783       11.409   272.4
0.5100        -1681.294    -1692.400       11.105   265.2
0.5110        -1681.234    -1692.341       11.107   265.2
0.5120        -1681.272    -1692.592       11.321   270.3
0.5130        -1681.367    -1692.741       11.375   271.6
0.5140        -1681.357    -1692.511       11.153   266.3
0.5150        -1681.252    -1692.336       11.084   264.7
0.5160        -1681.287    -1692.532       11.245   268.5
0.5170        -1681.294    -1692.732       11.438   273.1
0.5180        -1681.350    -1692.550       11.201   267.4
0.5190        -1681.388    -1692.146       10.758   256.9
0.5200        -1681.409    -1691.970       10.561   252.2
0.5210        -1681.412    -1692.079       10.667   254.7
0.5220        -1681.366    -1692.119       10.753   256.8
0.5230        -1681.391    -1691.933       10.542   251.7
0.5240        -1681.416    -1691.812       10.396   248.2
0.5250        -1681.443    -1692.055       10.611   253.4
0.5260        -1681.435    -1692.475       11.041   263.6
0.5270        -1681.399    -1692.516       11.117   265.5
0.5280        -1681.222    -1692.126       10.903   260.3
0.5290        -1681.082    -1691.927       10.845   259.0
0.5300        -1681.140    -1692.152       11.013   263.0
0.5310        -1681.069    -1692.266       11.196   267.3
0.5320        -1681.070    -1692.030       10.960   261.7
0.5330        -1680.979    -1691.716       10.736   256.4
0.5340        -1680.968    -1691.701       10.734   256.3
0.5350        -1680.972    -1692.168       11.196   267.3
0.5360        -1681.008    -1692.636       11.628   277.6
0.5370        -1681.043    -1692.517       11.474   274.0
0.5380        -1681.046    -1692.140       11.094   264.9
0.5390        -1681.023    -1692.284       11.261   268.9
0.5400        -1681.028    -1692.709       11.680   278.9
0.5410        -1681.052    -1692.686       11.634   277.8
0.5420        -1680.965    -1692.362       11.398   272.2
0.5430        -1680.999    -1692.281       11.282   269.4
0.5440        -1680.974    -1692.645       11.671   278.7
0.5450        -1681.019    -1693.120       12.100   288.9
0.5460        -1681.063    -1693.212       12.148   290.1
0.5470        -1681.118    -1692.948       11.831   282.5
0.5480        -1681.152    -1692.808       11.656   278.3
0.5490        -1681.200    -1692.912       11.712   279.7
0.5500        -1681.157    -1692.860       11.703   279.4
0.5510        -1681.196    -1692.505       11.309   270.0
0.5520        -1681.207    -1692.141       10.935   261.1
0.5530        -1681.207    -1692.052       10.845   259.0
0.5540        -1681.187    -1692.281       11.094   264.9
0.5550        -1681.108    -1692.472       11.365   271.4
0.5560        -1681.142    -1692.324       11.183   267.0
