Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2270        -1679.991    -1691.843       11.852   283.0
1.2280        -1679.997    -1691.962       11.966   285.7
1.2290        -1680.040    -1692.337       12.297   293.6
1.2300        -1680.061    -1692.260       12.198   291.3
1.2310        -1679.990    -1691.636       11.647   278.1
1.2320        -1679.896    -1691.443       11.546   275.7
1.2330        -1679.987    -1691.858       11.871   283.4
1.2340        -1680.082    -1692.068       11.986   286.2
1.2350        -1680.097    -1691.807       11.709   279.6
1.2360        -1680.043    -1691.527       11.484   274.2
1.2370        -1680.050    -1691.619       11.569   276.2
1.2380        -1680.079    -1692.049       11.970   285.8
1.2390        -1680.149    -1692.247       12.097   288.9
1.2400        -1680.095    -1691.862       11.768   281.0
1.2410        -1680.078    -1691.475       11.397   272.1
1.2420        -1680.150    -1691.670       11.520   275.1
1.2430        -1680.200    -1692.045       11.845   282.8
1.2440        -1680.269    -1691.939       11.671   278.7
1.2450        -1680.244    -1691.495       11.251   268.7
1.2460        -1680.141    -1691.441       11.300   269.8
1.2470        -1680.187    -1691.797       11.610   277.2
1.2480        -1680.257    -1691.811       11.554   275.9
1.2490        -1680.098    -1691.301       11.203   267.5
1.2500        -1679.991    -1690.976       10.985   262.3
1.2510        -1680.037    -1691.304       11.267   269.0
1.2520        -1679.945    -1691.605       11.660   278.4
1.2530        -1679.903    -1691.374       11.472   273.9
1.2540        -1679.808    -1690.982       11.174   266.8
1.2550        -1679.794    -1691.095       11.301   269.8
1.2560        -1679.878    -1691.826       11.949   285.3
1.2570        -1679.831    -1692.292       12.461   297.5
1.2580        -1679.784    -1691.877       12.093   288.7
1.2590        -1679.728    -1691.298       11.571   276.3
1.2600        -1679.764    -1691.387       11.623   277.5
1.2610        -1679.798    -1691.878       12.081   288.5
1.2620        -1679.814    -1691.946       12.133   289.7
1.2630        -1679.751    -1691.585       11.834   282.6
1.2640        -1679.765    -1691.386       11.622   277.5
1.2650        -1679.768    -1691.727       11.958   285.5
1.2660        -1679.738    -1692.243       12.505   298.6
1.2670        -1679.729    -1692.232       12.502   298.5
1.2680        -1679.656    -1691.845       12.189   291.1
1.2690        -1679.733    -1691.757       12.025   287.1
1.2700        -1679.796    -1691.880       12.084   288.5
1.2710        -1679.828    -1691.604       11.776   281.2
1.2720        -1679.742    -1690.958       11.216   267.8
1.2730        -1679.751    -1690.671       10.920   260.7
1.2740        -1679.813    -1691.084       11.271   269.1
1.2750        -1679.895    -1691.617       11.722   279.9
1.2760        -1679.920    -1691.598       11.678   278.8
1.2770        -1679.922    -1691.347       11.426   272.8
1.2780        -1679.893    -1691.460       11.567   276.2
1.2790        -1679.828    -1691.830       12.001   286.6
1.2800        -1679.815    -1692.034       12.219   291.8
1.2810        -1679.801    -1691.652       11.851   283.0
1.2820        -1679.725    -1691.177       11.453   273.5
1.2830        -1679.766    -1691.182       11.416   272.6
1.2840        -1679.743    -1691.508       11.765   280.9
1.2850        -1679.771    -1691.766       11.995   286.4
1.2860        -1679.755    -1691.741       11.986   286.2
1.2870        -1679.690    -1691.623       11.934   284.9
1.2880        -1679.690    -1691.696       12.006   286.7
1.2890        -1679.722    -1691.820       12.097   288.9
1.2900        -1679.713    -1691.763       12.050   287.7
1.2910        -1679.726    -1691.397       11.671   278.7
1.2920        -1679.747    -1691.007       11.261   268.9
1.2930        -1679.774    -1690.873       11.098   265.0
1.2940        -1679.798    -1690.991       11.192   267.2
1.2950        -1679.804    -1691.190       11.386   271.9
1.2960        -1679.848    -1691.340       11.492   274.4
1.2970        -1679.901    -1691.385       11.484   274.2
1.2980        -1679.896    -1691.447       11.551   275.8
1.2990        -1679.846    -1691.550       11.704   279.5
1.3000        -1679.862    -1691.573       11.711   279.6
1.3010        -1679.794    -1691.440       11.646   278.1
1.3020        -1679.742    -1691.160       11.418   272.6
1.3030        -1679.622    -1690.881       11.260   268.9
1.3040        -1679.622    -1690.866       11.244   268.5
1.3050        -1679.592    -1691.160       11.568   276.2
1.3060        -1679.585    -1691.461       11.877   283.6
1.3070        -1679.594    -1691.579       11.985   286.2
1.3080        -1679.565    -1691.828       12.263   292.8
1.3090        -1679.503    -1692.186       12.684   302.9
1.3100        -1679.518    -1692.403       12.885   307.7
1.3110        -1679.621    -1692.309       12.687   302.9
1.3120        -1679.629    -1691.974       12.345   294.8
1.3130        -1679.563    -1691.824       12.261   292.8
1.3140        -1679.592    -1692.098       12.506   298.6
1.3150        -1679.622    -1692.355       12.732   304.0
1.3160        -1679.594    -1692.278       12.684   302.9
1.3170        -1679.490    -1692.206       12.717   303.6
1.3180        -1679.499    -1692.525       13.027   311.0
1.3190        -1679.574    -1692.922       13.348   318.7
1.3200        -1679.664    -1692.879       13.216   315.6
1.3210        -1679.602    -1692.315       12.713   303.6
1.3220        -1679.488    -1691.677       12.188   291.0
1.3230        -1679.532    -1691.626       12.094   288.8
1.3240        -1679.656    -1691.875       12.219   291.8
1.3250        -1679.691    -1691.601       11.910   284.4
1.3260        -1679.564    -1691.032       11.467   273.8
1.3270        -1679.516    -1691.019       11.503   274.7
1.3280        -1679.560    -1691.573       12.013   286.8
1.3290        -1679.626    -1691.988       12.362   295.2
1.3300        -1679.579    -1691.811       12.231   292.1
1.3310        -1679.582    -1691.222       11.640   277.9
1.3320        -1679.495    -1690.997       11.502   274.6
1.3330        -1679.522    -1691.285       11.764   280.9
1.3340        -1679.451    -1691.298       11.847   282.9
1.3350        -1679.446    -1690.916       11.470   273.9
1.3360        -1679.389    -1690.703       11.314   270.1
1.3370        -1679.443    -1690.935       11.492   274.4
1.3380        -1679.423    -1691.408       11.984   286.2
1.3390        -1679.368    -1691.705       12.336   294.6
1.3400        -1679.395    -1691.758       12.363   295.2
1.3410        -1679.383    -1691.619       12.236   292.2
1.3420        -1679.390    -1691.568       12.178   290.8
1.3430        -1679.448    -1691.640       12.192   291.1
1.3440        -1679.461    -1691.414       11.954   285.4
1.3450        -1679.413    -1691.038       11.625   277.6
1.3460        -1679.388    -1691.031       11.642   278.0
1.3470        -1679.493    -1691.441       11.948   285.3
1.3480        -1679.511    -1691.730       12.220   291.8
1.3490        -1679.442    -1691.837       12.395   296.0
1.3500        -1679.449    -1691.880       12.431   296.8
1.3510        -1679.421    -1691.832       12.411   296.3
1.3520        -1679.391    -1691.900       12.509   298.7
1.3530        -1679.371    -1691.984       12.612   301.2
1.3540        -1679.253    -1691.732       12.479   298.0
1.3550        -1679.208    -1691.525       12.317   294.1
1.3560        -1679.186    -1691.517       12.331   294.4
1.3570        -1679.135    -1691.446       12.311   294.0
1.3580        -1679.130    -1691.492       12.362   295.2
1.3590        -1679.149    -1691.684       12.535   299.3
1.3600        -1679.138    -1691.768       12.630   301.6
1.3610        -1679.199    -1691.741       12.543   299.5
1.3620        -1679.238    -1691.458       12.220   291.8
1.3630        -1679.267    -1691.101       11.834   282.6
1.3640        -1679.335    -1691.045       11.710   279.6
1.3650        -1679.289    -1691.047       11.757   280.7
1.3660        -1679.277    -1690.892       11.615   277.3
1.3670        -1679.339    -1690.880       11.541   275.6
1.3680        -1679.370    -1690.996       11.626   277.6
1.3690        -1679.325    -1691.243       11.918   284.6
1.3700        -1679.326    -1691.686       12.360   295.1
1.3710        -1679.406    -1691.638       12.232   292.1
1.3720        -1679.243    -1691.164       11.920   284.6
1.3730        -1679.374    -1691.127       11.753   280.6
1.3740        -1679.387    -1691.240       11.853   283.0
1.3750        -1679.323    -1690.976       11.653   278.2
1.3760        -1679.261    -1690.773       11.512   274.9
1.3770        -1679.229    -1690.950       11.722   279.9
1.3780        -1679.294    -1691.347       12.053   287.8
1.3790        -1679.377    -1691.755       12.378   295.6
1.3800        -1679.416    -1691.730       12.314   294.0
1.3810        -1679.405    -1691.457       12.052   287.8
1.3820        -1679.507    -1691.455       11.948   285.3
1.3830        -1679.573    -1691.753       12.179   290.8
1.3840        -1679.651    -1691.738       12.087   288.6
1.3850        -1679.594    -1691.337       11.743   280.4
1.3860        -1679.585    -1691.150       11.565   276.1
1.3870        -1679.543    -1691.458       11.915   284.5
1.3880        -1679.542    -1691.981       12.439   297.0
1.3890        -1679.548    -1692.189       12.641   301.8
1.3900        -1679.488    -1692.113       12.625   301.5
1.3910        -1679.501    -1691.950       12.449   297.3
1.3920        -1679.425    -1692.079       12.654   302.2
1.3930        -1679.502    -1692.361       12.859   307.0
1.3940        -1679.528    -1692.112       12.585   300.5
1.3950        -1679.635    -1691.634       11.999   286.5
1.3960        -1679.637    -1691.610       11.973   285.9
1.3970        -1679.732    -1691.845       12.113   289.2
1.3980        -1679.826    -1691.903       12.077   288.4
1.3990        -1679.801    -1691.919       12.118   289.3
1.4000        -1679.753    -1691.917       12.164   290.4
1.4010        -1679.776    -1691.849       12.074   288.3
1.4020        -1679.866    -1691.953       12.088   288.6
1.4030        -1679.958    -1691.890       11.932   284.9
1.4040        -1679.906    -1691.630       11.723   279.9
1.4050        -1679.879    -1691.649       11.770   281.0
1.4060        -1679.977    -1691.687       11.710   279.6
1.4070        -1680.039    -1691.431       11.393   272.0
1.4080        -1680.010    -1691.414       11.404   272.3
1.4090        -1680.053    -1691.766       11.713   279.7
1.4100        -1679.985    -1692.016       12.032   287.3
1.4110        -1679.977    -1691.901       11.924   284.7
1.4120        -1679.937    -1691.646       11.709   279.6
1.4130        -1679.893    -1691.646       11.753   280.6
1.4140        -1679.954    -1691.863       11.909   284.4
1.4150        -1679.982    -1691.990       12.007   286.7
1.4160        -1679.900    -1691.766       11.865   283.3
1.4170        -1679.955    -1691.502       11.547   275.7
1.4180        -1679.998    -1691.615       11.617   277.4
1.4190        -1680.008    -1691.968       11.960   285.6
1.4200        -1679.950    -1691.917       11.967   285.7
1.4210        -1679.880    -1691.345       11.465   273.8
1.4220        -1679.766    -1691.015       11.249   268.6
1.4230        -1679.832    -1691.309       11.476   274.0
1.4240        -1679.774    -1691.585       11.812   282.0
1.4250        -1679.741    -1691.498       11.757   280.7
1.4260        -1679.687    -1691.129       11.442   273.2
1.4270        -1679.702    -1690.917       11.215   267.8
1.4280        -1679.797    -1691.281       11.484   274.2
1.4290        -1679.839    -1691.608       11.769   281.0
1.4300        -1679.889    -1691.461       11.572   276.3
1.4310        -1679.927    -1691.112       11.186   267.1
1.4320        -1679.929    -1690.953       11.024   263.2
1.4330        -1679.955    -1691.082       11.127   265.7
1.4340        -1680.018    -1691.298       11.280   269.3
1.4350        -1679.948    -1691.318       11.370   271.5
1.4360        -1679.921    -1691.140       11.218   267.9
1.4370        -1679.900    -1691.201       11.300   269.8
1.4380        -1679.955    -1691.338       11.384   271.8
1.4390        -1679.919    -1691.329       11.410   272.4
1.4400        -1679.914    -1691.319       11.404   272.3
1.4410        -1679.954    -1691.201       11.247   268.5
1.4420        -1679.905    -1691.028       11.123   265.6
1.4430        -1679.915    -1691.139       11.224   268.0
1.4440        -1679.990    -1691.314       11.325   270.4
1.4450        -1679.980    -1691.264       11.284   269.4
1.4460        -1679.928    -1691.284       11.355   271.1
1.4470        -1679.904    -1691.521       11.616   277.4
1.4480        -1679.885    -1691.714       11.829   282.4
1.4490        -1679.785    -1691.697       11.912   284.4
1.4500        -1679.765    -1691.425       11.660   278.4
1.4510        -1679.702    -1691.156       11.454   273.5
1.4520        -1679.692    -1691.280       11.589   276.7
1.4530        -1679.753    -1691.543       11.790   281.5
1.4540        -1679.771    -1691.342       11.572   276.3
1.4550        -1679.680    -1690.907       11.227   268.1
1.4560        -1679.628    -1691.030       11.402   272.3
1.4570        -1679.684    -1691.570       11.887   283.8
1.4580        -1679.650    -1691.724       12.073   288.3
1.4590        -1679.583    -1691.323       11.739   280.3
1.4600        -1679.658    -1691.075       11.417   272.6
1.4610        -1679.689    -1691.384       11.696   279.3
1.4620        -1679.739    -1691.904       12.165   290.5
1.4630        -1679.756    -1691.973       12.217   291.7
1.4640        -1679.673    -1691.575       11.902   284.2
1.4650        -1679.624    -1691.382       11.759   280.8
1.4660        -1679.584    -1691.712       12.129   289.6
1.4670        -1679.585    -1692.064       12.479   298.0
1.4680        -1679.534    -1691.937       12.403   296.2
1.4690        -1679.510    -1691.692       12.183   290.9
1.4700        -1679.554    -1691.727       12.174   290.7
1.4710        -1679.601    -1691.900       12.298   293.7
1.4720        -1679.572    -1691.845       12.273   293.0
1.4730        -1679.543    -1691.601       12.058   287.9
1.4740        -1679.614    -1691.533       11.919   284.6
1.4750        -1679.618    -1691.713       12.095   288.8
1.4760        -1679.571    -1691.876       12.305   293.8
1.4770        -1679.506    -1691.672       12.166   290.5
1.4780        -1679.406    -1691.408       12.002   286.6
1.4790        -1679.354    -1691.484       12.130   289.6
1.4800        -1679.348    -1691.832       12.483   298.1
1.4810        -1679.302    -1691.922       12.620   301.3
1.4820        -1679.231    -1691.532       12.301   293.7
1.4830        -1679.170    -1691.415       12.245   292.4
1.4840        -1679.171    -1691.798       12.627   301.5
1.4850        -1679.222    -1692.030       12.808   305.8
1.4860        -1679.118    -1691.642       12.524   299.0
1.4870        -1679.086    -1691.175       12.090   288.7
1.4880        -1679.147    -1691.257       12.110   289.2
1.4890        -1679.155    -1691.548       12.394   295.9
1.4900        -1679.122    -1691.533       12.411   296.3
1.4910        -1679.010    -1691.155       12.145   290.0
1.4920        -1678.946    -1690.920       11.974   285.9
1.4930        -1678.965    -1691.129       12.164   290.4
1.4940        -1678.959    -1691.231       12.272   293.0
1.4950        -1678.941    -1690.830       11.889   283.9
1.4960        -1678.965    -1690.371       11.405   272.3
1.4970        -1679.058    -1690.419       11.361   271.3
1.4980        -1679.072    -1690.775       11.703   279.4
1.4990        -1679.135    -1690.809       11.674   278.8
1.5000        -1679.124    -1690.335       11.211   267.7
1.5010        -1678.960    -1690.082       11.122   265.6
1.5020        -1679.001    -1690.704       11.703   279.4
1.5030        -1679.106    -1691.423       12.317   294.1
1.5040        -1679.069    -1691.208       12.139   289.9
1.5050        -1679.014    -1690.603       11.589   276.7
1.5060        -1679.071    -1690.727       11.657   278.3
1.5070        -1679.213    -1691.380       12.167   290.5
1.5080        -1679.222    -1691.700       12.479   298.0
1.5090        -1679.171    -1691.442       12.271   293.0
1.5100        -1679.145    -1691.103       11.959   285.6
1.5110        -1679.240    -1691.277       12.038   287.4
1.5120        -1679.284    -1691.809       12.525   299.1
1.5130        -1679.320    -1692.139       12.819   306.1
1.5140        -1679.309    -1691.902       12.593   300.7
1.5150        -1679.278    -1691.441       12.163   290.4
1.5160        -1679.325    -1691.449       12.124   289.5
1.5170        -1679.399    -1691.698       12.299   293.7
1.5180        -1679.393    -1691.516       12.123   289.5
1.5190        -1679.410    -1691.012       11.602   277.0
1.5200        -1679.393    -1690.856       11.463   273.7
1.5210        -1679.416    -1691.010       11.594   276.8
1.5220        -1679.464    -1691.121       11.656   278.3
1.5230        -1679.385    -1691.162       11.777   281.2
1.5240        -1679.268    -1691.141       11.873   283.5
1.5250        -1679.263    -1691.136       11.873   283.5
1.5260        -1679.352    -1691.251       11.898   284.1
1.5270        -1679.336    -1691.193       11.857   283.1
1.5280        -1679.365    -1690.952       11.586   276.7
1.5290        -1679.387    -1690.946       11.558   276.0
1.5300        -1679.474    -1691.131       11.657   278.4
1.5310        -1679.374    -1691.085       11.710   279.6
1.5320        -1679.296    -1690.945       11.649   278.1
1.5330        -1679.356    -1691.070       11.714   279.7
1.5340        -1679.361    -1691.367       12.006   286.7
1.5350        -1679.302    -1691.571       12.269   293.0
1.5360        -1679.285    -1691.336       12.051   287.7
1.5370        -1679.219    -1690.846       11.627   277.6
1.5380        -1679.198    -1690.839       11.642   278.0
1.5390        -1679.250    -1691.219       11.969   285.8
1.5400        -1679.214    -1691.157       11.943   285.2
1.5410        -1679.044    -1690.661       11.616   277.4
1.5420        -1679.067    -1690.499       11.433   273.0
1.5430        -1679.079    -1690.910       11.831   282.5
1.5440        -1679.162    -1691.445       12.283   293.3
1.5450        -1679.191    -1691.609       12.418   296.5
1.5460        -1679.263    -1691.290       12.027   287.2
1.5470        -1679.169    -1690.918       11.749   280.5
1.5480        -1679.185    -1691.003       11.818   282.2
1.5490        -1679.222    -1691.287       12.065   288.1
1.5500        -1679.138    -1691.107       11.969   285.8
1.5510        -1679.004    -1690.452       11.448   273.3
1.5520        -1678.883    -1690.148       11.265   269.0
1.5530        -1678.952    -1690.532       11.580   276.5
1.5540        -1679.007    -1691.077       12.070   288.2
1.5550        -1679.036    -1691.264       12.228   292.0
1.5560        -1679.018    -1690.863       11.845   282.8
1.5570        -1678.963    -1690.577       11.614   277.3
1.5580        -1678.966    -1691.052       12.087   288.6
1.5590        -1678.951    -1691.448       12.497   298.4
1.5600        -1678.945    -1691.178       12.233   292.1
1.5610        -1678.981    -1690.553       11.572   276.3
1.5620        -1678.905    -1690.346       11.441   273.2
1.5630        -1679.019    -1690.855       11.835   282.6
1.5640        -1678.999    -1691.373       12.375   295.5
1.5650        -1678.949    -1691.310       12.361   295.2
1.5660        -1678.917    -1690.934       12.017   286.9
1.5670        -1678.943    -1691.046       12.103   289.0
1.5680        -1678.914    -1691.359       12.446   297.2
1.5690        -1678.884    -1691.385       12.501   298.5
1.5700        -1678.911    -1691.158       12.248   292.4
1.5710        -1678.852    -1690.698       11.846   282.9
1.5720        -1678.864    -1690.635       11.771   281.1
1.5730        -1678.913    -1691.046       12.134   289.7
1.5740        -1678.910    -1691.168       12.258   292.7
1.5750        -1678.894    -1690.971       12.078   288.4
1.5760        -1678.948    -1691.223       12.274   293.1
1.5770        -1679.034    -1691.712       12.677   302.7
1.5780        -1678.956    -1691.627       12.670   302.5
1.5790        -1678.839    -1691.312       12.473   297.8
1.5800        -1678.914    -1691.192       12.278   293.2
1.5810        -1678.957    -1691.143       12.186   291.0
1.5820        -1678.939    -1691.064       12.125   289.5
1.5830        -1678.916    -1690.773       11.856   283.1
1.5840        -1678.923    -1690.337       11.414   272.5
1.5850        -1679.022    -1690.445       11.424   272.8
1.5860        -1679.143    -1691.081       11.937   285.0
1.5870        -1679.062    -1691.423       12.362   295.2
1.5880        -1678.972    -1691.361       12.389   295.8
1.5890        -1678.953    -1691.231       12.277   293.2
1.5900        -1678.916    -1691.169       12.253   292.6
1.5910        -1678.885    -1691.189       12.304   293.8
1.5920        -1678.809    -1691.305       12.495   298.4
1.5930        -1678.783    -1691.077       12.294   293.5
1.5940        -1678.787    -1690.800       12.013   286.8
1.5950        -1678.770    -1691.182       12.412   296.4
1.5960        -1678.728    -1691.643       12.914   308.4
1.5970        -1678.738    -1691.768       13.031   311.1
1.5980        -1678.734    -1691.863       13.129   313.5
1.5990        -1678.759    -1691.855       13.096   312.7
1.6000        -1678.836    -1691.640       12.804   305.7
1.6010        -1678.898    -1691.361       12.462   297.6
1.6020        -1678.964    -1691.081       12.116   289.3
1.6030        -1678.926    -1690.969       12.042   287.5
1.6040        -1678.930    -1691.158       12.228   292.0
1.6050        -1678.970    -1691.135       12.165   290.5
1.6060        -1678.932    -1690.904       11.972   285.9
1.6070        -1678.873    -1691.191       12.318   294.1
1.6080        -1678.929    -1691.696       12.767   304.9
1.6090        -1678.993    -1691.671       12.678   302.7
1.6100        -1679.057    -1691.283       12.226   291.9
1.6110        -1678.963    -1690.983       12.020   287.0
1.6120        -1678.996    -1691.012       12.016   286.9
1.6130        -1679.048    -1691.337       12.289   293.4
1.6140        -1678.922    -1691.618       12.696   303.2
1.6150        -1678.911    -1691.531       12.621   301.4
1.6160        -1678.914    -1691.380       12.466   297.7
1.6170        -1678.852    -1691.479       12.627   301.5
1.6180        -1678.850    -1691.845       12.996   310.3
1.6190        -1678.832    -1692.039       13.207   315.4
1.6200        -1678.783    -1691.488       12.706   303.4
1.6210        -1678.724    -1690.924       12.200   291.3
1.6220        -1678.714    -1691.088       12.375   295.5
1.6230        -1678.770    -1691.392       12.622   301.4
1.6240        -1678.773    -1691.327       12.554   299.7
1.6250        -1678.764    -1691.262       12.498   298.4
1.6260        -1678.779    -1691.420       12.641   301.8
1.6270        -1678.798    -1691.621       12.824   306.2
1.6280        -1678.792    -1691.798       13.006   310.6
1.6290        -1678.804    -1691.830       13.025   311.0
1.6300        -1678.821    -1691.575       12.754   304.5
1.6310        -1678.769    -1691.559       12.790   305.4
1.6320        -1678.858    -1691.863       13.004   310.5
1.6330        -1678.803    -1691.807       13.003   310.5
1.6340        -1678.782    -1691.632       12.850   306.8
1.6350        -1678.817    -1691.800       12.983   310.0
1.6360        -1678.930    -1692.028       13.099   312.8
1.6370        -1678.814    -1691.936       13.122   313.3
1.6380        -1678.740    -1691.838       13.099   312.8
1.6390        -1678.813    -1691.775       12.962   309.5
1.6400        -1678.783    -1691.486       12.703   303.3
1.6410        -1678.864    -1691.413       12.548   299.6
1.6420        -1678.872    -1691.568       12.696   303.1
1.6430        -1678.893    -1691.425       12.532   299.2
1.6440        -1678.800    -1691.300       12.499   298.5
1.6450        -1678.822    -1691.508       12.687   302.9
1.6460        -1678.910    -1691.754       12.844   306.7
1.6470        -1678.922    -1691.884       12.961   309.5
1.6480        -1679.022    -1691.979       12.957   309.4
1.6490        -1679.022    -1691.927       12.904   308.1
1.6500        -1679.000    -1691.877       12.877   307.5
1.6510        -1679.046    -1691.992       12.946   309.1
1.6520        -1679.047    -1691.991       12.944   309.1
1.6530        -1678.953    -1691.963       13.010   310.6
1.6540        -1679.056    -1692.100       13.044   311.5
1.6550        -1679.069    -1692.100       13.030   311.1
1.6560        -1679.116    -1691.986       12.871   307.3
1.6570        -1679.161    -1691.997       12.836   306.5
1.6580        -1679.184    -1691.832       12.648   302.0
1.6590        -1679.228    -1691.602       12.374   295.5
1.6600        -1679.264    -1691.569       12.304   293.8
1.6610        -1679.241    -1691.462       12.221   291.8
1.6620        -1679.247    -1691.193       11.946   285.2
1.6630        -1679.217    -1691.192       11.975   285.9
1.6640        -1679.268    -1691.608       12.340   294.6
1.6650        -1679.308    -1691.912       12.604   301.0
1.6660        -1679.273    -1691.796       12.523   299.0
1.6670        -1679.294    -1691.431       12.137   289.8
1.6680        -1679.259    -1691.188       11.930   284.9
1.6690        -1679.270    -1691.311       12.040   287.5
1.6700        -1679.319    -1691.510       12.191   291.1
1.6710        -1679.251    -1691.397       12.146   290.0
1.6720        -1679.242    -1690.955       11.713   279.7
1.6730        -1679.250    -1690.973       11.724   279.9
1.6740        -1679.397    -1691.729       12.332   294.5
1.6750        -1679.390    -1692.258       12.868   307.3
1.6760        -1679.343    -1691.874       12.531   299.2
1.6770        -1679.340    -1691.269       11.930   284.9
1.6780        -1679.337    -1691.258       11.921   284.6
1.6790        -1679.364    -1691.597       12.233   292.1
1.6800        -1679.407    -1691.675       12.269   292.9
1.6810        -1679.401    -1691.284       11.883   283.7
1.6820        -1679.389    -1690.792       11.403   272.3
1.6830        -1679.437    -1690.843       11.406   272.3
1.6840        -1679.471    -1691.718       12.247   292.4
1.6850        -1679.565    -1692.323       12.758   304.6
1.6860        -1679.504    -1691.931       12.427   296.7
1.6870        -1679.441    -1691.509       12.068   288.2
1.6880        -1679.364    -1691.635       12.271   293.0
1.6890        -1679.424    -1691.754       12.330   294.4
1.6900        -1679.373    -1691.543       12.169   290.6
1.6910        -1679.407    -1691.227       11.820   282.2
1.6920        -1679.403    -1691.029       11.626   277.6
1.6930        -1679.339    -1691.144       11.805   281.9
1.6940        -1679.429    -1691.566       12.137   289.8
1.6950        -1679.375    -1691.802       12.427   296.7
1.6960        -1679.333    -1691.826       12.493   298.3
1.6970        -1679.376    -1691.981       12.605   301.0
1.6980        -1679.452    -1691.990       12.539   299.4
1.6990        -1679.420    -1691.897       12.477   297.9
1.7000        -1679.331    -1691.812       12.481   298.0
1.7010        -1679.291    -1691.570       12.279   293.2
1.7020        -1679.266    -1691.242       11.976   286.0
1.7030        -1679.259    -1691.215       11.956   285.5
1.7040        -1679.188    -1691.611       12.423   296.6
1.7050        -1679.151    -1691.860       12.708   303.4
1.7060        -1679.177    -1691.727       12.550   299.7
1.7070        -1679.177    -1691.614       12.436   297.0
1.7080        -1679.163    -1691.812       12.648   302.0
1.7090        -1679.172    -1691.984       12.813   305.9
1.7100        -1679.196    -1691.765       12.569   300.1
1.7110        -1679.166    -1691.442       12.276   293.1
1.7120        -1679.214    -1691.265       12.052   287.8
1.7130        -1679.110    -1691.349       12.239   292.2
1.7140        -1679.096    -1691.618       12.522   299.0
1.7150        -1679.111    -1691.564       12.453   297.4
1.7160        -1679.043    -1691.259       12.217   291.7
1.7170        -1679.045    -1691.207       12.162   290.4
1.7180        -1679.110    -1691.574       12.464   297.6
1.7190        -1679.065    -1691.766       12.701   303.3
1.7200        -1678.985    -1691.510       12.525   299.1
1.7210        -1678.876    -1691.057       12.180   290.8
1.7220        -1678.834    -1690.840       12.006   286.7
1.7230        -1678.939    -1691.096       12.157   290.3
1.7240        -1678.904    -1691.313       12.409   296.3
1.7250        -1679.017    -1691.164       12.147   290.0
1.7260        -1678.930    -1690.936       12.006   286.7
1.7270        -1678.965    -1691.040       12.076   288.3
1.7280        -1678.828    -1691.430       12.602   300.9
1.7290        -1678.809    -1691.774       12.965   309.6
1.7300        -1678.848    -1691.960       13.112   313.1
1.7310        -1678.838    -1691.809       12.971   309.7
1.7320        -1678.867    -1691.602       12.734   304.1
1.7330        -1678.951    -1691.608       12.657   302.2
1.7340        -1678.980    -1691.749       12.769   304.9
1.7350        -1678.969    -1691.699       12.729   303.9
1.7360        -1678.899    -1691.486       12.587   300.6
1.7370        -1678.945    -1691.405       12.460   297.5
1.7380        -1678.905    -1691.442       12.536   299.3
1.7390        -1678.844    -1691.464       12.620   301.3
1.7400        -1678.823    -1691.433       12.611   301.1
1.7410        -1678.831    -1691.371       12.540   299.4
1.7420        -1678.788    -1691.107       12.319   294.2
1.7430        -1678.838    -1690.822       11.984   286.1
1.7440        -1678.870    -1690.981       12.112   289.2
1.7450        -1678.826    -1691.128       12.303   293.8
1.7460        -1678.866    -1690.963       12.098   288.9
1.7470        -1678.861    -1690.885       12.023   287.1
1.7480        -1678.892    -1690.972       12.080   288.4
1.7490        -1678.916    -1691.130       12.214   291.6
1.7500        -1678.933    -1691.273       12.340   294.6
1.7510        -1678.857    -1691.138       12.282   293.3
1.7520        -1678.872    -1690.908       12.036   287.4
1.7530        -1678.957    -1691.048       12.091   288.7
1.7540        -1679.008    -1691.233       12.225   291.9
1.7550        -1678.978    -1691.077       12.099   288.9
1.7560        -1678.967    -1690.852       11.885   283.8
1.7570        -1678.949    -1690.881       11.932   284.9
1.7580        -1678.977    -1691.096       12.119   289.4
1.7590        -1678.996    -1691.269       12.273   293.0
1.7600        -1678.888    -1691.195       12.308   293.9
1.7610        -1678.871    -1690.993       12.122   289.4
1.7620        -1678.889    -1691.063       12.174   290.7
1.7630        -1678.973    -1691.420       12.447   297.2
1.7640        -1678.967    -1691.497       12.531   299.2
1.7650        -1678.983    -1691.233       12.250   292.5
1.7660        -1678.932    -1691.121       12.189   291.1
1.7670        -1678.904    -1691.359       12.455   297.4
1.7680        -1678.931    -1691.577       12.647   302.0
1.7690        -1678.863    -1691.532       12.669   302.5
1.7700        -1678.874    -1691.263       12.389   295.8
1.7710        -1678.911    -1691.127       12.216   291.7
1.7720        -1678.927    -1691.348       12.421   296.6
1.7730        -1678.934    -1691.502       12.568   300.1
1.7740        -1678.887    -1691.161       12.274   293.1
1.7750        -1678.845    -1690.678       11.834   282.6
1.7760        -1678.854    -1690.582       11.728   280.0
1.7770        -1678.760    -1690.864       12.104   289.0
1.7780        -1678.780    -1691.082       12.303   293.8
1.7790        -1678.724    -1690.909       12.186   291.0
1.7800        -1678.753    -1690.597       11.844   282.8
1.7810        -1678.745    -1690.688       11.943   285.2
1.7820        -1678.761    -1691.187       12.426   296.7
1.7830        -1678.814    -1691.373       12.559   299.9
1.7840        -1678.851    -1691.074       12.223   291.9
