epoch,step,tf32_enabled,train_loss_epoch/forces_mse,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/forces_mse,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,val0_epoch/forces_mae,val0_epoch/forces_maxabserr,val0_epoch/forces_rmse,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
0,9,,,,,86.70901047416697,17.616963887965156,52.162987181066065,,,,,,,,,,
0,19,,,,,76.98040064605435,15.928262085828594,46.45433136594147,,,,,,,,,,
0,29,,,,,58.33403166967124,14.495857595596236,36.41494463263374,,,,,,,,,,
0,39,,,,,40.50269579711082,11.142783553342134,25.822739675226476,,,,,,,,,,
0,49,,,,,13.252988742894727,7.048797481803401,10.150893112349063,,,,,,,,,,
0,59,,,,,3.669326973639786,2.704602989184864,3.1869649814123253,,,,,,,,,,
0,69,,,,,4.753401264749996,0.078626999558303,2.4160141321541495,,,,,,,,,,
0,79,,,,,2.292040324189826,0.0978499086977182,1.194945116443772,,,,,,,,,,
0,89,,,,,2.0548241398122973,0.06757225585827792,1.0611981978352876,,,,,,,,,,
0,99,,,,,1.4571891751054449,0.08813517858650419,0.7726621768459745,,,,,,,,,,
0,109,,,,,1.2992400467445386,0.0387304477759052,0.6689852472602219,,,,,,,,,,
0,119,,,,,1.1635626605886755,0.04160850293131642,0.602585581759996,,,,,,,,,,
0,129,,,,,1.0266030665070134,0.03241174261019036,0.5295074045586019,,,,,,,,,,
0,139,,,,,0.916335475932568,0.03899362154882921,0.47766454874069864,,,,,,,,,,
0,149,,,,,0.8473150936397891,0.0013150581917958613,0.4243150759157925,,,,,,,,,,
0,159,,,,,0.7830965649877738,0.05641488495413074,0.41975572497095226,,,,,,,,,,
0,169,,,,,0.7241792591376124,0.0030232610020902743,0.36360126006985133,,,,,,,,,,
0,179,,,,,0.7434481681005003,0.0653303462951808,0.4043892571978405,,,,,,,,,,
0,189,,,,,0.6260794729564662,0.017088087463629352,0.32158378021004774,,,,,,,,,,
0,199,,,,,0.6293143391754498,0.01569976269279031,0.32250705093412,,,,,,,,,,
0,209,,,,,0.6219485858816222,0.033052699561349826,0.327500642721486,,,,,,,,,,
0,219,,,,,0.5538709738979973,0.023390154169911404,0.2886305640339544,,,,,,,,,,
