epoch,step,test0_epoch/forces_mae,test0_epoch/forces_maxabserr,test0_epoch/forces_rmse,test0_epoch/per_atom_energy_mae,test0_epoch/per_atom_energy_maxabserr,test0_epoch/per_atom_energy_rmse,test0_epoch/total_energy_mae,test0_epoch/total_energy_maxabserr,test0_epoch/total_energy_rmse,test0_epoch/weighted_sum,tf32_enabled,train_loss_epoch/forces_mse,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/forces_mse,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,val0_epoch/forces_mae,val0_epoch/forces_maxabserr,val0_epoch/forces_rmse,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
0,9,,,,,,,,,,,,,,,70.8212932139122,14.60971339768332,42.71550330579776,,,,,,,,,,
0,19,,,,,,,,,,,,,,,29.759017268983786,11.239076431883465,20.499046850433626,,,,,,,,,,
0,29,,,,,,,,,,,,,,,2.398950878529301,7.638229516815656,5.018590197672479,,,,,,,,,,
0,39,,,,,,,,,,,,,,,1.6206351478801215,3.2533883831997623,2.4370117655399417,,,,,,,,,,
0,49,,,,,,,,,,,,,,,1.1879013492055404,0.9100456140725193,1.0489734816390297,,,,,,,,,,
0,59,,,,,,,,,,,,,,,1.2898400655638516,0.059701988976943204,0.6747710272703974,,,,,,,,,,
0,69,,,,,,,,,,,,,,,1.086980715813674,0.009701428234656868,0.5483410720241654,,,,,,,,,,
0,79,,,,,,,,,,,,,,,0.8298757683586361,0.004601357577221504,0.41723856296792877,,,,,,,,,,
0,89,,,,,,,,,,,,,,,0.6398363579274796,0.000865259725708167,0.3203508088265939,,,,,,,,,,
0,99,,,,,,,,,,,,,,,0.5443248712706698,0.0006708458752058277,0.2724978585729378,,,,,,,,,,
0,109,,,,,,,,,,,,,,,0.4849623849313106,0.001664728151133476,0.24331355654122205,,,,,,,,,,
0,119,,,,,,,,,,,,,,,0.44622246373819185,0.0007453485563613689,0.22348390614727662,,,,,,,,,,
0,129,,,,,,,,,,,,,,,0.42359056869687367,0.0002295857577670238,0.21191007722732036,,,,,,,,,,
0,139,,,,,,,,,,,,,,,0.3593627832487611,0.00010331845930558134,0.17973305085403332,,,,,,,,,,
0,149,,,,,,,,,,,,,,,0.3418824304648635,0.00035438028097349215,0.1711184053729185,,,,,,,,,,
0,159,,,,,,,,,,,,,,,0.32681350345018817,0.0007898303406660759,0.16380166689542713,,,,,,,,,,
0,169,,,,,,,,,,,,,,,0.28711772023015114,0.0005063748546626607,0.1438120475424069,,,,,,,,,,
0,179,,,,,,,,,,,,,,,0.2810076650588764,0.0002201358408451731,0.1406139004498608,,,,,,,,,,
0,189,,,,,,,,,,,,,,,0.27666466959133534,0.0007456133393627664,0.13870514146534907,,,,,,,,,,
0,193,,,,,,,,,,,,,,,,,,0.4164608195902049,5.77185368155656,0.5411926929698244,0.01615219666356267,0.036792075480429176,0.018157858143891075,5.2333117189942975,11.92063245565896,5.883146038620698,3.212169365795261
0,193,,,,,,,,,,,1.0,7.978873241532482,2.3298682923859833,5.154370766959232,,,,,,,,,,,,,
1,199,,,,,,,,,,,,,,,0.24387843294056463,0.000630090930694573,0.1222542619356296,,,,,,,,,,
1,209,,,,,,,,,,,,,,,0.24565096219966692,0.0003833506687353476,0.12301715643420114,,,,,,,,,,
1,219,,,,,,,,,,,,,,,0.22509198753854706,0.00036551782917617346,0.11272875268386162,,,,,,,,,,
1,229,,,,,,,,,,,,,,,0.2432593192350608,0.00019913783606941406,0.12172922853556511,,,,,,,,,,
1,239,,,,,,,,,,,,,,,0.2083942971106727,0.0003151167713220477,0.10435470694099737,,,,,,,,,,
1,249,,,,,,,,,,,,,,,0.21388300510578195,0.0002986670357014586,0.10709083607074171,,,,,,,,,,
1,259,,,,,,,,,,,,,,,0.2286712531779467,0.0003738817217026837,0.1145225674498247,,,,,,,,,,
1,269,,,,,,,,,,,,,,,0.1993238190408532,0.00013157719533004466,0.09972769811809162,,,,,,,,,,
1,279,,,,,,,,,,,,,,,0.18929483408251754,0.00015614432930338763,0.09472548920591047,,,,,,,,,,
1,289,,,,,,,,,,,,,,,0.18738071910384957,0.00017056646694870695,0.09377564278539914,,,,,,,,,,
1,299,,,,,,,,,,,,,,,0.19198096566075928,0.00018464444557115758,0.09608280505316522,,,,,,,,,,
1,309,,,,,,,,,,,,,,,0.18654631789130585,0.0002672883068409724,0.09340680309907341,,,,,,,,,,
1,319,,,,,,,,,,,,,,,0.15646890777017794,0.0001880809310193503,0.07832849435059865,,,,,,,,,,
1,329,,,,,,,,,,,,,,,0.16813196526122762,0.0001684402782352446,0.08415020276973142,,,,,,,,,,
1,339,,,,,,,,,,,,,,,0.17038941879093106,0.00014140573490454671,0.0852654122629178,,,,,,,,,,
1,349,,,,,,,,,,,,,,,0.1661898517545867,0.0001669789907835602,0.08317841537268512,,,,,,,,,,
1,359,,,,,,,,,,,,,,,0.17196262437498552,5.779390686539644e-05,0.08601020914092546,,,,,,,,,,
1,369,,,,,,,,,,,,,,,0.1608019606913665,4.008500116017822e-05,0.08042102284626335,,,,,,,,,,
1,379,,,,,,,,,,,,,,,0.15765581983204532,3.711427860796298e-05,0.07884646705532665,,,,,,,,,,
1,387,,,,,,,,,,,,,,,,,,0.3131695525781914,5.550088714802,0.4159582746674042,0.009977842900821694,0.021016456614973755,0.011086920217338437,3.2328210998662144,6.809331943251664,3.5921621504176398,2.004060212542522
1,387,,,,,,,,,,,,0.1984746363857261,0.00022178688544267073,0.09934821163558438,,,,,,,,,,,,,
2,389,,,,,,,,,,,,,,,0.1603593837830291,2.9400099634672542e-05,0.08019439194133189,,,,,,,,,,
2,399,,,,,,,,,,,,,,,0.1518053233717854,3.976162009368639e-05,0.07592254249593955,,,,,,,,,,
2,409,,,,,,,,,,,,,,,0.14516246326676693,0.0001940693117556456,0.07267826628926129,,,,,,,,,,
2,419,,,,,,,,,,,,,,,0.1369945529776724,9.376998245700071e-05,0.0685441614800647,,,,,,,,,,
2,429,,,,,,,,,,,,,,,0.15307486267204032,8.08666735053722e-05,0.07657786467277285,,,,,,,,,,
2,439,,,,,,,,,,,,,,,0.12590985848208752,0.00013209673625091473,0.06302097760916922,,,,,,,,,,
2,449,,,,,,,,,,,,,,,0.13293732047523646,0.00012799628928445757,0.06653265838226045,,,,,,,,,,
2,459,,,,,,,,,,,,,,,0.16113258203249697,9.069756806404458e-05,0.08061163980028051,,,,,,,,,,
2,469,,,,,,,,,,,,,,,0.13606237811598584,4.0742319130042485e-05,0.06805156021755794,,,,,,,,,,
2,479,,,,,,,,,,,,,,,0.12893450351507513,9.319731497763418e-05,0.06451385041502639,,,,,,,,,,
2,489,,,,,,,,,,,,,,,0.12927778574064822,1.3827008929581287e-05,0.0646458063747889,,,,,,,,,,
