Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -1677.384    -1677.384        0.000     0.0
0.0010        -1677.469    -1678.684        1.214    29.0
0.0020        -1677.561    -1680.683        3.122    74.5
0.0030        -1677.522    -1680.969        3.447    82.3
0.0040        -1677.291    -1679.874        2.584    61.7
0.0050        -1677.243    -1679.831        2.589    61.8
0.0060        -1677.310    -1681.535        4.225   100.9
0.0070        -1677.338    -1682.791        5.453   130.2
0.0080        -1677.280    -1682.093        4.814   114.9
0.0090        -1677.150    -1680.504        3.354    80.1
0.0100        -1677.131    -1680.402        3.271    78.1
0.0110        -1677.276    -1682.005        4.729   112.9
0.0120        -1677.305    -1683.063        5.758   137.5
0.0130        -1677.215    -1682.509        5.295   126.4
0.0140        -1677.035    -1681.743        4.709   112.4
0.0150        -1676.983    -1682.345        5.363   128.1
0.0160        -1677.119    -1683.566        6.446   153.9
0.0170        -1677.064    -1683.667        6.602   157.6
0.0180        -1676.915    -1682.387        5.471   130.6
0.0190        -1676.744    -1681.145        4.400   105.1
0.0200        -1676.748    -1681.263        4.515   107.8
0.0210        -1676.810    -1682.067        5.257   125.5
0.0220        -1676.791    -1682.032        5.242   125.2
0.0230        -1676.657    -1681.283        4.626   110.5
0.0240        -1676.551    -1681.254        4.703   112.3
0.0250        -1676.614    -1682.274        5.660   135.1
0.0260        -1676.608    -1683.109        6.500   155.2
0.0270        -1676.559    -1682.867        6.308   150.6
0.0280        -1676.471    -1682.111        5.640   134.7
0.0290        -1676.395    -1681.725        5.330   127.3
0.0300        -1676.369    -1682.023        5.655   135.0
0.0310        -1676.402    -1682.224        5.822   139.0
0.0320        -1676.360    -1681.777        5.417   129.3
0.0330        -1676.267    -1681.380        5.113   122.1
0.0340        -1676.263    -1681.809        5.546   132.4
0.0350        -1676.279    -1682.661        6.382   152.4
0.0360        -1676.283    -1683.068        6.785   162.0
0.0370        -1676.218    -1682.895        6.676   159.4
0.0380        -1676.203    -1682.644        6.441   153.8
0.0390        -1676.160    -1682.594        6.434   153.6
0.0400        -1676.175    -1682.634        6.459   154.2
0.0410        -1676.091    -1682.428        6.336   151.3
0.0420        -1676.076    -1681.992        5.916   141.3
0.0430        -1676.003    -1681.853        5.850   139.7
0.0440        -1676.032    -1682.217        6.185   147.7
0.0450        -1676.019    -1682.657        6.638   158.5
0.0460        -1675.992    -1682.878        6.886   164.4
0.0470        -1675.992    -1682.952        6.960   166.2
0.0480        -1675.895    -1682.928        7.033   167.9
0.0490        -1675.795    -1682.801        7.006   167.3
0.0500        -1675.777    -1682.730        6.953   166.0
0.0510        -1675.770    -1682.587        6.817   162.8
0.0520        -1675.777    -1682.297        6.520   155.7
0.0530        -1675.778    -1682.161        6.383   152.4
0.0540        -1675.762    -1682.309        6.547   156.3
0.0550        -1675.730    -1682.481        6.751   161.2
0.0560        -1675.784    -1682.606        6.821   162.9
0.0570        -1675.773    -1682.717        6.944   165.8
0.0580        -1675.726    -1682.777        7.052   168.4
0.0590        -1675.712    -1682.750        7.038   168.1
0.0600        -1675.753    -1682.688        6.935   165.6
0.0610        -1675.732    -1682.515        6.783   162.0
0.0620        -1675.723    -1682.237        6.513   155.5
0.0630        -1675.617    -1682.198        6.581   157.1
0.0640        -1675.604    -1682.404        6.800   162.4
0.0650        -1675.586    -1682.597        7.011   167.4
0.0660        -1675.589    -1682.706        7.117   169.9
0.0670        -1675.624    -1682.843        7.220   172.4
0.0680        -1675.608    -1683.080        7.472   178.4
0.0690        -1675.598    -1683.300        7.701   183.9
0.0700        -1675.581    -1683.339        7.758   185.3
0.0710        -1675.531    -1683.149        7.617   181.9
0.0720        -1675.564    -1683.044        7.480   178.6
0.0730        -1675.596    -1683.191        7.595   181.4
0.0740        -1675.697    -1683.299        7.602   181.5
0.0750        -1675.660    -1683.245        7.585   181.1
0.0760        -1675.607    -1683.273        7.666   183.1
0.0770        -1675.579    -1683.430        7.851   187.5
0.0780        -1675.572    -1683.573        8.001   191.0
0.0790        -1675.509    -1683.696        8.187   195.5
0.0800        -1675.495    -1683.735        8.240   196.8
0.0810        -1675.427    -1683.660        8.233   196.6
0.0820        -1675.441    -1683.593        8.151   194.6
0.0830        -1675.432    -1683.564        8.132   194.2
0.0840        -1675.324    -1683.475        8.151   194.6
0.0850        -1675.288    -1683.493        8.205   195.9
0.0860        -1675.255    -1683.653        8.398   200.5
0.0870        -1675.204    -1683.701        8.497   202.9
0.0880        -1675.141    -1683.514        8.372   199.9
0.0890        -1675.013    -1683.339        8.327   198.8
0.0900        -1675.077    -1683.430        8.352   199.4
0.0910        -1675.104    -1683.641        8.537   203.9
0.0920        -1675.082    -1683.481        8.399   200.6
0.0930        -1674.997    -1682.963        7.966   190.2
0.0940        -1674.956    -1682.614        7.658   182.9
0.0950        -1674.943    -1682.814        7.871   187.9
0.0960        -1674.910    -1683.203        8.292   198.0
0.0970        -1674.934    -1683.191        8.257   197.2
0.0980        -1674.808    -1682.817        8.009   191.2
0.0990        -1674.739    -1682.675        7.936   189.5
0.1000        -1674.753    -1683.118        8.364   199.7
0.1010        -1674.814    -1683.483        8.669   207.0
0.1020        -1674.740    -1683.244        8.505   203.1
0.1030        -1674.624    -1682.952        8.328   198.9
0.1040        -1674.660    -1682.989        8.328   198.9
0.1050        -1674.601    -1683.216        8.615   205.7
0.1060        -1674.598    -1683.404        8.805   210.3
0.1070        -1674.565    -1683.381        8.815   210.5
0.1080        -1674.508    -1683.180        8.672   207.1
0.1090        -1674.424    -1683.172        8.748   208.9
0.1100        -1674.384    -1683.459        9.076   216.7
0.1110        -1674.405    -1683.470        9.065   216.4
0.1120        -1674.291    -1683.148        8.857   211.5
0.1130        -1674.274    -1683.038        8.764   209.3
0.1140        -1674.270    -1683.220        8.949   213.7
0.1150        -1674.247    -1683.395        9.149   218.4
0.1160        -1674.249    -1683.361        9.111   217.6
0.1170        -1674.167    -1683.266        9.099   217.3
0.1180        -1674.186    -1683.379        9.192   219.5
0.1190        -1674.141    -1683.667        9.526   227.5
0.1200        -1674.183    -1683.807        9.625   229.8
0.1210        -1674.188    -1683.681        9.493   226.7
0.1220        -1674.106    -1683.565        9.459   225.9
0.1230        -1674.089    -1683.590        9.501   226.9
0.1240        -1674.024    -1683.597        9.573   228.6
0.1250        -1673.987    -1683.573        9.586   228.9
0.1260        -1674.020    -1683.518        9.499   226.8
0.1270        -1673.981    -1683.416        9.435   225.3
0.1280        -1673.950    -1683.395        9.445   225.5
0.1290        -1673.955    -1683.421        9.467   226.0
0.1300        -1673.970    -1683.366        9.396   224.4
0.1310        -1673.962    -1683.134        9.171   219.0
0.1320        -1673.898    -1683.007        9.108   217.5
0.1330        -1673.932    -1683.121        9.188   219.4
0.1340        -1673.950    -1683.164        9.214   220.0
0.1350        -1673.920    -1683.051        9.131   218.0
0.1360        -1673.921    -1682.949        9.029   215.6
0.1370        -1673.924    -1682.924        9.000   214.9
0.1380        -1673.984    -1682.972        8.987   214.6
0.1390        -1673.967    -1683.086        9.119   217.7
0.1400        -1673.992    -1683.164        9.172   219.0
0.1410        -1674.053    -1682.978        8.925   213.1
0.1420        -1674.023    -1682.731        8.709   207.9
0.1430        -1673.990    -1682.836        8.846   211.2
0.1440        -1674.042    -1683.305        9.263   221.2
0.1450        -1674.040    -1683.636        9.595   229.1
0.1460        -1673.969    -1683.457        9.488   226.5
0.1470        -1673.888    -1683.149        9.261   221.1
0.1480        -1673.896    -1683.157        9.261   221.1
0.1490        -1673.984    -1683.448        9.464   226.0
0.1500        -1673.986    -1683.600        9.614   229.6
0.1510        -1673.902    -1683.339        9.437   225.3
0.1520        -1673.836    -1682.991        9.155   218.6
0.1530        -1673.778    -1683.099        9.321   222.6
0.1540        -1673.711    -1683.572        9.862   235.5
0.1550        -1673.676    -1683.782       10.106   241.3
0.1560        -1673.644    -1683.452        9.808   234.2
0.1570        -1673.691    -1683.067        9.376   223.9
0.1580        -1673.677    -1683.103        9.426   225.1
0.1590        -1673.653    -1683.321        9.668   230.8
0.1600        -1673.639    -1683.307        9.668   230.8
0.1610        -1673.653    -1683.054        9.401   224.5
0.1620        -1673.493    -1682.893        9.400   224.4
0.1630        -1673.481    -1683.071        9.590   229.0
0.1640        -1673.525    -1683.445        9.921   236.9
0.1650        -1673.465    -1683.627       10.162   242.6
0.1660        -1673.389    -1683.614       10.225   244.1
0.1670        -1673.446    -1683.648       10.203   243.6
0.1680        -1673.371    -1683.699       10.328   246.6
0.1690        -1673.315    -1683.619       10.304   246.0
0.1700        -1673.287    -1683.392       10.104   241.3
0.1710        -1673.315    -1683.130        9.815   234.4
0.1720        -1673.318    -1683.048        9.730   232.3
0.1730        -1673.288    -1683.036        9.748   232.8
0.1740        -1673.303    -1682.980        9.678   231.1
0.1750        -1673.333    -1682.968        9.635   230.1
0.1760        -1673.311    -1683.012        9.701   231.6
0.1770        -1673.350    -1683.066        9.716   232.0
0.1780        -1673.258    -1683.012        9.754   232.9
0.1790        -1673.213    -1682.832        9.619   229.7
0.1800        -1673.115    -1682.713        9.598   229.2
0.1810        -1673.124    -1682.815        9.690   231.4
0.1820        -1673.111    -1683.013        9.903   236.4
0.1830        -1673.166    -1682.998        9.832   234.8
0.1840        -1673.161    -1682.991        9.830   234.7
0.1850        -1673.156    -1683.316       10.160   242.6
0.1860        -1673.228    -1683.711       10.483   250.3
0.1870        -1673.251    -1683.921       10.670   254.8
0.1880        -1673.238    -1683.897       10.659   254.5
0.1890        -1673.294    -1683.686       10.392   248.1
0.1900        -1673.360    -1683.554       10.194   243.4
0.1910        -1673.283    -1683.619       10.337   246.8
0.1920        -1673.300    -1683.696       10.396   248.2
0.1930        -1673.230    -1683.615       10.385   248.0
0.1940        -1673.193    -1683.557       10.364   247.5
0.1950        -1673.198    -1683.807       10.610   253.3
0.1960        -1673.278    -1684.137       10.859   259.3
0.1970        -1673.179    -1684.221       11.042   263.7
0.1980        -1673.191    -1684.145       10.954   261.6
0.1990        -1673.206    -1684.060       10.854   259.2
0.2000        -1673.190    -1684.085       10.895   260.2
0.2010        -1673.243    -1684.104       10.861   259.3
0.2020        -1673.221    -1683.952       10.731   256.2
0.2030        -1673.208    -1683.726       10.518   251.1
0.2040        -1673.269    -1683.678       10.409   248.5
0.2050        -1673.309    -1683.924       10.615   253.5
0.2060        -1673.286    -1684.086       10.800   257.9
0.2070        -1673.243    -1683.887       10.644   254.2
0.2080        -1673.230    -1683.733       10.503   250.8
0.2090        -1673.232    -1683.668       10.436   249.2
0.2100        -1673.154    -1683.475       10.321   246.4
0.2110        -1673.141    -1683.245       10.104   241.3
0.2120        -1673.209    -1683.002        9.793   233.8
0.2130        -1673.181    -1682.825        9.644   230.3
0.2140        -1673.177    -1682.922        9.745   232.7
0.2150        -1673.173    -1683.081        9.908   236.6
0.2160        -1673.175    -1683.099        9.924   237.0
0.2170        -1673.134    -1683.145       10.011   239.0
0.2180        -1673.169    -1683.286       10.117   241.6
0.2190        -1673.198    -1683.314       10.116   241.5
0.2200        -1673.135    -1683.225       10.090   240.9
0.2210        -1673.091    -1683.159       10.068   240.4
0.2220        -1673.046    -1683.060       10.013   239.1
0.2230        -1673.035    -1683.043       10.008   239.0
0.2240        -1673.023    -1683.265       10.242   244.6
0.2250        -1673.035    -1683.469       10.434   249.1
0.2260        -1672.948    -1683.460       10.512   251.0
0.2270        -1672.865    -1683.509       10.644   254.2
0.2280        -1672.841    -1683.718       10.878   259.7
0.2290        -1672.965    -1683.837       10.873   259.6
0.2300        -1672.909    -1683.627       10.718   255.9
0.2310        -1672.911    -1683.333       10.422   248.8
0.2320        -1672.965    -1683.291       10.326   246.6
0.2330        -1672.922    -1683.322       10.400   248.3
0.2340        -1672.974    -1683.356       10.382   247.9
0.2350        -1673.087    -1683.628       10.541   251.7
0.2360        -1673.152    -1683.750       10.598   253.1
0.2370        -1673.035    -1683.632       10.596   253.0
0.2380        -1673.034    -1683.726       10.692   255.3
0.2390        -1673.053    -1683.784       10.731   256.2
0.2400        -1673.016    -1683.441       10.425   248.9
0.2410        -1672.958    -1683.105       10.147   242.3
0.2420        -1672.866    -1682.977       10.111   241.4
0.2430        -1672.872    -1682.877       10.005   238.9
0.2440        -1672.851    -1682.960       10.109   241.4
0.2450        -1672.823    -1683.277       10.454   249.6
0.2460        -1672.775    -1683.521       10.746   256.6
0.2470        -1672.778    -1683.473       10.695   255.4
0.2480        -1672.754    -1683.331       10.577   252.5
0.2490        -1672.758    -1683.413       10.655   254.4
0.2500        -1672.791    -1683.465       10.675   254.9
0.2510        -1672.704    -1683.263       10.559   252.1
0.2520        -1672.683    -1682.946       10.263   245.1
0.2530        -1672.674    -1682.822       10.148   242.3
0.2540        -1672.638    -1682.925       10.288   245.6
0.2550        -1672.601    -1683.075       10.474   250.1
0.2560        -1672.580    -1683.413       10.833   258.7
0.2570        -1672.546    -1683.808       11.263   268.9
0.2580        -1672.495    -1683.937       11.442   273.2
0.2590        -1672.438    -1683.794       11.356   271.2
0.2600        -1672.384    -1683.520       11.136   265.9
0.2610        -1672.350    -1683.212       10.862   259.4
0.2620        -1672.255    -1683.079       10.824   258.5
0.2630        -1672.300    -1683.230       10.930   261.0
0.2640        -1672.291    -1683.338       11.047   263.8
0.2650        -1672.182    -1683.140       10.958   261.7
0.2660        -1672.090    -1682.960       10.870   259.5
0.2670        -1672.125    -1683.161       11.037   263.5
0.2680        -1672.114    -1683.499       11.384   271.8
0.2690        -1672.122    -1683.546       11.423   272.8
0.2700        -1672.119    -1683.213       11.094   264.9
0.2710        -1672.170    -1682.847       10.677   255.0
0.2720        -1672.123    -1682.769       10.646   254.2
0.2730        -1672.201    -1682.970       10.770   257.2
0.2740        -1672.217    -1682.994       10.777   257.3
0.2750        -1672.224    -1682.714       10.490   250.5
0.2760        -1672.195    -1682.645       10.449   249.5
0.2770        -1672.283    -1682.957       10.674   254.9
0.2780        -1672.368    -1683.238       10.869   259.5
0.2790        -1672.322    -1683.307       10.985   262.3
0.2800        -1672.393    -1683.283       10.891   260.0
0.2810        -1672.428    -1683.172       10.744   256.5
0.2820        -1672.346    -1683.107       10.761   256.9
0.2830        -1672.281    -1683.228       10.947   261.4
0.2840        -1672.330    -1683.333       11.003   262.7
0.2850        -1672.348    -1683.291       10.942   261.3
0.2860        -1672.332    -1683.195       10.863   259.4
0.2870        -1672.381    -1683.376       10.995   262.5
0.2880        -1672.351    -1683.583       11.232   268.2
0.2890        -1672.434    -1683.675       11.241   268.4
0.2900        -1672.402    -1683.589       11.187   267.1
0.2910        -1672.394    -1683.254       10.861   259.3
0.2920        -1672.362    -1683.073       10.712   255.8
0.2930        -1672.358    -1683.164       10.806   258.0
0.2940        -1672.327    -1683.233       10.906   260.4
0.2950        -1672.320    -1683.148       10.828   258.6
0.2960        -1672.329    -1682.991       10.662   254.6
0.2970        -1672.227    -1682.994       10.767   257.1
0.2980        -1672.242    -1683.127       10.885   259.9
0.2990        -1672.236    -1683.310       11.074   264.4
0.3000        -1672.246    -1683.226       10.980   262.2
0.3010        -1672.255    -1682.926       10.671   254.8
0.3020        -1672.237    -1682.842       10.605   253.2
0.3030        -1672.201    -1682.917       10.716   255.9
0.3040        -1672.168    -1682.884       10.716   255.9
0.3050        -1672.079    -1682.815       10.735   256.3
0.3060        -1672.040    -1682.846       10.806   258.0
0.3070        -1672.057    -1682.893       10.836   258.7
0.3080        -1672.135    -1683.005       10.869   259.5
0.3090        -1672.128    -1683.092       10.965   261.8
0.3100        -1672.099    -1682.938       10.839   258.8
0.3110        -1672.046    -1682.769       10.724   256.1
0.3120        -1672.022    -1682.952       10.930   261.0
0.3130        -1672.016    -1683.138       11.122   265.6
0.3140        -1672.009    -1683.006       10.997   262.6
0.3150        -1671.875    -1682.957       11.082   264.6
0.3160        -1671.933    -1683.181       11.247   268.6
0.3170        -1672.022    -1683.394       11.372   271.5
0.3180        -1672.054    -1683.535       11.481   274.1
0.3190        -1672.076    -1683.426       11.350   271.0
0.3200        -1672.119    -1683.196       11.077   264.5
0.3210        -1672.111    -1683.208       11.097   265.0
0.3220        -1672.166    -1683.464       11.298   269.8
0.3230        -1672.109    -1683.571       11.463   273.7
0.3240        -1672.033    -1683.525       11.491   274.4
0.3250        -1672.092    -1683.493       11.401   272.2
0.3260        -1672.017    -1683.361       11.344   270.9
0.3270        -1672.038    -1683.251       11.213   267.7
0.3280        -1672.040    -1683.289       11.249   268.6
0.3290        -1672.045    -1683.344       11.299   269.8
0.3300        -1672.057    -1683.211       11.154   266.3
0.3310        -1672.011    -1683.008       10.998   262.6
0.3320        -1672.026    -1682.945       10.919   260.7
0.3330        -1672.018    -1682.890       10.872   259.6
0.3340        -1671.958    -1682.960       11.002   262.7
0.3350        -1671.952    -1683.159       11.208   267.6
0.3360        -1672.064    -1683.155       11.092   264.8
0.3370        -1672.044    -1683.022       10.979   262.1
0.3380        -1672.032    -1683.127       11.095   264.9
0.3390        -1672.048    -1683.231       11.183   267.0
0.3400        -1671.909    -1683.086       11.178   266.9
0.3410        -1671.941    -1682.998       11.057   264.0
0.3420        -1671.986    -1682.936       10.950   261.5
0.3430        -1671.937    -1682.912       10.974   262.0
0.3440        -1671.971    -1683.099       11.128   265.7
0.3450        -1671.985    -1683.229       11.244   268.5
0.3460        -1671.926    -1683.071       11.146   266.1
0.3470        -1671.887    -1682.934       11.047   263.8
0.3480        -1671.847    -1682.945       11.097   265.0
0.3490        -1671.858    -1682.918       11.060   264.1
0.3500        -1671.887    -1682.912       11.026   263.3
0.3510        -1671.811    -1682.963       11.151   266.3
0.3520        -1671.739    -1682.775       11.036   263.5
0.3530        -1671.737    -1682.671       10.934   261.1
0.3540        -1671.713    -1682.740       11.027   263.3
0.3550        -1671.659    -1682.835       11.176   266.9
0.3560        -1671.660    -1682.984       11.323   270.4
0.3570        -1671.711    -1683.111       11.401   272.2
0.3580        -1671.689    -1682.980       11.291   269.6
0.3590        -1671.577    -1682.887       11.310   270.1
0.3600        -1671.603    -1683.159       11.557   275.9
0.3610        -1671.593    -1683.416       11.822   282.3
0.3620        -1671.591    -1683.441       11.851   283.0
0.3630        -1671.655    -1683.274       11.619   277.4
0.3640        -1671.698    -1683.048       11.350   271.0
0.3650        -1671.599    -1683.041       11.442   273.2
0.3660        -1671.666    -1683.212       11.546   275.7
0.3670        -1671.636    -1683.243       11.607   277.1
0.3680        -1671.615    -1683.052       11.437   273.1
0.3690        -1671.570    -1683.021       11.451   273.4
0.3700        -1671.626    -1683.180       11.554   275.9
0.3710        -1671.621    -1683.304       11.683   279.0
0.3720        -1671.614    -1683.357       11.743   280.4
0.3730        -1671.575    -1683.290       11.715   279.7
0.3740        -1671.485    -1683.275       11.790   281.5
0.3750        -1671.523    -1683.416       11.892   284.0
0.3760        -1671.520    -1683.531       12.011   286.8
0.3770        -1671.543    -1683.518       11.976   285.9
0.3780        -1671.536    -1683.505       11.969   285.8
0.3790        -1671.491    -1683.484       11.993   286.4
0.3800        -1671.440    -1683.531       12.091   288.7
0.3810        -1671.459    -1683.717       12.258   292.7
0.3820        -1671.541    -1683.831       12.290   293.5
0.3830        -1671.525    -1683.724       12.199   291.3
0.3840        -1671.532    -1683.495       11.964   285.7
0.3850        -1671.437    -1683.206       11.769   281.0
0.3860        -1671.428    -1683.038       11.610   277.2
0.3870        -1671.465    -1683.045       11.580   276.5
0.3880        -1671.447    -1683.031       11.584   276.6
0.3890        -1671.397    -1682.856       11.459   273.6
0.3900        -1671.423    -1682.713       11.289   269.6
0.3910        -1671.462    -1682.789       11.327   270.5
0.3920        -1671.509    -1682.971       11.462   273.7
0.3930        -1671.509    -1682.997       11.488   274.3
0.3940        -1671.503    -1682.880       11.377   271.6
0.3950        -1671.451    -1682.832       11.381   271.7
0.3960        -1671.372    -1682.898       11.526   275.2
0.3970        -1671.434    -1683.019       11.585   276.6
0.3980        -1671.471    -1682.962       11.491   274.4
0.3990        -1671.462    -1682.742       11.281   269.4
0.4000        -1671.479    -1682.644       11.165   266.6
0.4010        -1671.540    -1682.864       11.324   270.4
0.4020        -1671.558    -1683.058       11.500   274.6
0.4030        -1671.485    -1682.906       11.421   272.7
0.4040        -1671.433    -1682.688       11.255   268.7
0.4050        -1671.456    -1682.710       11.253   268.7
0.4060        -1671.438    -1682.779       11.341   270.8
0.4070        -1671.448    -1682.755       11.307   270.0
0.4080        -1671.434    -1682.704       11.270   269.1
0.4090        -1671.411    -1682.603       11.192   267.2
0.4100        -1671.426    -1682.550       11.124   265.6
0.4110        -1671.418    -1682.668       11.251   268.6
0.4120        -1671.415    -1682.677       11.263   268.9
0.4130        -1671.445    -1682.641       11.197   267.3
0.4140        -1671.452    -1682.851       11.399   272.2
0.4150        -1671.441    -1683.109       11.668   278.6
0.4160        -1671.465    -1683.144       11.679   278.9
0.4170        -1671.423    -1683.077       11.654   278.3
0.4180        -1671.358    -1683.083       11.725   280.0
0.4190        -1671.470    -1683.083       11.614   277.3
0.4200        -1671.455    -1683.131       11.676   278.8
0.4210        -1671.455    -1683.279       11.824   282.3
0.4220        -1671.471    -1683.227       11.755   280.7
0.4230        -1671.475    -1683.078       11.603   277.1
0.4240        -1671.462    -1683.137       11.675   278.8
0.4250        -1671.445    -1683.392       11.947   285.3
0.4260        -1671.384    -1683.486       12.102   289.0
0.4270        -1671.315    -1683.264       11.949   285.3
0.4280        -1671.296    -1683.011       11.715   279.7
0.4290        -1671.364    -1683.026       11.662   278.5
0.4300        -1671.353    -1683.259       11.906   284.3
0.4310        -1671.443    -1683.338       11.895   284.0
0.4320        -1671.415    -1682.988       11.573   276.3
0.4330        -1671.329    -1682.605       11.276   269.3
0.4340        -1671.317    -1682.781       11.464   273.7
0.4350        -1671.334    -1683.236       11.902   284.2
0.4360        -1671.350    -1683.279       11.929   284.8
0.4370        -1671.295    -1682.982       11.687   279.1
0.4380        -1671.288    -1682.867       11.579   276.5
0.4390        -1671.224    -1682.987       11.763   280.9
0.4400        -1671.221    -1682.991       11.770   281.0
0.4410        -1671.235    -1682.890       11.656   278.3
0.4420        -1671.197    -1682.813       11.616   277.4
0.4430        -1671.210    -1682.958       11.748   280.5
0.4440        -1671.216    -1683.113       11.896   284.1
0.4450        -1671.283    -1682.932       11.650   278.2
0.4460        -1671.310    -1682.619       11.309   270.0
0.4470        -1671.246    -1682.590       11.344   270.9
0.4480        -1671.215    -1682.969       11.753   280.6
0.4490        -1671.322    -1683.194       11.872   283.5
0.4500        -1671.340    -1682.800       11.461   273.7
0.4510        -1671.239    -1682.407       11.168   266.7
0.4520        -1671.246    -1682.678       11.432   273.0
0.4530        -1671.236    -1683.152       11.916   284.5
0.4540        -1671.265    -1683.085       11.820   282.2
0.4550        -1671.149    -1682.625       11.476   274.0
0.4560        -1671.064    -1682.485       11.421   272.7
0.4570        -1671.023    -1682.889       11.865   283.3
0.4580        -1671.145    -1683.342       12.197   291.2
0.4590        -1671.115    -1683.364       12.249   292.5
0.4600        -1671.037    -1683.130       12.092   288.7
0.4610        -1670.950    -1683.352       12.402   296.1
0.4620        -1670.964    -1683.985       13.022   310.9
0.4630        -1671.025    -1684.232       13.207   315.4
0.4640        -1671.099    -1683.863       12.764   304.8
0.4650        -1671.035    -1683.326       12.291   293.5
0.4660        -1671.081    -1683.080       11.999   286.5
0.4670        -1671.116    -1683.169       12.053   287.8
0.4680        -1671.125    -1683.152       12.028   287.2
0.4690        -1671.055    -1682.839       11.784   281.4
0.4700        -1671.036    -1682.483       11.447   273.3
0.4710        -1671.053    -1682.577       11.524   275.2
0.4720        -1671.060    -1683.001       11.941   285.1
0.4730        -1671.086    -1683.174       12.088   288.6
0.4740        -1671.127    -1682.802       11.676   278.8
0.4750        -1671.047    -1682.369       11.322   270.3
0.4760        -1671.060    -1682.303       11.243   268.4
0.4770        -1671.000    -1682.430       11.429   272.9
0.4780        -1670.994    -1682.492       11.498   274.5
0.4790        -1671.021    -1682.466       11.445   273.3
0.4800        -1670.961    -1682.419       11.457   273.6
0.4810        -1671.002    -1682.562       11.560   276.0
0.4820        -1671.029    -1682.933       11.904   284.2
0.4830        -1671.049    -1683.244       12.195   291.2
0.4840        -1671.048    -1683.312       12.264   292.8
0.4850        -1671.116    -1683.281       12.166   290.5
0.4860        -1671.086    -1683.169       12.083   288.5
0.4870        -1671.029    -1682.952       11.923   284.7
0.4880        -1671.150    -1682.817       11.667   278.6
0.4890        -1671.104    -1682.798       11.694   279.2
0.4900        -1671.104    -1682.806       11.702   279.4
0.4910        -1670.984    -1682.788       11.803   281.8
0.4920        -1670.970    -1682.764       11.795   281.6
0.4930        -1670.942    -1682.842       11.899   284.1
0.4940        -1671.045    -1682.903       11.858   283.1
0.4950        -1671.003    -1682.888       11.885   283.8
0.4960        -1670.969    -1682.781       11.811   282.0
0.4970        -1670.960    -1682.644       11.684   279.0
0.4980        -1670.899    -1682.603       11.704   279.5
0.4990        -1670.832    -1682.592       11.759   280.8
0.5000        -1670.847    -1682.563       11.716   279.7
0.5010        -1670.870    -1682.630       11.760   280.8
0.5020        -1670.854    -1682.851       11.998   286.5
0.5030        -1670.767    -1682.923       12.156   290.3
0.5040        -1670.725    -1682.745       12.019   287.0
0.5050        -1670.632    -1682.563       11.931   284.9
0.5060        -1670.556    -1682.526       11.970   285.8
0.5070        -1670.528    -1682.693       12.166   290.5
0.5080        -1670.506    -1682.791       12.285   293.3
0.5090        -1670.538    -1682.556       12.019   287.0
0.5100        -1670.494    -1682.341       11.848   282.9
0.5110        -1670.550    -1682.497       11.947   285.3
0.5120        -1670.626    -1682.904       12.277   293.1
0.5130        -1670.542    -1682.979       12.437   297.0
0.5140        -1670.523    -1682.606       12.084   288.5
0.5150        -1670.456    -1682.287       11.831   282.5
0.5160        -1670.466    -1682.395       11.928   284.8
0.5170        -1670.624    -1682.713       12.089   288.7
0.5180        -1670.624    -1682.740       12.117   289.3
0.5190        -1670.603    -1682.419       11.816   282.1
0.5200        -1670.527    -1682.267       11.740   280.3
0.5210        -1670.576    -1682.653       12.077   288.4
0.5220        -1670.661    -1682.980       12.319   294.1
0.5230        -1670.682    -1682.723       12.041   287.5
0.5240        -1670.699    -1682.338       11.639   277.9
0.5250        -1670.701    -1682.348       11.647   278.1
0.5260        -1670.735    -1682.607       11.872   283.5
0.5270        -1670.815    -1682.723       11.908   284.3
0.5280        -1670.852    -1682.587       11.735   280.2
0.5290        -1670.857    -1682.304       11.447   273.3
0.5300        -1670.841    -1682.340       11.499   274.6
0.5310        -1670.953    -1682.819       11.867   283.3
0.5320        -1671.040    -1683.015       11.976   286.0
0.5330        -1670.978    -1682.703       11.725   280.0
0.5340        -1671.017    -1682.340       11.323   270.4
0.5350        -1670.974    -1682.301       11.327   270.5
0.5360        -1670.884    -1682.560       11.676   278.8
0.5370        -1670.888    -1682.759       11.871   283.4
0.5380        -1670.899    -1682.604       11.704   279.5
0.5390        -1670.757    -1682.251       11.494   274.5
0.5400        -1670.876    -1682.208       11.332   270.6
0.5410        -1670.870    -1682.332       11.462   273.7
0.5420        -1670.824    -1682.322       11.498   274.5
0.5430        -1670.771    -1682.261       11.491   274.4
0.5440        -1670.774    -1682.112       11.338   270.7
0.5450        -1670.779    -1681.929       11.149   266.2
0.5460        -1670.733    -1681.981       11.248   268.6
0.5470        -1670.672    -1682.110       11.438   273.1
0.5480        -1670.664    -1681.898       11.234   268.2
0.5490        -1670.667    -1681.687       11.019   263.1
0.5500        -1670.636    -1681.800       11.164   266.6
0.5510        -1670.721    -1682.081       11.360   271.2
0.5520        -1670.698    -1682.269       11.571   276.3
0.5530        -1670.553    -1682.222       11.669   278.6
0.5540        -1670.552    -1681.995       11.443   273.2
0.5550        -1670.586    -1681.936       11.350   271.0
0.5560        -1670.620    -1682.219       11.599   277.0
0.5570        -1670.628    -1682.382       11.754   280.7
