Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0470        -1693.638    -1700.972        7.334   175.1
0.0480        -1693.602    -1700.931        7.330   175.0
0.0490        -1693.605    -1700.912        7.307   174.5
0.0500        -1693.559    -1700.725        7.166   171.1
0.0510        -1693.496    -1700.468        6.971   166.5
0.0520        -1693.437    -1700.481        7.044   168.2
0.0530        -1693.487    -1700.798        7.311   174.6
0.0540        -1693.443    -1701.092        7.649   182.6
0.0550        -1693.491    -1701.268        7.777   185.7
0.0560        -1693.490    -1701.303        7.812   186.5
0.0570        -1693.464    -1701.099        7.635   182.3
0.0580        -1693.394    -1700.834        7.440   177.6
0.0590        -1693.378    -1700.578        7.200   171.9
0.0600        -1693.310    -1700.337        7.026   167.8
0.0610        -1693.280    -1700.208        6.928   165.4
0.0620        -1693.252    -1700.238        6.986   166.8
0.0630        -1693.213    -1700.334        7.121   170.0
0.0640        -1693.190    -1700.524        7.334   175.1
0.0650        -1693.165    -1700.823        7.659   182.9
0.0660        -1693.131    -1701.062        7.930   189.4
0.0670        -1693.100    -1701.087        7.987   190.7
0.0680        -1693.101    -1700.988        7.887   188.3
0.0690        -1693.080    -1700.856        7.776   185.7
0.0700        -1693.046    -1700.825        7.779   185.8
0.0710        -1693.065    -1700.886        7.821   186.7
0.0720        -1693.088    -1700.909        7.821   186.7
0.0730        -1693.086    -1700.914        7.828   186.9
0.0740        -1693.050    -1701.073        8.024   191.6
0.0750        -1693.149    -1701.295        8.146   194.5
0.0760        -1693.094    -1701.444        8.350   199.4
0.0770        -1693.106    -1701.514        8.408   200.8
0.0780        -1693.079    -1701.432        8.353   199.4
0.0790        -1693.098    -1701.231        8.134   194.2
0.0800        -1693.064    -1701.123        8.059   192.4
0.0810        -1693.036    -1701.190        8.153   194.7
0.0820        -1692.990    -1701.236        8.247   196.9
0.0830        -1692.944    -1701.212        8.268   197.4
0.0840        -1692.932    -1701.153        8.221   196.3
0.0850        -1692.906    -1701.148        8.242   196.8
0.0860        -1692.928    -1701.282        8.354   199.5
0.0870        -1692.918    -1701.345        8.427   201.2
0.0880        -1692.859    -1701.111        8.252   197.0
0.0890        -1692.892    -1700.765        7.873   188.0
0.0900        -1692.855    -1700.661        7.806   186.4
0.0910        -1692.829    -1700.785        7.956   190.0
0.0920        -1692.910    -1700.878        7.968   190.3
0.0930        -1692.911    -1700.814        7.903   188.7
0.0940        -1692.839    -1700.695        7.856   187.6
0.0950        -1692.832    -1700.739        7.907   188.8
0.0960        -1692.854    -1701.029        8.174   195.2
0.0970        -1692.859    -1701.241        8.382   200.1
0.0980        -1692.881    -1701.052        8.171   195.1
0.0990        -1692.866    -1700.779        7.913   188.9
0.1000        -1692.834    -1700.780        7.946   189.7
0.1010        -1692.877    -1700.975        8.098   193.4
0.1020        -1692.906    -1701.053        8.147   194.5
0.1030        -1692.891    -1700.898        8.007   191.2
0.1040        -1692.886    -1700.710        7.824   186.8
0.1050        -1692.933    -1700.846        7.913   188.9
0.1060        -1692.934    -1701.145        8.211   196.1
0.1070        -1692.855    -1701.110        8.256   197.1
0.1080        -1692.780    -1700.821        8.041   192.0
0.1090        -1692.725    -1700.701        7.976   190.4
0.1100        -1692.697    -1700.838        8.140   194.4
0.1110        -1692.649    -1700.960        8.311   198.4
0.1120        -1692.552    -1700.915        8.363   199.7
0.1130        -1692.541    -1700.846        8.305   198.3
0.1140        -1692.502    -1700.980        8.478   202.4
0.1150        -1692.527    -1701.221        8.695   207.6
0.1160        -1692.543    -1701.265        8.721   208.2
0.1170        -1692.510    -1701.209        8.699   207.7
0.1180        -1692.495    -1701.195        8.701   207.8
0.1190        -1692.522    -1701.281        8.759   209.1
0.1200        -1692.551    -1701.356        8.805   210.2
0.1210        -1692.467    -1701.238        8.770   209.4
0.1220        -1692.390    -1700.881        8.491   202.7
0.1230        -1692.448    -1700.700        8.252   197.0
0.1240        -1692.536    -1700.876        8.340   199.1
0.1250        -1692.526    -1700.957        8.431   201.3
0.1260        -1692.529    -1700.764        8.236   196.6
0.1270        -1692.549    -1700.662        8.112   193.7
0.1280        -1692.662    -1700.867        8.205   195.9
0.1290        -1692.614    -1701.163        8.548   204.1
0.1300        -1692.577    -1701.257        8.680   207.2
0.1310        -1692.487    -1701.061        8.574   204.7
0.1320        -1692.487    -1700.826        8.339   199.1
0.1330        -1692.475    -1700.834        8.359   199.6
0.1340        -1692.433    -1700.963        8.530   203.7
0.1350        -1692.463    -1700.895        8.432   201.3
0.1360        -1692.456    -1700.631        8.176   195.2
0.1370        -1692.420    -1700.452        8.032   191.8
0.1380        -1692.434    -1700.550        8.116   193.8
0.1390        -1692.425    -1700.800        8.374   200.0
0.1400        -1692.408    -1700.882        8.474   202.3
0.1410        -1692.351    -1700.749        8.398   200.5
0.1420        -1692.346    -1700.596        8.250   197.0
0.1430        -1692.361    -1700.526        8.165   195.0
0.1440        -1692.348    -1700.507        8.159   194.8
0.1450        -1692.329    -1700.456        8.126   194.0
0.1460        -1692.319    -1700.428        8.109   193.6
0.1470        -1692.247    -1700.378        8.130   194.1
0.1480        -1692.177    -1700.366        8.190   195.5
0.1490        -1692.167    -1700.539        8.371   199.9
0.1500        -1692.114    -1700.805        8.691   207.5
0.1510        -1692.076    -1700.898        8.822   210.6
0.1520        -1692.019    -1700.675        8.656   206.7
0.1530        -1691.941    -1700.419        8.479   202.4
0.1540        -1691.972    -1700.441        8.469   202.2
0.1550        -1692.001    -1700.560        8.558   204.4
0.1560        -1692.018    -1700.539        8.522   203.5
0.1570        -1691.991    -1700.405        8.414   200.9
0.1580        -1691.967    -1700.426        8.459   202.0
0.1590        -1691.978    -1700.755        8.777   209.6
0.1600        -1691.993    -1701.144        9.151   218.5
0.1610        -1692.013    -1701.227        9.214   220.0
0.1620        -1691.931    -1700.993        9.062   216.4
0.1630        -1691.859    -1700.832        8.973   214.3
0.1640        -1691.835    -1700.908        9.073   216.7
0.1650        -1691.861    -1700.965        9.104   217.4
0.1660        -1691.848    -1700.766        8.918   212.9
0.1670        -1691.791    -1700.489        8.699   207.7
0.1680        -1691.795    -1700.529        8.734   208.5
0.1690        -1691.783    -1700.965        9.182   219.2
0.1700        -1691.869    -1701.309        9.439   225.4
0.1710        -1691.863    -1701.245        9.383   224.0
0.1720        -1691.864    -1700.932        9.069   216.5
0.1730        -1691.839    -1700.799        8.959   213.9
0.1740        -1691.767    -1700.906        9.139   218.2
0.1750        -1691.792    -1700.810        9.018   215.3
0.1760        -1691.743    -1700.377        8.634   206.2
0.1770        -1691.728    -1700.094        8.366   199.8
0.1780        -1691.789    -1700.229        8.440   201.5
0.1790        -1691.839    -1700.422        8.583   204.9
0.1800        -1691.806    -1700.421        8.615   205.7
0.1810        -1691.808    -1700.356        8.547   204.1
0.1820        -1691.739    -1700.331        8.592   205.2
0.1830        -1691.770    -1700.359        8.589   205.1
0.1840        -1691.781    -1700.455        8.674   207.1
0.1850        -1691.765    -1700.374        8.608   205.6
0.1860        -1691.711    -1700.230        8.519   203.4
0.1870        -1691.653    -1700.262        8.609   205.6
0.1880        -1691.711    -1700.419        8.708   207.9
0.1890        -1691.631    -1700.555        8.924   213.1
0.1900        -1691.621    -1700.769        9.148   218.4
0.1910        -1691.620    -1701.031        9.411   224.7
0.1920        -1691.619    -1701.116        9.496   226.8
0.1930        -1691.599    -1701.122        9.522   227.4
0.1940        -1691.555    -1701.136        9.581   228.8
0.1950        -1691.596    -1701.184        9.588   228.9
0.1960        -1691.633    -1701.265        9.632   230.0
0.1970        -1691.599    -1701.230        9.631   230.0
0.1980        -1691.504    -1701.073        9.569   228.5
0.1990        -1691.428    -1701.101        9.674   231.0
0.2000        -1691.426    -1701.390        9.964   237.9
0.2010        -1691.395    -1701.458       10.064   240.3
0.2020        -1691.366    -1701.206        9.839   234.9
0.2030        -1691.450    -1700.989        9.539   227.8
0.2040        -1691.410    -1700.927        9.517   227.2
0.2050        -1691.394    -1700.953        9.559   228.3
0.2060        -1691.443    -1700.866        9.423   225.0
0.2070        -1691.355    -1700.510        9.155   218.6
0.2080        -1691.263    -1700.283        9.020   215.4
0.2090        -1691.283    -1700.368        9.085   216.9
0.2100        -1691.321    -1700.425        9.105   217.4
0.2110        -1691.247    -1700.226        8.979   214.4
0.2120        -1691.204    -1699.979        8.775   209.5
0.2130        -1691.214    -1699.888        8.674   207.1
0.2140        -1691.213    -1699.882        8.669   207.0
0.2150        -1691.172    -1699.870        8.698   207.7
0.2160        -1691.107    -1699.715        8.607   205.5
0.2170        -1691.075    -1699.519        8.444   201.6
0.2180        -1691.134    -1699.653        8.519   203.4
0.2190        -1691.183    -1699.922        8.739   208.7
0.2200        -1691.119    -1699.879        8.761   209.2
0.2210        -1691.047    -1699.675        8.627   206.0
0.2220        -1691.069    -1699.677        8.608   205.5
0.2230        -1691.107    -1699.905        8.798   210.1
0.2240        -1691.041    -1700.120        9.079   216.8
0.2250        -1691.032    -1700.146        9.114   217.6
0.2260        -1690.989    -1700.092        9.104   217.4
0.2270        -1690.998    -1700.130        9.132   218.1
0.2280        -1690.975    -1700.221        9.247   220.8
0.2290        -1690.928    -1700.202        9.274   221.4
0.2300        -1690.913    -1700.072        9.159   218.7
0.2310        -1690.814    -1700.029        9.215   220.0
0.2320        -1690.916    -1700.102        9.186   219.3
0.2330        -1690.903    -1700.052        9.149   218.4
0.2340        -1690.885    -1699.974        9.089   217.0
0.2350        -1690.819    -1700.104        9.285   221.7
0.2360        -1690.836    -1700.297        9.462   225.9
0.2370        -1690.759    -1700.400        9.640   230.2
0.2380        -1690.759    -1700.419        9.659   230.6
0.2390        -1690.753    -1700.334        9.581   228.8
0.2400        -1690.716    -1700.271        9.555   228.2
0.2410        -1690.650    -1700.309        9.659   230.6
0.2420        -1690.566    -1700.215        9.649   230.4
0.2430        -1690.502    -1699.994        9.491   226.6
0.2440        -1690.581    -1700.036        9.454   225.7
0.2450        -1690.546    -1700.244        9.697   231.6
0.2460        -1690.615    -1700.214        9.600   229.2
0.2470        -1690.590    -1699.953        9.363   223.6
0.2480        -1690.531    -1699.820        9.289   221.8
0.2490        -1690.534    -1699.940        9.407   224.6
0.2500        -1690.587    -1700.003        9.416   224.8
0.2510        -1690.505    -1699.696        9.191   219.5
0.2520        -1690.425    -1699.275        8.850   211.3
0.2530        -1690.405    -1699.255        8.850   211.3
0.2540        -1690.398    -1699.534        9.136   218.1
0.2550        -1690.385    -1699.792        9.407   224.6
0.2560        -1690.379    -1699.786        9.407   224.6
0.2570        -1690.361    -1699.517        9.156   218.6
0.2580        -1690.325    -1699.464        9.138   218.2
0.2590        -1690.308    -1699.819        9.512   227.1
0.2600        -1690.343    -1700.009        9.667   230.8
0.2610        -1690.268    -1699.813        9.545   227.9
0.2620        -1690.259    -1699.571        9.312   222.3
0.2630        -1690.251    -1699.575        9.324   222.6
0.2640        -1690.293    -1699.894        9.600   229.2
0.2650        -1690.274    -1700.260        9.986   238.4
0.2660        -1690.286    -1700.313       10.027   239.4
0.2670        -1690.227    -1700.071        9.844   235.0
0.2680        -1690.276    -1699.973        9.697   231.5
0.2690        -1690.313    -1700.117        9.804   234.1
0.2700        -1690.311    -1700.145        9.833   234.8
0.2710        -1690.277    -1699.896        9.619   229.7
0.2720        -1690.271    -1699.568        9.298   222.0
0.2730        -1690.209    -1699.427        9.218   220.1
0.2740        -1690.213    -1699.598        9.384   224.1
0.2750        -1690.306    -1699.868        9.563   228.3
0.2760        -1690.324    -1699.926        9.602   229.3
0.2770        -1690.245    -1699.723        9.478   226.3
0.2780        -1690.189    -1699.644        9.455   225.8
0.2790        -1690.169    -1699.790        9.622   229.7
0.2800        -1690.085    -1699.791        9.707   231.8
0.2810        -1690.020    -1699.542        9.522   227.4
0.2820        -1690.046    -1699.381        9.335   222.9
0.2830        -1690.009    -1699.480        9.471   226.1
0.2840        -1690.029    -1699.691        9.662   230.7
0.2850        -1690.052    -1699.742        9.690   231.4
0.2860        -1689.996    -1699.607        9.611   229.5
0.2870        -1690.014    -1699.670        9.656   230.6
0.2880        -1689.979    -1700.027       10.049   239.9
0.2890        -1689.975    -1700.314       10.339   246.9
0.2900        -1690.000    -1700.127       10.127   241.8
0.2910        -1690.002    -1699.788        9.785   233.7
0.2920        -1689.960    -1699.723        9.763   233.1
0.2930        -1689.921    -1699.945       10.024   239.3
0.2940        -1690.018    -1700.153       10.135   242.0
0.2950        -1690.066    -1700.034        9.968   238.0
0.2960        -1690.029    -1699.643        9.615   229.6
0.2970        -1689.961    -1699.648        9.687   231.3
0.2980        -1689.999    -1700.212       10.213   243.9
0.2990        -1689.966    -1700.498       10.532   251.5
0.3000        -1689.869    -1700.087       10.218   244.0
0.3010        -1689.774    -1699.564        9.790   233.8
0.3020        -1689.730    -1699.595        9.866   235.6
0.3030        -1689.781    -1699.996       10.215   243.9
0.3040        -1689.759    -1700.163       10.404   248.4
0.3050        -1689.716    -1699.918       10.203   243.6
0.3060        -1689.734    -1699.667        9.933   237.2
0.3070        -1689.808    -1699.889       10.081   240.7
0.3080        -1689.853    -1700.378       10.524   251.3
0.3090        -1689.863    -1700.514       10.651   254.3
0.3100        -1689.756    -1700.242       10.486   250.4
0.3110        -1689.721    -1700.062       10.341   246.9
0.3120        -1689.681    -1700.134       10.453   249.6
0.3130        -1689.754    -1700.231       10.477   250.2
0.3140        -1689.703    -1700.165       10.461   249.8
0.3150        -1689.632    -1699.951       10.319   246.4
0.3160        -1689.693    -1699.806       10.113   241.5
0.3170        -1689.677    -1699.937       10.260   245.0
0.3180        -1689.686    -1700.126       10.440   249.3
0.3190        -1689.625    -1700.025       10.400   248.3
0.3200        -1689.565    -1699.903       10.338   246.8
0.3210        -1689.480    -1699.859       10.379   247.8
0.3220        -1689.430    -1699.720       10.289   245.7
0.3230        -1689.436    -1699.613       10.177   243.0
0.3240        -1689.436    -1699.627       10.191   243.3
0.3250        -1689.389    -1699.640       10.251   244.8
0.3260        -1689.303    -1699.612       10.308   246.1
0.3270        -1689.304    -1699.600       10.296   245.9
0.3280        -1689.255    -1699.631       10.375   247.7
0.3290        -1689.251    -1699.806       10.554   252.0
0.3300        -1689.237    -1700.062       10.825   258.5
0.3310        -1689.214    -1699.968       10.754   256.8
0.3320        -1689.139    -1699.735       10.596   253.0
0.3330        -1689.094    -1699.737       10.643   254.1
0.3340        -1689.079    -1699.955       10.876   259.7
0.3350        -1689.098    -1700.147       11.049   263.8
0.3360        -1689.046    -1700.059       11.013   263.0
0.3370        -1688.934    -1699.840       10.905   260.4
0.3380        -1688.876    -1699.839       10.963   261.8
0.3390        -1688.926    -1700.049       11.123   265.6
0.3400        -1688.925    -1700.084       11.159   266.5
0.3410        -1688.935    -1699.801       10.867   259.5
0.3420        -1688.853    -1699.557       10.703   255.6
0.3430        -1688.877    -1699.586       10.709   255.7
0.3440        -1688.890    -1699.822       10.932   261.0
0.3450        -1688.893    -1699.866       10.973   262.0
0.3460        -1688.804    -1699.625       10.821   258.4
0.3470        -1688.754    -1699.411       10.657   254.5
0.3480        -1688.743    -1699.511       10.768   257.1
0.3490        -1688.818    -1699.728       10.910   260.5
0.3500        -1688.823    -1699.771       10.948   261.4
0.3510        -1688.771    -1699.563       10.792   257.7
0.3520        -1688.733    -1699.305       10.572   252.4
0.3530        -1688.705    -1699.360       10.655   254.4
0.3540        -1688.734    -1699.568       10.834   258.7
0.3550        -1688.726    -1699.656       10.930   261.0
0.3560        -1688.830    -1699.534       10.704   255.6
0.3570        -1688.759    -1699.351       10.592   252.9
0.3580        -1688.733    -1699.272       10.540   251.7
0.3590        -1688.721    -1699.321       10.600   253.1
0.3600        -1688.773    -1699.357       10.584   252.7
0.3610        -1688.700    -1699.199       10.499   250.7
0.3620        -1688.697    -1698.986       10.289   245.7
0.3630        -1688.653    -1698.947       10.293   245.8
0.3640        -1688.647    -1699.234       10.587   252.8
0.3650        -1688.713    -1699.590       10.877   259.7
0.3660        -1688.727    -1699.648       10.920   260.8
0.3670        -1688.662    -1699.449       10.786   257.5
0.3680        -1688.716    -1699.456       10.740   256.4
0.3690        -1688.780    -1699.643       10.864   259.4
0.3700        -1688.766    -1699.676       10.910   260.5
0.3710        -1688.720    -1699.590       10.870   259.6
0.3720        -1688.641    -1699.492       10.851   259.1
0.3730        -1688.574    -1699.546       10.971   262.0
0.3740        -1688.623    -1699.814       11.191   267.2
0.3750        -1688.664    -1699.992       11.328   270.5
0.3760        -1688.729    -1699.885       11.157   266.4
0.3770        -1688.790    -1699.841       11.052   263.9
0.3780        -1688.836    -1699.915       11.079   264.5
0.3790        -1688.801    -1699.723       10.922   260.8
0.3800        -1688.794    -1699.353       10.558   252.1
0.3810        -1688.864    -1699.131       10.267   245.1
0.3820        -1688.900    -1699.158       10.258   244.9
0.3830        -1688.948    -1699.263       10.316   246.3
0.3840        -1688.915    -1699.328       10.413   248.6
0.3850        -1688.881    -1699.296       10.415   248.7
0.3860        -1688.927    -1699.333       10.406   248.5
0.3870        -1688.932    -1699.397       10.464   249.9
0.3880        -1688.896    -1699.295       10.399   248.3
0.3890        -1689.002    -1699.158       10.156   242.5
0.3900        -1689.000    -1699.066       10.066   240.3
0.3910        -1688.983    -1699.018       10.035   239.6
0.3920        -1688.959    -1699.066       10.107   241.3
0.3930        -1688.996    -1699.256       10.260   245.0
0.3940        -1688.948    -1699.547       10.599   253.1
0.3950        -1688.906    -1699.894       10.987   262.4
0.3960        -1689.064    -1700.009       10.944   261.3
0.3970        -1689.046    -1699.864       10.818   258.3
0.3980        -1688.968    -1699.921       10.953   261.5
0.3990        -1689.056    -1700.149       11.093   264.9
0.4000        -1689.096    -1700.027       10.932   261.0
0.4010        -1689.043    -1699.644       10.601   253.1
0.4020        -1689.018    -1699.471       10.453   249.6
0.4030        -1689.001    -1699.704       10.703   255.6
0.4040        -1689.055    -1700.088       11.034   263.5
0.4050        -1689.047    -1700.070       11.023   263.2
0.4060        -1688.978    -1699.641       10.663   254.6
0.4070        -1688.925    -1699.442       10.517   251.1
0.4080        -1688.991    -1699.625       10.634   253.9
0.4090        -1688.940    -1699.534       10.594   253.0
0.4100        -1688.932    -1699.056       10.124   241.7
0.4110        -1688.894    -1698.723        9.829   234.7
0.4120        -1688.846    -1698.811        9.966   238.0
0.4130        -1688.832    -1699.147       10.315   246.3
0.4140        -1688.894    -1699.352       10.458   249.7
0.4150        -1688.863    -1699.356       10.493   250.5
0.4160        -1688.792    -1699.416       10.624   253.7
0.4170        -1688.869    -1699.663       10.793   257.7
0.4180        -1688.922    -1699.836       10.914   260.6
0.4190        -1688.899    -1699.687       10.787   257.6
0.4200        -1688.802    -1699.443       10.641   254.1
0.4210        -1688.775    -1699.598       10.823   258.4
0.4220        -1688.788    -1700.063       11.275   269.2
0.4230        -1688.722    -1700.216       11.494   274.4
0.4240        -1688.663    -1700.015       11.352   271.1
0.4250        -1688.658    -1700.043       11.385   271.9
0.4260        -1688.733    -1700.397       11.663   278.5
0.4270        -1688.773    -1700.583       11.809   282.0
0.4280        -1688.733    -1700.298       11.565   276.1
0.4290        -1688.724    -1699.703       10.979   262.2
0.4300        -1688.707    -1699.339       10.631   253.9
0.4310        -1688.688    -1699.579       10.891   260.1
0.4320        -1688.649    -1699.899       11.250   268.6
0.4330        -1688.640    -1699.762       11.122   265.6
0.4340        -1688.577    -1699.507       10.930   261.0
0.4350        -1688.587    -1699.571       10.984   262.3
0.4360        -1688.568    -1699.683       11.116   265.4
0.4370        -1688.547    -1699.483       10.936   261.1
0.4380        -1688.498    -1699.134       10.636   254.0
0.4390        -1688.425    -1699.008       10.583   252.7
0.4400        -1688.526    -1699.182       10.656   254.4
0.4410        -1688.572    -1699.226       10.654   254.4
0.4420        -1688.548    -1698.921       10.373   247.7
0.4430        -1688.621    -1698.699       10.078   240.6
0.4440        -1688.540    -1698.952       10.412   248.6
0.4450        -1688.540    -1699.363       10.822   258.4
0.4460        -1688.519    -1699.366       10.847   259.0
0.4470        -1688.500    -1699.023       10.523   251.3
0.4480        -1688.429    -1698.741       10.313   246.2
0.4490        -1688.457    -1698.860       10.403   248.4
0.4500        -1688.518    -1699.107       10.589   252.8
0.4510        -1688.477    -1699.044       10.568   252.3
0.4520        -1688.440    -1698.886       10.446   249.4
0.4530        -1688.445    -1699.080       10.635   253.9
0.4540        -1688.528    -1699.519       10.991   262.4
0.4550        -1688.489    -1699.746       11.257   268.8
0.4560        -1688.461    -1699.663       11.201   267.5
0.4570        -1688.428    -1699.483       11.055   264.0
0.4580        -1688.386    -1699.498       11.111   265.3
0.4590        -1688.422    -1699.658       11.236   268.3
0.4600        -1688.437    -1699.585       11.148   266.2
0.4610        -1688.461    -1699.195       10.733   256.3
0.4620        -1688.446    -1699.016       10.571   252.4
0.4630        -1688.435    -1699.292       10.856   259.2
0.4640        -1688.413    -1699.595       11.182   267.0
0.4650        -1688.369    -1699.479       11.110   265.3
0.4660        -1688.326    -1699.080       10.754   256.8
0.4670        -1688.298    -1698.981       10.683   255.1
0.4680        -1688.384    -1699.197       10.814   258.2
0.4690        -1688.372    -1699.211       10.839   258.8
0.4700        -1688.438    -1698.881       10.443   249.3
0.4710        -1688.470    -1698.590       10.121   241.7
0.4720        -1688.409    -1698.661       10.251   244.8
0.4730        -1688.357    -1699.019       10.661   254.6
0.4740        -1688.322    -1699.245       10.923   260.8
0.4750        -1688.335    -1699.098       10.763   257.0
0.4760        -1688.249    -1698.924       10.675   254.9
0.4770        -1688.226    -1698.994       10.768   257.1
0.4780        -1688.301    -1699.201       10.900   260.3
0.4790        -1688.275    -1699.213       10.939   261.2
0.4800        -1688.235    -1699.021       10.785   257.5
0.4810        -1688.186    -1698.907       10.722   256.0
0.4820        -1688.238    -1699.009       10.771   257.2
0.4830        -1688.254    -1699.164       10.910   260.5
0.4840        -1688.151    -1699.093       10.942   261.3
0.4850        -1688.170    -1699.007       10.837   258.8
0.4860        -1688.230    -1699.107       10.876   259.7
0.4870        -1688.115    -1699.126       11.011   262.9
0.4880        -1688.125    -1699.023       10.898   260.2
0.4890        -1688.218    -1698.989       10.770   257.2
0.4900        -1688.204    -1699.083       10.879   259.8
0.4910        -1688.219    -1699.265       11.046   263.8
0.4920        -1688.210    -1699.388       11.179   266.9
0.4930        -1688.084    -1699.239       11.156   266.4
0.4940        -1688.034    -1699.078       11.043   263.7
0.4950        -1687.968    -1699.201       11.234   268.2
0.4960        -1687.983    -1699.241       11.258   268.8
0.4970        -1687.995    -1698.970       10.975   262.1
0.4980        -1687.902    -1698.750       10.848   259.0
0.4990        -1687.954    -1698.751       10.797   257.8
0.5000        -1687.952    -1698.869       10.917   260.7
0.5010        -1687.962    -1699.069       11.107   265.2
0.5020        -1687.958    -1699.100       11.142   266.0
0.5030        -1687.923    -1698.975       11.052   263.9
0.5040        -1687.906    -1699.015       11.109   265.2
0.5050        -1687.881    -1699.076       11.195   267.3
0.5060        -1687.798    -1698.914       11.116   265.4
0.5070        -1687.804    -1698.683       10.879   259.8
0.5080        -1687.879    -1698.659       10.780   257.4
0.5090        -1687.890    -1698.871       10.981   262.2
0.5100        -1687.853    -1699.042       11.189   267.2
0.5110        -1687.761    -1698.921       11.160   266.5
0.5120        -1687.726    -1698.830       11.104   265.1
0.5130        -1687.714    -1699.069       11.354   271.1
0.5140        -1687.678    -1699.234       11.556   275.9
0.5150        -1687.646    -1699.046       11.400   272.2
0.5160        -1687.612    -1698.728       11.116   265.4
0.5170        -1687.531    -1698.674       11.143   266.1
0.5180        -1687.573    -1698.912       11.339   270.7
0.5190        -1687.675    -1699.096       11.421   272.7
0.5200        -1687.725    -1699.057       11.332   270.6
0.5210        -1687.693    -1699.002       11.309   270.0
0.5220        -1687.686    -1699.167       11.481   274.1
0.5230        -1687.693    -1699.378       11.686   279.0
0.5240        -1687.695    -1699.324       11.629   277.7
0.5250        -1687.683    -1699.013       11.330   270.5
0.5260        -1687.659    -1698.839       11.180   266.9
0.5270        -1687.646    -1698.856       11.210   267.7
0.5280        -1687.650    -1698.772       11.122   265.6
0.5290        -1687.651    -1698.736       11.085   264.7
0.5300        -1687.706    -1698.870       11.163   266.6
0.5310        -1687.796    -1698.865       11.068   264.3
0.5320        -1687.792    -1698.729       10.936   261.1
0.5330        -1687.814    -1698.722       10.908   260.5
0.5340        -1687.757    -1698.737       10.980   262.2
0.5350        -1687.758    -1698.799       11.041   263.6
0.5360        -1687.766    -1698.861       11.095   264.9
0.5370        -1687.712    -1698.628       10.916   260.6
0.5380        -1687.692    -1698.411       10.719   256.0
0.5390        -1687.615    -1698.595       10.980   262.2
0.5400        -1687.670    -1698.936       11.266   269.0
0.5410        -1687.628    -1699.028       11.400   272.2
0.5420        -1687.554    -1698.855       11.301   269.8
0.5430        -1687.536    -1698.849       11.313   270.1
0.5440        -1687.536    -1699.146       11.610   277.2
0.5450        -1687.505    -1699.385       11.881   283.7
0.5460        -1687.449    -1699.171       11.722   279.9
0.5470        -1687.512    -1698.817       11.305   269.9
0.5480        -1687.555    -1698.785       11.230   268.1
0.5490        -1687.599    -1699.003       11.404   272.3
0.5500        -1687.717    -1699.106       11.389   271.9
0.5510        -1687.630    -1698.899       11.269   269.1
0.5520        -1687.650    -1698.616       10.966   261.8
0.5530        -1687.621    -1698.596       10.976   262.1
0.5540        -1687.650    -1698.755       11.105   265.2
0.5550        -1687.631    -1698.624       10.993   262.5
0.5560        -1687.712    -1698.245       10.533   251.5
