epoch,step,test0_epoch/forces_mae,test0_epoch/forces_maxabserr,test0_epoch/forces_rmse,test0_epoch/per_atom_energy_mae,test0_epoch/per_atom_energy_maxabserr,test0_epoch/per_atom_energy_rmse,test0_epoch/total_energy_mae,test0_epoch/total_energy_maxabserr,test0_epoch/total_energy_rmse,test0_epoch/weighted_sum,tf32_enabled,train_loss_epoch/forces_mse,train_loss_epoch/per_atom_energy_mse,train_loss_epoch/weighted_sum,train_loss_step/forces_mse,train_loss_step/per_atom_energy_mse,train_loss_step/weighted_sum,val0_epoch/forces_mae,val0_epoch/forces_maxabserr,val0_epoch/forces_rmse,val0_epoch/per_atom_energy_mae,val0_epoch/per_atom_energy_maxabserr,val0_epoch/per_atom_energy_rmse,val0_epoch/total_energy_mae,val0_epoch/total_energy_maxabserr,val0_epoch/total_energy_rmse,val0_epoch/weighted_sum
0,9,,,,,,,,,,,,,,,88.31830318017097,15.868794117599428,52.0935486488852,,,,,,,,,,
0,19,,,,,,,,,,,,,,,81.33089922175976,15.059531626855245,48.195215424307506,,,,,,,,,,
0,29,,,,,,,,,,,,,,,70.35968058100764,13.540285717124213,41.94998314906593,,,,,,,,,,
0,39,,,,,,,,,,,,,,,52.43498639079243,11.369952558385272,31.90246947458885,,,,,,,,,,
0,49,,,,,,,,,,,,,,,28.6701243156484,8.306381693733552,18.488253004690975,,,,,,,,,,
0,59,,,,,,,,,,,,,,,7.3054640019666675,4.203155459346289,5.7543097306564785,,,,,,,,,,
0,69,,,,,,,,,,,,,,,5.011087507970844,0.8464814707244541,2.928784489347649,,,,,,,,,,
0,79,,,,,,,,,,,,,,,3.164554436796278,0.049992906241132506,1.6072736715187053,,,,,,,,,,
0,89,,,,,,,,,,,,,,,2.3877293306577103,0.0014633888847218066,1.1945963597712161,,,,,,,,,,
0,99,,,,,,,,,,,,,,,1.8132644264185875,0.0347123985107929,0.9239884124646902,,,,,,,,,,
0,109,,,,,,,,,,,,,,,1.5404995367306153,0.03315291952643342,0.7868262281285244,,,,,,,,,,
0,119,,,,,,,,,,,,,,,1.3388408001980512,0.004981992756361338,0.6719113964772062,,,,,,,,,,
0,129,,,,,,,,,,,,,,,1.2288554976889277,0.001625170321670629,0.6152403340052991,,,,,,,,,,
0,139,,,,,,,,,,,,,,,1.1024502965503817,0.0033006874736225367,0.5528754920120021,,,,,,,,,,
0,149,,,,,,,,,,,,,,,0.9614849059740525,0.003849625602783195,0.48266726578841784,,,,,,,,,,
0,159,,,,,,,,,,,,,,,0.9154420984870467,0.005609010519567741,0.46052555450330723,,,,,,,,,,
0,169,,,,,,,,,,,,,,,0.828940616942186,0.007466521035813346,0.4182035689889997,,,,,,,,,,
0,179,,,,,,,,,,,,,,,0.8123083932032161,0.005066881980598196,0.4086876375919072,,,,,,,,,,
0,189,,,,,,,,,,,,,,,0.7877791047821358,0.006832720075743093,0.3973059124289394,,,,,,,,,,
0,193,,,,,,,,,,,,,,,,,,0.6968618239956688,7.660734442427965,0.9073528439653643,0.06607555800568138,0.10548311319250292,0.06957158517788876,21.40848079384076,34.17652867437096,22.541193597635953,11.724273220800658
0,193,,,,,,,,,,,1.0,20.12253031383193,3.9826637889990866,12.052597051415509,,,,,,,,,,,,,
1,199,,,,,,,,,,,,,,,0.6760881768760959,0.004822531443615217,0.34045535415985556,,,,,,,,,,
1,209,,,,,,,,,,,,,,,0.6728141708571487,0.004110496656867831,0.33846233375700824,,,,,,,,,,
1,219,,,,,,,,,,,,,,,0.6140835211920832,0.00514370660135202,0.3096136138967176,,,,,,,,,,
1,229,,,,,,,,,,,,,,,0.6166076810939978,0.002704612129726949,0.30965614661186236,,,,,,,,,,
1,239,,,,,,,,,,,,,,,0.5537352440854891,0.0021790253574686938,0.2779571347214789,,,,,,,,,,
1,249,,,,,,,,,,,,,,,0.5271911512449994,0.0022811729789239035,0.26473616211196166,,,,,,,,,,
1,259,,,,,,,,,,,,,,,0.5201709691850332,0.002513192415421862,0.2613420808002276,,,,,,,,,,
1,269,,,,,,,,,,,,,,,0.4789325811826903,0.0023074407819445968,0.24062001098231744,,,,,,,,,,
1,279,,,,,,,,,,,,,,,0.4420379049479727,0.001705705017403941,0.2218718049826883,,,,,,,,,,
1,289,,,,,,,,,,,,,,,0.3987716403128857,0.0010306483235722347,0.19990114431822897,,,,,,,,,,
1,299,,,,,,,,,,,,,,,0.39646091531024646,0.0003784852045193355,0.1984197002573829,,,,,,,,,,
1,309,,,,,,,,,,,,,,,0.3611417227833927,0.001262764980757105,0.1812022438820749,,,,,,,,,,
1,319,,,,,,,,,,,,,,,0.2965475488599508,0.0006501932639223708,0.1485988710619366,,,,,,,,,,
1,329,,,,,,,,,,,,,,,0.315357473154029,0.0005009226448079884,0.1579291978994185,,,,,,,,,,
1,339,,,,,,,,,,,,,,,0.27705682423394007,0.00017990969006255003,0.1386183669620013,,,,,,,,,,
1,349,,,,,,,,,,,,,,,0.2900329266710889,0.0007377382382096555,0.14538533245464927,,,,,,,,,,
1,359,,,,,,,,,,,,,,,0.2806084888196613,0.0003603043075698964,0.14048439656361558,,,,,,,,,,
1,369,,,,,,,,,,,,,,,0.26794477557619734,0.00042400662846327355,0.1341843911023303,,,,,,,,,,
1,379,,,,,,,,,,,,,,,0.24465471967679034,0.00021372819237442279,0.12243422393458238,,,,,,,,,,
1,387,,,,,,,,,,,,,,,,,,0.41715093138278714,4.213970651522969,0.5374469770670115,0.015483859020586006,0.03251539031068251,0.01731807216177276,5.0167703226698475,10.53498646066123,5.611055380414356,3.074251178740684
1,387,,,,,,,,,,,,0.43254033317354745,0.0018375915291028372,0.21718896235132515,,,,,,,,,,,,,
2,389,,,,,,,,,,,,,,,0.23293176775187702,0.00023939532195225362,0.11658558153691463,,,,,,,,,,
2,399,,,,,,,,,,,,,,,0.2224425209289389,0.0002021283134053861,0.11132232462117214,,,,,,,,,,
2,409,,,,,,,,,,,,,,,0.22815166244044774,0.0001449172476892877,0.11414828984406851,,,,,,,,,,
2,419,,,,,,,,,,,,,,,0.20744485115963388,0.00017873479690175875,0.10381179297826781,,,,,,,,,,
2,429,,,,,,,,,,,,,,,0.2107254657614546,0.00015240310232414645,0.10543893443188937,,,,,,,,,,
2,439,,,,,,,,,,,,,,,0.19176052658469542,0.0001321698392993949,0.0959463482119974,,,,,,,,,,
2,449,,,,,,,,,,,,,,,0.1994745420272259,0.00015556156224689322,0.09981505179473639,,,,,,,,,,
2,459,,,,,,,,,,,,,,,0.2003581694531268,0.00010611839622987667,0.10023214392467833,,,,,,,,,,
